load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,fuel cells
Oahu,2020,278.1806533169526,8.0,180.0,264.64,1365.2859999999998,73.0,859.6999999999999,473.20021148185157,0,0
Oahu,2025,360.1602201827495,8.0,0.0,264.64,1272.086,73.0,1125.97125310307,621.9389141354936,0,0
Oahu,2030,611.2283087743386,8.0,0.0,264.64,999.886,73.0,2002.6155752014847,633.0758360433375,0,0
Oahu,2035,679.9878590831427,8.0,0.0,264.64,830.886,73.0,2166.9679524982657,633.0758360433375,0,0
Oahu,2040,735.9958189902552,8.0,0.0,264.64,659.486,73.0,2616.204510338107,633.0758360433375,0,0
Oahu,2045,1032.2872722635855,8.0,0.0,264.64,627.2860000000001,73.0,4287.493306681522,534.0758360433388,0,0
