load_zone	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	Battery_4	Battery_6	Battery_Conting	Battery_Reg	CentralTrackingPV	FlatDistPV	H-Power	OffshoreWind	OnshoreWind	SlopedDistPV	curtail_MSW	curtail_SUN	curtail_WND	curtail_Battery	ZoneTotalCentralDispatch	ZoneTotalDistributedDispatch	UnservedLoad	zone_demand_mw	StorageNetCharge	ChargeEVs	ShiftDemand	spinning_reserve_provision	spinning_reserve_requirement	marginal_cost	peak_day
Oahu	2020	2020-01-23-00:00	0.0	180.0	0.0	0.0	75.0	0.0	42.8	0.0	330.52271706320994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	330.52271706320994	0.0	0.0	0.0	6.644640393460577e-11	326.9475984744	628.3227170632101	0.0	0.0	532.598516655165	0.0	0.0	95.7242004081	369.9475984744	315.05913136887193	0.0	typical
Oahu	2020	2020-01-23-02:00	0.0	180.0	0.0	0.0	75.0	0.0	42.8	0.0	345.05059492631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	345.05059492631	0.0	0.0	0.0	5.778133527201135e-11	326.9475984744	642.85059492631	0.0	0.0	482.672997960525	4.35193896347	0.0	155.825658002	374.29953743794	315.05913136887193	0.0	typical
Oahu	2020	2020-01-23-04:00	0.0	180.0	0.0	0.0	75.0	0.0	42.8	0.0	340.13761434723995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	340.13761434723995	0.0	0.0	0.0	-1.9184653865522705e-11	326.9475984744	637.9376143472399	0.0	0.0	564.31941113329	31.9142190654	0.0	41.7039841485	401.8618175399	315.05913136887193	0.0	typical
Oahu	2020	2020-01-23-06:00	0.0	180.0	0.0	0.0	85.1796420599	0.0	42.8	0.0	421.30002544849	31.9142190654	31.9142190654	0.0	0.0	0.0	0.0	0.0	42.8	0.0	421.30002544849	0.0	0.0	0.0	2.842170943040401e-14	295.033379409	761.19388657379	0.0	0.0	845.770985082045	0.0	0.0	-84.5770985082	335.99373734908	315.05913136887193	0.0	typical
Oahu	2020	2020-01-23-08:00	0.0	180.0	0.0	0.0	107.4666288	0.0	42.8	158.79816307472424	431.5516549189	0.0	0.0	0.0	0.0	0.0	46.0238918276082	48.248802695159995	42.8	0.0	431.5516549189	64.525468551956	0.0	-1.9677059981404454e-10	2.885514049921767e-11	326.9475984744	920.6164467936243	0.0	0.0	918.921213664957	31.9142190654	0.0	-30.2189859369	471.77518873990005	421.8947187990361	0.0	typical
Oahu	2020	2020-01-23-10:00	0.0	180.0	0.0	0.0	112.9332576	0.0	42.8	367.65062676438	370.21172842899	0.0	0.0	0.0	0.0	0.0	90.37129868809	120.60785954919999	42.8	0.0	370.21172842899	156.67146852708998	0.0	-2.96594748760981e-10	3.282707439211663e-11	326.9475984744	1073.59561279337	0.0	0.0	957.789031729327	8.70387792694	0.0	107.102703137	459.3782188014	434.8021625347335	0.0	typical
Oahu	2020	2020-01-23-12:00	0.0	180.0	0.0	0.0	104.7333144	0.0	42.8	422.98879748568004	334.17453010401	0.0	0.0	0.0	0.0	0.0	71.21105577077999	153.8967298841	42.8	0.0	334.17453010401	197.8810118308	0.0	-9.99591520667309e-11	7.119638212316204e-12	326.9475984744	1084.6966419896899	0.0	0.0	968.355032392165	31.9142190654	118.101845403	-33.6744548706	466.36850313990004	434.8021625347335	0.0	typical
Oahu	2020	2020-01-23-14:00	0.0	180.0	0.0	0.0	112.9332576	0.0	42.8	364.339066749154	327.74399190178997	0.0	0.0	0.0	0.0	0.0	62.637108898154	134.1048420519	42.8	0.0	327.74399190178997	167.5971157991	0.0	-1.6831691596053133e-10	1.6470380614919122e-11	326.9475984744	1027.816316250944	0.0	0.0	959.755831599058	0.0	0.0	68.0604846519	450.6743408744	434.8021625347335	0.0	typical
Oahu	2020	2020-01-23-16:00	0.0	180.0	0.0	0.0	102.0	0.0	42.8	174.23271437095997	398.79356829926	0.0	0.0	0.0	0.0	0.0	65.86352924869999	49.0731999714	42.8	0.0	398.79356829926	59.29598515086	0.0	-1.468052346353943e-10	-2.7327473617333453e-11	326.9475984744	897.8262826702196	0.0	0.0	952.048600370719	0.0	0.0	-54.2223177006	429.0475984744	422.5778929521672	0.0	typical
Oahu	2020	2020-01-23-18:00	0.0	180.0	30.10639016459567	0.0	253.47587005650433	0.0	42.8	0.0	410.9347047164199	31.9142190654	31.9142190654	0.0	0.0	0.0	0.0	0.0	42.8	0.0	410.9347047164199	0.0	0.0	0.0	-3.3871572213683976e-11	295.033379409	949.23118400292	0.0	0.0	1054.70131555882	0.0	0.0	-105.470131556	354.3911191879	315.05913136887193	0.0	typical
Oahu	2020	2020-01-23-20:00	0.0	180.0	0.0	0.0	237.51110294670002	0.0	42.8	0.0	341.47268752234993	31.9142190654	31.9142190654	0.0	0.0	0.0	0.0	0.0	42.8	0.0	341.47268752234993	0.0	0.0	0.0	2.5362822952956776e-11	295.033379409	833.69800953445	0.0	0.0	926.331121705041	0.0	0.0	-92.6331121705	351.6222764623	315.05913136887193	0.0	typical
Oahu	2020	2020-01-23-22:00	0.0	180.0	0.0	0.0	75.0	0.0	42.8	0.0	330.72209119286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	330.72209119286	0.0	0.0	0.0	7.219114195322618e-12	326.9475984744	628.52209119286	0.0	0.0	696.143020798077	0.0	0.0	-67.6209296052	369.9475984744	315.05913136887193	0.0	typical
Oahu	2020	2020-02-23-00:00	0.0	180.0	0.0	0.0	318.9	0.0	42.8	0.0	192.53323581788004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	192.53323581788004	0.0	0.0	0.0	3.979039320256561e-13	326.9475984744	734.2332358178801	0.0	0.0	572.73561159785	0.0	0.0	161.49762422	436.4475984744	311.5258238514833	0.0	typical
Oahu	2020	2020-02-23-02:00	0.0	180.0	0.0	0.0	318.9	0.0	42.8	0.0	234.82502365024004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	234.82502365024004	0.0	0.0	0.0	6.124878382252064e-12	326.9475984744	776.52502365024	0.0	0.0	502.066845135889	0.0	0.0	274.458178514	436.4475984744	313.51033585818686	0.0	typical
Oahu	2020	2020-02-23-04:00	0.0	180.0	0.0	0.0	318.9	0.0	42.8	0.0	99.702914724163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	99.702914724163	0.0	0.0	0.0	2.5286439608862565e-12	326.9475984744	641.402914724163	0.0	0.0	518.14456164374	0.0	9.01706674317	114.241286337	436.4475984744	273.6432129491655	0.0	typical
Oahu	2020	2020-02-23-06:00	0.0	180.0	0.0	0.0	338.6678011109	0.0	42.8	0.0	21.36288892610954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	21.36288892610954	0.0	0.0	0.0	1.1883827255587676e-12	326.9475984744	582.8306900370097	0.0	0.0	647.589655596656	0.0	0.0	-64.7589655597	416.67979736350003	201.36288892611074	0.0	typical
Oahu	2020	2020-02-23-08:00	0.0	180.0	0.0	0.0	331.4	0.0	42.8	227.50209833651	26.5624184828745	0.0	0.0	0.0	0.0	0.0	80.30843301201	60.84740188495	42.8	0.0	26.5624184828745	86.34626343955	0.0	-2.50997445050416e-10	7.425171588693047e-13	326.9475984744	808.2645168193844	0.0	0.0	853.055124017612	0.0	0.0	-44.7906071983	423.94759847439997	316.0296566747885	0.0	typical
Oahu	2020	2020-02-23-10:00	0.0	180.0	0.0	0.0	318.9	0.0	42.8	387.1942228916201	24.324232321675996	0.0	0.0	0.0	0.0	0.0	96.92517240594	124.2270483329	42.8	0.0	24.324232321675996	166.04200215278	0.0	-2.1509904968297633e-10	6.4432903457145585e-12	326.9475984744	953.2184552132961	0.0	0.0	937.926307281968	0.0	109.08477866	-93.7926307282	436.44759847439997	324.067263487544	0.0	typical
