load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,fuel cells
Oahu,2020,278.4088657161995,8.0,180.0,161.84,887.3860000000001,73.0,859.6999999999999,459.0,0,0
Oahu,2025,359.3361839210147,8.0,0.0,211.74,972.686,73.0,1142.0748394894567,632.4531205582566,0,0
Oahu,2030,623.0898010694111,8.0,0.0,264.64,697.2860000000001,73.0,2001.4755107138562,632.4531205582566,0,0
Oahu,2035,615.8706248119676,8.0,0.0,264.64,745.586,73.0,2170.9418905401267,632.4531205582566,0,0
Oahu,2040,735.995818990255,8.0,0.0,264.64,659.486,73.0,2623.356183793409,632.4531205582566,0,0
Oahu,2045,1032.2872722635855,8.0,0.0,161.84,492.886,73.0,4299.713205795719,533.4531205582566,0,0
