BALANCING_AREA_TIMEPOINTS_1,BALANCING_AREA_TIMEPOINTS_2,GenUnitLargestContingency
system_wide_balancing_area,4007102718,90.0
system_wide_balancing_area,4007102720,90.0
system_wide_balancing_area,4007102722,90.0
system_wide_balancing_area,4007121500,90.0
system_wide_balancing_area,4007121502,90.0
system_wide_balancing_area,4007121504,90.0
system_wide_balancing_area,4007121506,90.0
system_wide_balancing_area,4007121508,90.0
system_wide_balancing_area,4007121510,90.0
system_wide_balancing_area,4007121512,150.586
system_wide_balancing_area,4007121514,90.0
system_wide_balancing_area,4007121516,90.0
system_wide_balancing_area,4007121518,90.0
system_wide_balancing_area,4007121520,90.0
system_wide_balancing_area,4007121522,90.0
system_wide_balancing_area,4008022000,150.586
system_wide_balancing_area,4008022002,150.586
system_wide_balancing_area,4008022004,150.586
system_wide_balancing_area,4008022006,150.586
system_wide_balancing_area,4008022008,90.0
system_wide_balancing_area,4008022010,150.586
system_wide_balancing_area,4008022012,150.586
system_wide_balancing_area,4008022014,150.586
system_wide_balancing_area,4008022016,150.586
system_wide_balancing_area,4008022018,150.586
system_wide_balancing_area,4008022020,150.586
system_wide_balancing_area,4008022022,150.586
system_wide_balancing_area,4008041000,150.586
system_wide_balancing_area,4008041002,150.586
system_wide_balancing_area,4008041004,150.586
system_wide_balancing_area,4008041006,150.586
system_wide_balancing_area,4008041008,150.586
system_wide_balancing_area,4008041010,150.586
system_wide_balancing_area,4008041012,150.586
system_wide_balancing_area,4008041014,150.586
system_wide_balancing_area,4008041016,150.586
system_wide_balancing_area,4008041018,150.586
system_wide_balancing_area,4008041020,150.58600000000004
system_wide_balancing_area,4008041022,150.586
system_wide_balancing_area,4008061700,150.586
system_wide_balancing_area,4008061702,150.586
system_wide_balancing_area,4008061704,150.586
system_wide_balancing_area,4008061706,150.586
system_wide_balancing_area,4008061708,150.586
system_wide_balancing_area,4008061710,150.586
system_wide_balancing_area,4008061712,150.586
system_wide_balancing_area,4008061714,150.586
system_wide_balancing_area,4008061716,150.586
system_wide_balancing_area,4008061718,150.586
system_wide_balancing_area,4008061720,150.586
system_wide_balancing_area,4008061722,150.586
system_wide_balancing_area,4008081800,150.586
system_wide_balancing_area,4008081802,150.586
system_wide_balancing_area,4008081804,150.586
system_wide_balancing_area,4008081806,150.586
system_wide_balancing_area,4008081808,90.0
system_wide_balancing_area,4008081810,90.0
system_wide_balancing_area,4008081812,90.0
system_wide_balancing_area,4008081814,90.0
system_wide_balancing_area,4008081816,90.0
system_wide_balancing_area,4008081818,150.586
system_wide_balancing_area,4008081820,150.586
system_wide_balancing_area,4008081822,150.586
system_wide_balancing_area,4008091000,150.586
system_wide_balancing_area,4008091002,150.586
system_wide_balancing_area,4008091004,150.586
system_wide_balancing_area,4008091006,150.586
system_wide_balancing_area,4008091008,90.0
system_wide_balancing_area,4008091010,90.0
system_wide_balancing_area,4008091012,90.0
system_wide_balancing_area,4008091014,90.0
system_wide_balancing_area,4008091016,90.0
system_wide_balancing_area,4008091018,150.586
system_wide_balancing_area,4008091020,150.586
system_wide_balancing_area,4008091022,150.586
system_wide_balancing_area,4008112200,150.586
system_wide_balancing_area,4008112202,150.586
system_wide_balancing_area,4008112204,150.586
system_wide_balancing_area,4008112206,150.586
system_wide_balancing_area,4008112208,150.586
system_wide_balancing_area,4008112210,150.586
system_wide_balancing_area,4008112212,150.586
system_wide_balancing_area,4008112214,150.586
system_wide_balancing_area,4008112216,150.586
system_wide_balancing_area,4008112218,150.586
system_wide_balancing_area,4008112220,150.586
system_wide_balancing_area,4008112222,150.586
system_wide_balancing_area,4507011200,73.0
system_wide_balancing_area,4507011202,73.0
system_wide_balancing_area,4507011204,73.0
system_wide_balancing_area,4507011206,73.0
system_wide_balancing_area,4507011208,73.0
system_wide_balancing_area,4507011210,73.0
system_wide_balancing_area,4507011212,73.0
system_wide_balancing_area,4507011214,73.0
system_wide_balancing_area,4507011216,73.0
system_wide_balancing_area,4507011218,118.55713478517202
system_wide_balancing_area,4507011220,73.0
system_wide_balancing_area,4507011222,73.0
system_wide_balancing_area,4507011900,150.586
system_wide_balancing_area,4507011902,150.586
system_wide_balancing_area,4507011904,150.586
system_wide_balancing_area,4507011906,150.586
system_wide_balancing_area,4507011908,150.586
system_wide_balancing_area,4507011910,150.586
system_wide_balancing_area,4507011912,150.586
system_wide_balancing_area,4507011914,150.586
system_wide_balancing_area,4507011916,150.586
system_wide_balancing_area,4507011918,150.586
system_wide_balancing_area,4507011920,150.586
system_wide_balancing_area,4507011922,150.586
system_wide_balancing_area,4507021200,73.0
system_wide_balancing_area,4507021202,73.0
system_wide_balancing_area,4507021204,73.0
system_wide_balancing_area,4507021206,73.0
system_wide_balancing_area,4507021208,73.0
system_wide_balancing_area,4507021210,73.0
system_wide_balancing_area,4507021212,73.0
system_wide_balancing_area,4507021214,73.0
system_wide_balancing_area,4507021216,73.0
system_wide_balancing_area,4507021218,73.0
system_wide_balancing_area,4507021220,73.0
system_wide_balancing_area,4507021222,73.0
system_wide_balancing_area,4507050200,73.0
system_wide_balancing_area,4507050202,73.0
system_wide_balancing_area,4507050204,73.0
system_wide_balancing_area,4507050206,150.586
system_wide_balancing_area,4507050208,73.0
system_wide_balancing_area,4507050210,73.0
system_wide_balancing_area,4507050212,73.0
system_wide_balancing_area,4507050214,73.0
system_wide_balancing_area,4507050216,73.0
system_wide_balancing_area,4507050218,73.0
system_wide_balancing_area,4507050220,73.0
system_wide_balancing_area,4507050222,73.0
system_wide_balancing_area,4507092200,73.0
system_wide_balancing_area,4507092202,73.0
system_wide_balancing_area,4507092204,73.0
system_wide_balancing_area,4507092206,73.0
system_wide_balancing_area,4507092208,73.0
system_wide_balancing_area,4507092210,73.0
system_wide_balancing_area,4507092212,73.0
system_wide_balancing_area,4507092214,73.0
system_wide_balancing_area,4507092216,73.0
system_wide_balancing_area,4507092218,73.0
system_wide_balancing_area,4507092220,73.0
system_wide_balancing_area,4507092222,73.0
system_wide_balancing_area,4507102700,73.0
system_wide_balancing_area,4507102702,73.0
system_wide_balancing_area,4507102704,73.0
system_wide_balancing_area,4507102706,73.0
system_wide_balancing_area,4507102708,73.0
system_wide_balancing_area,4507102710,73.0
system_wide_balancing_area,4507102712,73.0
system_wide_balancing_area,4507102714,73.0
system_wide_balancing_area,4507102716,73.0
system_wide_balancing_area,4507102718,150.586
system_wide_balancing_area,4507102720,150.586
system_wide_balancing_area,4507102722,150.586
system_wide_balancing_area,4507121500,73.0
system_wide_balancing_area,4507121502,73.0
system_wide_balancing_area,4507121504,73.0
system_wide_balancing_area,4507121506,73.0
system_wide_balancing_area,4507121508,73.0
system_wide_balancing_area,4507121510,73.0
system_wide_balancing_area,4507121512,73.0
system_wide_balancing_area,4507121514,73.0
system_wide_balancing_area,4507121516,73.0
system_wide_balancing_area,4507121518,73.0
system_wide_balancing_area,4507121520,73.0
system_wide_balancing_area,4507121522,73.0
system_wide_balancing_area,4508022000,150.586
system_wide_balancing_area,4508022002,150.586
system_wide_balancing_area,4508022004,150.586
system_wide_balancing_area,4508022006,150.586
system_wide_balancing_area,4508022008,150.586
system_wide_balancing_area,4508022010,73.0
system_wide_balancing_area,4508022012,73.0
system_wide_balancing_area,4508022014,73.0
system_wide_balancing_area,4508022016,150.586
system_wide_balancing_area,4508022018,150.586
system_wide_balancing_area,4508022020,150.586
system_wide_balancing_area,4508022022,150.586
system_wide_balancing_area,4508041000,150.586
system_wide_balancing_area,4508041002,150.586
system_wide_balancing_area,4508041004,150.586
system_wide_balancing_area,4508041006,150.586
system_wide_balancing_area,4508041008,150.586
system_wide_balancing_area,4508041010,150.586
system_wide_balancing_area,4508041012,150.586
system_wide_balancing_area,4508041014,150.586
system_wide_balancing_area,4508041016,150.586
system_wide_balancing_area,4508041018,150.586
system_wide_balancing_area,4508041020,150.586
system_wide_balancing_area,4508041022,150.586
system_wide_balancing_area,4508061700,150.586
system_wide_balancing_area,4508061702,150.586
system_wide_balancing_area,4508061704,150.586
system_wide_balancing_area,4508061706,150.586
system_wide_balancing_area,4508061708,73.0
system_wide_balancing_area,4508061710,150.586
system_wide_balancing_area,4508061712,73.0
system_wide_balancing_area,4508061714,73.0
system_wide_balancing_area,4508061716,73.0
system_wide_balancing_area,4508061718,150.586
system_wide_balancing_area,4508061720,150.586
system_wide_balancing_area,4508061722,150.586
system_wide_balancing_area,4508081800,73.0
system_wide_balancing_area,4508081802,150.586
system_wide_balancing_area,4508081804,73.0
system_wide_balancing_area,4508081806,73.0
system_wide_balancing_area,4508081808,150.586
system_wide_balancing_area,4508081810,73.0
system_wide_balancing_area,4508081812,73.0
system_wide_balancing_area,4508081814,73.0
system_wide_balancing_area,4508081816,73.0
system_wide_balancing_area,4508081818,73.0
system_wide_balancing_area,4508081820,73.0
system_wide_balancing_area,4508081822,73.0
system_wide_balancing_area,4508091000,150.586
system_wide_balancing_area,4508091002,150.586
system_wide_balancing_area,4508091004,150.586
system_wide_balancing_area,4508091006,150.586
system_wide_balancing_area,4508091008,73.0
system_wide_balancing_area,4508091010,73.0
system_wide_balancing_area,4508091012,150.586
system_wide_balancing_area,4508091014,150.586
system_wide_balancing_area,4508091016,73.0
system_wide_balancing_area,4508091018,150.586
system_wide_balancing_area,4508091020,150.586
system_wide_balancing_area,4508091022,150.586
system_wide_balancing_area,4508112200,150.586
system_wide_balancing_area,4508112202,150.586
system_wide_balancing_area,4508112204,150.586
system_wide_balancing_area,4508112206,150.586
system_wide_balancing_area,4508112208,150.586
system_wide_balancing_area,4508112210,150.586
system_wide_balancing_area,4508112212,150.586
system_wide_balancing_area,4508112214,150.586
system_wide_balancing_area,4508112216,150.586
system_wide_balancing_area,4508112218,150.586
system_wide_balancing_area,4508112220,150.586
system_wide_balancing_area,4508112222,150.586
