load_zone	period	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	UnservedLoad
Oahu	2020	0.20937094303097348	1537.9928399272092	11.939668569496382	0.0	2427.106671006762	0.0	375.1848000000005	1206.6629697808573	2011.3466784916195	35.071985793176204	0.0
Oahu	2025	0.4187418860619474	1457.8432852193307	32.075223638637496	0.0	1395.1448105792704	0.0	375.1848000000005	2201.945082769844	1989.5721922820555	221.6537991356292	0.0
Oahu	2030	0.20937094303097348	1339.831843617124	14.799241425780037	0.0	1235.5602242801638	0.0	375.1848000000005	2395.2662191280924	1999.5819195038632	231.10056817751934	0.0
Oahu	2035	0.20937094303097348	1335.4730813894466	11.80974216299995	0.0	1015.0308715303815	0.0	375.1848000000005	3182.9941178856907	1825.9623532616083	603.1044638812382	0.0
Oahu	2040	0.0	1279.5843468545572	3.665453002539523	0.0	903.4760718181234	0.0	375.1848000000005	3729.5785948127714	1935.852976836161	849.1422386806548	0.0
Oahu	2045	0.9910450000000001	0.0	0.0	0.0	0.0	338.2184200942494	375.1848000000005	6138.148790321119	1925.4815554373004	2015.1270220536196	0.0
