generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Oahu_AES,Oahu_AES,AES,Oahu,multiple,2020,1407.0072742093705,4972530.49894237,1478091.519166757,180.0,28945169.02245778,13559854.833563756,33.7436452712319,0.8923181596964552,,
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2020,0.0,0.0,0.0,8.0,262179.80871822074,62220.4997789953,0.0,0.0,,
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2025,0.0,0.0,0.0,8.0,262179.80871822074,62220.4997789953,0.0,0.0,,
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2030,0.9719944979367264,15916.362494465693,0.0,8.0,262179.80871822074,62220.4997789953,350.1220137707356,0.013869784502521782,,
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2035,0.7872352132049518,12890.938218658164,0.0,8.0,262179.80871822074,62220.4997789953,428.45040600090954,0.011233379183860614,,
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2040,0.546244841815681,8944.73264151791,0.0,8.0,262179.80871822074,62220.4997789953,610.2484007550854,0.007794589637780835,,
Oahu_Airport_DSG,Oahu_Airport_DSG,Airport_DSG,Oahu,multiple,2045,0.6506740027510316,10654.755058278684,0.0,8.0,262179.80871822074,62220.4997789953,514.9353779909619,0.009284731774415406,,
Oahu_Battery_Bulk,Oahu_Battery_Bulk,Battery_Bulk,Oahu,Battery,2020,-0.08213334259174061,0.0,0.0,278.1806533169526,9073551.530371064,9628649.338513356,25300.593561547084,0.0003033409050907408,0.8213334259174068,0.7392000833256662
Oahu_Battery_Bulk,Oahu_Battery_Bulk,Battery_Bulk,Oahu,Battery,2025,-8.038925148187637,0.0,0.0,360.1602201827495,10919312.225363,11587329.18238715,311.0786439849172,0.022931931984617075,80.38925148187641,72.35032633368877
Oahu_Battery_Bulk,Oahu_Battery_Bulk,Battery_Bulk,Oahu,Battery,2030,-95.91216563694717,0.0,0.0,611.2283087743386,15520199.51007102,16469687.557957727,37.059239282554636,0.16121618515991087,959.1216563694716,863.2094907325243
