load_zone	period	Battery	Biodiesel/Coal/Diesel/LNG/LSFO/Pellet-Biomass	Biodiesel/Diesel/LNG	Biodiesel/Diesel/LNG/LSFO	MSW	SUN	WND	hydro	batteries	fuel cells
Oahu	2020	326.9475984744	180.0	170.9	1109.34	73.0	562.46654909936	624.56802338613	0	0.0	0
Oahu	2025	423.6725212495	180.0	223.8	525.54	73.0	939.5860399521699	624.56802338613	0	0.0	0
Oahu	2030	450.3660078161	180.0	110.8	391.14	73.0	1018.1604028871699	624.56802338613	0	0.0	0
Oahu	2035	459.6003226897	180.0	110.8	391.14	73.0	1319.5283395280699	567.46727450923	0	0.0	0
Oahu	2040	561.1921627776001	180.0	0.0	256.84000000000003	73.0	1441.34976569307	604.0138906941099	0	0.0	0
Oahu	2045	1204.643187106	180.0	0.0	48.84	73.0	2872.9433518753904	646.72483703221	0	0.0	0
