load_zone,period,Biodiesel,Coal,Diesel,LNG,LSFO,Pellet-Biomass,MSW,SUN,WND,Battery
Oahu,2020,0.41874188606194696,1449.7467145779844,17.06459031220335,0.0,2494.6227988718524,0.0,375.1848000000005,1077.4974338747422,2162.8163431444154,85.73376139215902
Oahu,2025,0.0,1387.9762739806895,22.966652499098007,0.0,1884.5030612924531,0.0,375.1848000000005,1628.8923342336159,2149.174449046747,196.0856534327887
Oahu,2030,0.0,1349.8392737643494,11.974477862281118,0.0,1599.8103508956885,0.0,375.1848000000005,1894.942148344872,2153.2057364678635,410.9371367149676
Oahu,2035,0.025138756232863917,1356.9848078630769,10.195633850812834,0.0,1508.0458489303833,0.0,375.1848000000005,2334.817607862495,2167.753414614327,649.6191717082077
Oahu,2040,0.0,1294.2116143166443,0.0,0.0,1003.9003152955773,0.0,375.1848000000005,3509.2493687630417,2140.9051665076045,1553.9417301133185
Oahu,2045,15.529311158012312,0.0,0.0,0.0,0.0,325.65057477017683,375.1848000000005,6135.48712593412,2037.2969902267214,2830.0377577720105
