balancing_area	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	TotalGenSpinningReservesUp	HawaiiVarGenUpSpinningReserveRequirement	MaximumContingencyUpRequirement	marginal_cost_contingency	marginal_cost_regulation	peak_day
system_wide_balancing_area	2020	2020-01-23-00:00	0	101.9315324938	0	0	15.000000000000002	0	0.0	0.0	0.0	329.86795326000004	446.7994857538	151.81432425963047	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-02:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	34.11388264563	329.86795326000004	491.98183590562996	151.81432425963047	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-04:00	0	83.5	0	0	15.000000000000002	0	0.0	0.0	0.0	329.86795326000004	428.36795326000004	151.81432425963047	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-06:00	0	0.0	0	0	94.424	0	0.0	0.0	0.0	329.86795326000004	424.29195326	151.81432425963047	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-08:00	0	27.965313202900003	0	0	94.424	0	0.0	0.0	0.0	329.86795326000004	452.2572664629	239.98193382051304	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-10:00	0	47.9893458694	0	0	31.220056800000002	0	0.0	0.0	0.0	329.86795326000004	437.0773559294	255.44599359905365	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-12:00	0	62.5780403394	0	0	15.000000000000002	0	0.0	0.0	0.0	329.86795326000004	435.4459935994	255.44599359905365	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-14:00	0.0	38.0840775762	0.0	0	47.4401136	0	0.0	0.0	0.0	329.86795326000004	443.3921444362	255.44599359905365	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-16:00	0	0.0	0	0	88.0609572587	0	0.0	0.0	0.0	329.86795326000004	445.92891051870004	243.22172401648737	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-18:00	0	0.0	0.0	0	11.2748465509	0	0.0	0.0	0.0	329.86795326000004	369.1427998109	151.81432425963047	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-20:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	329.86795326000004	357.86795326000004	151.81432425963047	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-22:00	0	0.0	0	0	16.2200568	0	0.0	0.0	0.0	329.86795326000004	374.08801006	151.81432425963047	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-00:00	0	0.0	0	0	56.74066366889999	0	0.0	0.0	0.0	329.86795326000004	386.6086169289	144.0021621011391	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-02:00	0	9.54105438457	0	0	15.000000000000002	0	0.0	0.0	0.0	329.86795326000004	354.40900764457	145.9630896525828	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-04:00	0	0.0	0	0	42.07625003501	0	0.0	0.0	0.0	329.86795326000004	371.94420329500997	101.5380270672727	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-06:00	0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	329.8679532593	329.8679532593	24.086495335344317	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-08:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	329.86795326000004	329.86795326000004	119.78917280057313	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-10:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	329.86795326000004	329.86795326000004	129.56815964945088	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-12:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	329.86795326000004	329.86795326000004	139.7493495094361	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-14:00	0	0.0	5.198283434603935	0	24.711616386796067	0	0.0	0.0	0.0	329.86795326000004	359.7778530814	115.1658292666358	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-16:00	0	0.0	4.630129430721466	0	70.85174927297854	0	0.0	0.0	0.0	329.86795326000004	405.3498319637	104.64433380997681	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-18:00	0	0.0	16.5569939214	0	8.0	0	0.0	0.0	0.0	329.86795326000004	354.4249471814	11.910193503	180.0	0.0	0.0	typical
