load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,fuel cells
Oahu,2020,209.6903530593989,8.0,180.0,264.64,1002.472,73.0,859.6999999999999,378.2754752422587,0,0
Oahu,2025,278.77820862228464,8.0,0.0,264.64,1205.3719999999998,73.0,865.6780121926723,600.7188229059464,0,0
Oahu,2030,843.8344577663755,8.0,0.0,264.64,847.072,73.0,1577.3304516653552,778.940651491921,0,0
Oahu,2035,940.3272144203771,8.0,0.0,264.64,760.972,73.0,1788.4092482730184,885.4655195783312,0,0
Oahu,2040,1201.0789219570147,8.0,0.0,264.64,675.672,73.0,2125.7148597870855,896.5,0,0
Oahu,2045,2367.0834505749954,0.0,0.0,101.74000000000001,643.472,73.0,3957.1246450608314,797.5,0,0
