load_zone	period	Battery	Biodiesel/Coal/Diesel/LNG/LSFO/Pellet-Biomass	Biodiesel/Diesel/LNG	Biodiesel/Diesel/LNG/LSFO	MSW	SUN	WND	hydro	batteries	fuel cells
Oahu	2020	365.2881604296	180.0	57.9	955.326	73.0	486.78697092620007	702.0508088829	0	0.0	0
Oahu	2025	425.76215248768	180.0	223.8	676.126	73.0	694.3609533874001	702.0508088829	0	0.0	0
Oahu	2030	613.10044635718	180.0	223.8	541.726	73.0	833.3809171292099	702.0508088829	0	0.0	0
Oahu	2035	706.46454556858	180.0	102.8	541.726	73.0	992.49856004221	702.0508088829	0	0.0	0
Oahu	2040	1204.6674493515002	180.0	0.0	407.42600000000004	73.0	1328.70026334831	696.8882799713	0	0.0	0
Oahu	2045	2274.687434257	180.0	0.0	178.586	73.0	2812.64760837641	706.78440510758	0	0.0	0
