load_zone,timestamp,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,zone_demand_mw,StorageNetCharge,ChargeEVs,ShiftDemand
Oahu,2020-08-23-02:00,619.659,0,574.382,42.8711,2.40525,0
Oahu,2020-08-23-04:00,613.856,0,589.785,22.9679,1.10286,0
Oahu,2020-08-23-06:00,721.92,0,717.881,0,4.03911,0
Oahu,2020-08-23-08:00,948.268,0,933.169,0,15.0989,0
Oahu,2020-08-23-10:00,1024.18,0,1013.58,0,10.5961,0
Oahu,2020-08-23-12:00,1062.64,0,1019.81,34.433,8.39358,0
Oahu,2020-08-23-14:00,1024.14,0,1013.73,0,10.4074,0
Oahu,2020-08-23-16:00,1018.18,0,1004.92,0,13.2516,0
Oahu,2020-08-23-18:00,1006.92,0,988.389,0,18.5269,0
Oahu,2020-08-23-20:00,972.851,0,956.28,0,16.5709,0
Oahu,2020-08-23-22:00,822.033,0,810.162,0,11.8707,0
Oahu,2020-09-23-00:00,652.345,0,602.387,44.1197,5.83845,0
Oahu,2020-09-23-02:00,577.801,0,555.937,19.458,2.40525,0
Oahu,2020-09-23-04:00,643.021,0,641.918,0,1.10286,0
Oahu,2020-09-23-06:00,896.957,0,892.918,0,4.03911,0
Oahu,2020-09-23-08:00,1055.4,0,1027.41,12.891,15.0989,0
Oahu,2020-09-23-10:00,1114.59,0,1085.51,18.4864,10.5961,0
Oahu,2020-09-23-12:00,1143.2,0,1112.56,22.2392,8.39358,0
Oahu,2020-09-23-14:00,1127.29,0,1114.02,2.87096,10.4074,0
Oahu,2020-09-23-16:00,1125.69,0,1087.99,24.4494,13.2516,0
Oahu,2020-09-23-18:00,1156.85,0,1138.33,0,18.5269,0
Oahu,2020-09-23-20:00,1015.35,0,998.784,0,16.5709,0
Oahu,2020-09-23-22:00,773.388,0,761.517,0,11.8707,0
Oahu,2020-10-23-00:00,602.428,0,596.589,0,5.83845,0
Oahu,2020-10-23-02:00,556.126,0,547.704,6.01632,2.40525,0
Oahu,2020-10-23-04:00,658.896,0,613.673,44.1197,1.10286,0
Oahu,2020-10-23-06:00,864.653,0,860.614,0,4.03911,0
Oahu,2020-10-23-08:00,1013.98,0,986.846,12.0326,15.0989,0
Oahu,2020-10-23-10:00,1102.42,0,1047.7,44.1197,10.5961,0
Oahu,2020-10-23-12:00,1123.25,0,1070.73,44.1197,8.39358,0
Oahu,2020-10-23-14:00,1075.57,0,1065.16,0,10.4074,0
Oahu,2020-10-23-16:00,1056.3,0,1043.05,0,13.2516,0
Oahu,2020-10-23-18:00,1120.9,0,1102.37,0,18.5269,0
Oahu,2020-10-23-20:00,984.754,0,968.183,0,16.5709,0
Oahu,2020-10-23-22:00,768.78,0,756.909,0,11.8707,0
Oahu,2020-11-23-00:00,555.635,0,549.797,0,5.83845,0
Oahu,2020-11-23-02:00,512.659,0,500.992,9.26157,2.40525,0
Oahu,2020-11-23-04:00,526.372,0,525.269,0,1.10286,0
Oahu,2020-11-23-06:00,628.942,0,624.903,0,4.03911,0
Oahu,2020-11-23-08:00,844.906,0,809.933,19.8736,15.0989,0
Oahu,2020-11-23-10:00,917.627,0,894.747,12.2833,10.5961,0
Oahu,2020-11-23-12:00,939.828,0,887.315,44.1197,8.39358,0
Oahu,2020-11-23-14:00,907.618,0,873.215,23.9954,10.4074,0
Oahu,2020-11-23-16:00,922.808,0,909.556,0,13.2516,0
Oahu,2020-11-23-18:00,1046.05,0,1027.52,0,18.5269,0
Oahu,2020-11-23-20:00,922.136,0,905.565,0,16.5709,0
Oahu,2020-11-23-22:00,749.108,0,713.902,23.3361,11.8707,0
Oahu,2020-12-23-00:00,605.187,0,555.229,44.1197,5.83845,0
Oahu,2020-12-23-02:00,537.706,0,491.181,44.1197,2.40525,0
Oahu,2020-12-23-04:00,568.729,0,560.695,6.93203,1.10286,0
Oahu,2020-12-23-06:00,789.639,0,785.6,0,4.03911,0
Oahu,2020-12-23-08:00,946.256,0,931.157,0,15.0989,0
Oahu,2020-12-23-10:00,1008.12,0,997.526,0,10.5961,0
Oahu,2020-12-23-12:00,1051.23,0,998.715,44.1197,8.39358,0
Oahu,2020-12-23-14:00,1020.75,0,989.418,20.92,10.4074,0
Oahu,2020-12-23-16:00,981.778,0,968.527,0,13.2516,0
Oahu,2020-12-23-18:00,1062.93,0,1044.4,0,18.5269,0
Oahu,2020-12-23-20:00,955.789,0,939.218,0,16.5709,0
Oahu,2020-12-23-22:00,779.278,0,762.306,5.10061,11.8707,0
Oahu,2025-01-23-00:00,562.21,0,539.48,8.67645,14.053,0
Oahu,2025-01-23-02:00,580.368,0,495.335,79.2431,5.78938,0
Oahu,2025-01-23-04:00,586.834,0,567.529,16.6507,2.65456,0
Oahu,2025-01-23-06:00,826.116,0,816.394,0,9.72205,0
Oahu,2025-01-23-08:00,917.418,0,881.075,0,36.3427,0
Oahu,2025-01-23-10:00,1034.82,0,915.443,93.8694,25.5045,0
Oahu,2025-01-23-12:00,1039.67,0,924.785,94.6784,20.2032,0
Oahu,2025-01-23-14:00,987.254,0,917.182,45.0222,25.0504,0
Oahu,2025-01-23-16:00,942.263,0,910.367,0,31.8964,0
Oahu,2025-01-23-18:00,1045.73,0,1001.13,0,44.5939,0
Oahu,2025-01-23-20:00,927.513,0,887.627,0,39.8859,0
Oahu,2025-01-23-22:00,712.662,0,684.09,0,28.5725,0
Oahu,2025-02-23-00:00,669.097,0,574.97,80.0737,14.053,0
Oahu,2025-02-23-02:00,600.009,0,512.484,81.7357,5.78938,0
Oahu,2025-02-23-04:00,554.643,0,526.7,25.2888,2.65456,0
Oahu,2025-02-23-06:00,650.88,0,641.158,0,9.72205,0
Oahu,2025-02-23-08:00,859.177,0,822.835,0,36.3427,0
Oahu,2025-02-23-10:00,992.774,0,897.88,69.3896,25.5045,0
