scenario	max_demand_response_share	total_cost	cost_per_kwh	cost_per_kwh_2020	cost_per_kwh_2025	cost_per_kwh_2030	cost_per_kwh_2035	cost_per_kwh_2040	cost_per_kwh_2045	renewable_share_all_years	renewable_share_2020	renewable_share_2025	renewable_share_2030	renewable_share_2035	renewable_share_2040	renewable_share_2045	biofuel_share_all_years	biofuel_share_2020	biofuel_share_2025	biofuel_share_2030	biofuel_share_2035	biofuel_share_2040	biofuel_share_2045
battery_bulk_long	0.0	17335355968.66596	0.1295203975021867	0.12631965395170155	0.12819912497262487	0.132773347609007	0.13584891175521002	0.12577368860199276	0.12967531881217745	0.6747128055538476	0.4712844250633908	0.5501401625193696	0.6064784451820477	0.6315429402367594	0.7249010266969319	1.0000000000000002	0.007205512102786651	0.0	0.0	0.0	0.0	0.0	0.03844442164231385
