load_zone,period,AES,Airport_DSG,Battery_4,Battery_6,Battery_Conting,Battery_Reg,CC_152,CIP_CT,CentralTrackingPV,FlatDistPV,H-Power,Honolulu_8,Honolulu_9,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OnshoreWind,SlopedDistPV,Waiau_10,Waiau_6,Waiau_7,Waiau_8,Waiau_9
Oahu,2020,1449.7467145779844,0.974,85.73376139215902,0.0,0.0,0.0,854.0787918223128,0.0,205.1607682960206,367.8497901641662,375.1848000000005,32.9472344430937,22.369405361496405,68.03613938358713,0.0,0.0,167.13776940744728,13.3438,248.53504112056564,0.0,614.1960538915883,424.43479976350426,50.85869587651573,2162.8163431444154,504.4868754145557,0.0,3.689025,0.0,11.505374999999999,0.0
Oahu,2025,1387.9762739806895,0.0,138.32413441315344,57.76151901963495,0.0,0.0,688.6589190244939,0.0,793.7504712881117,355.93621641370135,375.1848000000005,0,0,63.54782670169986,0,0,0,0,116.0702115904245,104.29638593889361,543.2192054784136,351.01924034442624,30.520357722993104,2149.174449046747,479.2056465318017,7.586087223787724,0,0,0,2.5514797664219624
Oahu,2030,1349.8392737643492,0.0,102.57361142337008,308.3635252915976,0.0,0.0,633.1744549777183,0.0,1053.1858745392185,358.5107616205295,375.1848000000005,0,0,56.688837103358416,0,0,0,0,41.87432441540808,0.0,504.91641976358954,338.72419004601556,32.71449336752637,2153.2057364678635,483.24551218512283,3.6921090843566127,0,0,0,0.0
Oahu,2035,1356.9848078630769,0.0,35.46634715603714,578.0305792315644,3.9106099999999997,32.211635320606,568.1712231844488,0.0,1488.6387035759196,360.78344169160545,375.1848000000005,0,0,59.45159278196133,0,0,0,0,11.827011977219062,0.0,315.02812499999976,527.8234725192705,29.80179271857136,2167.753414614327,485.39546259497007,3.0068446019989246,0,0,0,3.1565587539631252
Oahu,2040,1294.2116143166443,0.0,0.0,1323.7159173490913,31.284879999999994,198.940932764227,260.28306800098915,0.0,3509.2493687630417,0.0,375.1848000000005,0,0,39.4698427086046,0,0,0,0,0.0,0.0,288.36630663859347,415.7810979473922,0.0,2140.9051665076045,0.0,0.0,0,0,0,0.0
Oahu,2045,325.65057477017683,0.0,0.0,2830.0377577720105,0.0,0.0,15.529311158012312,0.0,3215.9579482677336,2416.7277618865883,375.1848000000005,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2037.2969902267214,502.80141577979896,0.0,0,0,0,0.0
