load_zone	timestamp	ZoneTotalCentralDispatch	ZoneTotalDistributedDispatch	UnservedLoad	zone_demand_mw	StorageNetCharge	ChargeEVs	ShiftDemand
Oahu	2020-01-23-00:00	553.876	0	0	532.599	15.439	5.83845	0
Oahu	2020-01-23-02:00	520.498	0	0	482.673	35.4202	2.40525	0
Oahu	2020-01-23-04:00	595.064	0	0	564.319	29.6413	1.10286	0
Oahu	2020-01-23-06:00	849.81	0	0	845.771	0	4.03911	0
Oahu	2020-01-23-08:00	934.02	0	0	918.921	0	15.0989	0
Oahu	2020-01-23-10:00	974.851	0	0	957.789	6.46576	10.5961	0
Oahu	2020-01-23-12:00	985.867	0	0	968.355	9.11825	8.39358	0
Oahu	2020-01-23-14:00	970.163	0	0	959.756	0	10.4074	0
Oahu	2020-01-23-16:00	965.3	0	0	952.049	0	13.2516	0
Oahu	2020-01-23-18:00	1073.23	0	0	1054.7	0	18.5269	0
Oahu	2020-01-23-20:00	942.902	0	0	926.331	0	16.5709	0
Oahu	2020-01-23-22:00	708.014	0	0	696.143	0	11.8707	0
Oahu	2020-02-23-00:00	613.994	0	0	572.736	35.4202	5.83845	0
Oahu	2020-02-23-02:00	539.892	0	0	502.067	35.4202	2.40525	0
Oahu	2020-02-23-04:00	528.907	0	0	518.145	9.66006	1.10286	0
Oahu	2020-02-23-06:00	651.629	0	0	647.59	0	4.03911	0
Oahu	2020-02-23-08:00	868.154	0	0	853.055	0	15.0989	0
Oahu	2020-02-23-10:00	948.522	0	0	937.926	0	10.5961	0
Oahu	2020-02-23-12:00	975.1	0	0	941.162	25.5441	8.39358	0
Oahu	2020-02-23-14:00	946.733	0	0	936.325	0	10.4074	0
Oahu	2020-02-23-16:00	965.449	0	0	952.197	0	13.2516	0
Oahu	2020-02-23-18:00	1029.61	0	0	1011.09	0	18.5269	0
Oahu	2020-02-23-20:00	940.1	0	0	923.53	0	16.5709	0
Oahu	2020-02-23-22:00	772.199	0	0	760.328	0	11.8707	0
Oahu	2020-03-23-00:00	602.192	0	0	568.836	27.5168	5.83845	0
Oahu	2020-03-23-02:00	541.265	0	0	503.439	35.4202	2.40525	0
Oahu	2020-03-23-04:00	517.647	0	0	516.544	0	1.10286	0
Oahu	2020-03-23-06:00	644.143	0	0	609.133	30.97	4.03911	0
Oahu	2020-03-23-08:00	810.819	0	0	795.72	0	15.0989	0
Oahu	2020-03-23-10:00	899.895	0	0	853.878	35.4202	10.5961	0
Oahu	2020-03-23-12:00	870.528	0	0	862.135	0	8.39358	0
Oahu	2020-03-23-14:00	873.339	0	0	858.041	4.89082	10.4074	0
Oahu	2020-03-23-16:00	887.107	0	0	873.856	0	13.2516	0
Oahu	2020-03-23-18:00	945.853	0	0	927.326	0	18.5269	0
Oahu	2020-03-23-20:00	900.992	0	0	884.422	0	16.5709	0
Oahu	2020-03-23-22:00	722.856	0	0	710.986	0	11.8707	0
Oahu	2020-04-23-00:00	559.876	0	0	543.073	10.9642	5.83845	0
Oahu	2020-04-23-02:00	529.417	0	0	492.896	34.1161	2.40525	0
Oahu	2020-04-23-04:00	597.298	0	0	560.775	35.4202	1.10286	0
Oahu	2020-04-23-06:00	824.641	0	0	820.602	0	4.03911	0
Oahu	2020-04-23-08:00	977.107	0	0	962.009	0	15.0989	0
