balancing_area,period,timepoint_label,Biodiesel,Coal,Diesel,LNG,LSFO,Pellet-Biomass,MSW,SUN,WND,Battery,TotalGenSpinningReservesUp,HawaiiVarGenUpSpinningReserveRequirement,MaximumContingencyUpRequirement,marginal_cost_regulation,marginal_cost_contingency,peak_day
system_wide_balancing_area,2020,2020-01-23-00:00,0,83.5,0,0,15.000000000000002,0,0.0,0.0,0.0,300.478496091,398.978496091,148.47849609090545,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-02:00,0,113.0,0,0,15.000000000000002,0,0.0,0.0,21.66957111392,300.478496091,450.14806720492004,148.47849609090545,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-04:00,0,78.53541505929999,0,0,15.000000000000002,0,0.0,0.0,0.0,300.478496091,394.01391115030003,148.47849609090545,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-06:00,0,0.0,0,0,94.424,0,0.0,0.0,0.0,300.478496091,394.902496091,148.47849609090545,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-08:00,0,33.6622839083,0,0,94.424,0,0.0,0.0,0.0,300.478496091,456.56477999929996,243.63902936176308,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-10:00,0.0,83.5,0.0,0,47.4401136,0,0.0,0.0,0.0,300.478496091,459.41860969100003,258.51919295069354,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-12:00,0,73.4139544598,0,0,36.626742400000005,0,0.0,0.0,0.0,300.478496091,438.5191929508,258.51919295069354,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-14:00,0,56.68374682899999,0,0,78.5401136,0,0.0,0.0,0.0,300.478496091,463.70235651999997,258.51919295069354,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-16:00,0,4.669085057229999,0,0,130.9306856,0,0.0,0.0,0.0,300.478496091,464.07826674822996,246.2949233681273,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-18:00,0,0.0,0.0,0,65.75472764946,0,0.0,0.0,0.0,300.478496091,394.23322374045995,148.47849609090545,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-20:00,0,0.0,0,0,21.6267424,0,0.0,0.0,0.0,300.478496091,350.105238491,148.47849609090545,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-01-23-22:00,0,0.0,0,0,0.0,0,0.0,0.0,0.0,300.478496091,328.478496091,148.47849609090545,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-02-23-00:00,0,0.0,0,0,44.01730679572999,0,0.0,0.0,0.0,300.478496091,372.49580288672996,141.12415634417772,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-02-23-02:00,0,8.30314422,0,0,15.000000000000002,0,0.0,0.0,0.0,300.478496091,323.781640311,143.78164031090526,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-02-23-04:00,0,0.0,0,0,27.0814253598,0,0.0,0.0,0.0,300.478496091,327.5599214508,99.80211935759829,180.0,0.0,0.0,typical
system_wide_balancing_area,2020,2020-02-23-06:00,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,300.478496091,300.478496091,23.56350932265607,180.0,0.0,0.0,typical
