load_zone	period	Battery	Biodiesel/Coal/Diesel/LNG/LSFO/Pellet-Biomass	Biodiesel/Diesel/LNG	Biodiesel/Diesel/LNG/LSFO	MSW	SUN	WND	hydro	batteries	fuel cells
Oahu	2020	317.1710008692	180.0	49.9	907.0260000000001	73.0	491.73322109779997	633.85793591629	0	0.0	0
Oahu	2025	424.03118731694997	180.0	102.8	676.126	73.0	769.8008000241	638.69560873459	0	0.0	0
Oahu	2030	519.00444215855	180.0	102.8	541.726	73.0	820.8267895508	638.69560873459	0	0.0	0
Oahu	2035	597.85993566595	180.0	52.9	407.42600000000004	73.0	1159.3156267687998	638.69560873459	0	0.0	0
Oahu	2040	847.2009414982	180.0	0.0	407.42600000000004	73.0	1483.6212152861	617.2270646674	0	0.0	0
Oahu	2045	1572.3943089366	180.0	0.0	150.586	73.0	2862.1167211740994	681.5	0	0.0	0
