load_zone	timestamp	ZoneTotalCentralDispatch	ZoneTotalDistributedDispatch	UnservedLoad	zone_demand_mw	StorageNetCharge	ChargeEVs	ShiftDemand
Oahu	2020-01-23-00:00	570.802	0	0	532.599	32.3646	5.83845	0
Oahu	2020-01-23-02:00	517.443	0	0	482.673	32.3646	2.40525	0
Oahu	2020-01-23-04:00	574.249	0	0	564.319	8.82671	1.10286	0
Oahu	2020-01-23-06:00	849.81	0	0	845.771	0	4.03911	0
Oahu	2020-01-23-08:00	934.02	0	0	918.921	0	15.0989	0
Oahu	2020-01-23-10:00	988.21	0	0	957.789	19.8247	10.5961	0
Oahu	2020-01-23-12:00	993.702	0	0	968.355	16.9533	8.39358	0
Oahu	2020-01-23-14:00	970.163	0	0	959.756	0	10.4074	0
Oahu	2020-01-23-16:00	965.3	0	0	952.049	0	13.2516	0
Oahu	2020-01-23-18:00	1073.23	0	0	1054.7	0	18.5269	0
Oahu	2020-01-23-20:00	942.902	0	0	926.331	0	16.5709	0
Oahu	2020-01-23-22:00	708.014	0	0	696.143	0	11.8707	0
Oahu	2020-02-23-00:00	610.939	0	0	572.736	32.3646	5.83845	0
Oahu	2020-02-23-02:00	536.837	0	0	502.067	32.3646	2.40525	0
Oahu	2020-02-23-04:00	528.074	0	0	518.145	8.82671	1.10286	0
Oahu	2020-02-23-06:00	651.629	0	0	647.59	0	4.03911	0
Oahu	2020-02-23-08:00	868.154	0	0	853.055	0	15.0989	0
Oahu	2020-02-23-10:00	948.522	0	0	937.926	0	10.5961	0
Oahu	2020-02-23-12:00	981.921	0	0	941.162	32.3646	8.39358	0
Oahu	2020-02-23-14:00	946.733	0	0	936.325	0	10.4074	0
Oahu	2020-02-23-16:00	965.449	0	0	952.197	0	13.2516	0
Oahu	2020-02-23-18:00	1029.61	0	0	1011.09	0	18.5269	0
Oahu	2020-02-23-20:00	940.1	0	0	923.53	0	16.5709	0
Oahu	2020-02-23-22:00	772.199	0	0	760.328	0	11.8707	0
Oahu	2020-03-23-00:00	574.675	0	0	568.836	0	5.83845	0
Oahu	2020-03-23-02:00	538.209	0	0	503.439	32.3646	2.40525	0
Oahu	2020-03-23-04:00	517.647	0	0	516.544	0	1.10286	0
Oahu	2020-03-23-06:00	617.298	0	0	609.133	4.12515	4.03911	0
Oahu	2020-03-23-08:00	810.819	0	0	795.72	0	15.0989	0
Oahu	2020-03-23-10:00	896.839	0	0	853.878	32.3646	10.5961	0
Oahu	2020-03-23-12:00	870.528	0	0	862.135	0	8.39358	0
Oahu	2020-03-23-14:00	873.15	0	0	858.041	4.70156	10.4074	0
Oahu	2020-03-23-16:00	887.107	0	0	873.856	0	13.2516	0
Oahu	2020-03-23-18:00	945.853	0	0	927.326	0	18.5269	0
Oahu	2020-03-23-20:00	900.992	0	0	884.422	0	16.5709	0
Oahu	2020-03-23-22:00	722.856	0	0	710.986	0	11.8707	0
Oahu	2020-04-23-00:00	548.911	0	0	543.073	0	5.83845	0
Oahu	2020-04-23-02:00	495.301	0	0	492.896	0	2.40525	0
Oahu	2020-04-23-04:00	593.714	0	0	560.775	31.8368	1.10286	0
Oahu	2020-04-23-06:00	824.641	0	0	820.602	0	4.03911	0
Oahu	2020-04-23-08:00	977.107	0	0	962.009	0	15.0989	0
Oahu	2020-04-23-10:00	1039.55	0	0	1028.95	0	10.5961	0
Oahu	2020-04-23-12:00	1088.88	0	0	1052.35	28.1447	8.39358	0
Oahu	2020-04-23-14:00	1067.68	0	0	1057.27	0	10.4074	0
Oahu	2020-04-23-16:00	1057.62	0	0	1044.36	0	13.2516	0
Oahu	2020-04-23-18:00	1064.27	0	0	1045.75	0	18.5269	0
Oahu	2020-04-23-20:00	998.019	0	0	981.448	0	16.5709	0
Oahu	2020-04-23-22:00	745.441	0	0	733.57	0	11.8707	0
Oahu	2020-05-23-00:00	653.431	0	0	615.228	32.3646	5.83845	0
Oahu	2020-05-23-02:00	596.676	0	0	561.907	32.3646	2.40525	0
