gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Kahe_5,multiple,2040,91.07989047873292,880954.2502568207,77680.54390475302,134.3,4340868.4894205015,1323973.809599773,71.86873540219652,0.07741807722669287,0.0,0.0
Kahe_5,multiple,2045,17.412190215112744,168416.35289257974,0.0,134.3,4340868.4894205015,1323973.809599773,335.01004640128116,0.014800394243713167,0.0,0.0
Kahe_6,multiple,2020,0.0,0.0,0.0,134.4,4377824.813960363,1324959.6426672337,0.0,0.0,0.0,0.0
Kahe_6,multiple,2025,0.0,0.0,0.0,134.4,4377824.813960363,1324959.6426672337,0.0,0.0,0.0,0.0
Kahe_6,multiple,2030,61.56113624256701,595439.2823539008,49580.4233785165,134.4,4377824.813960363,1324959.6426672337,102.308438787823,0.05228814708578547,0.0,0.0
Kahe_6,multiple,2035,0.0,0.0,0.0,134.4,4377824.813960363,1324959.6426672337,0.0,0.0,0.0,0.0
Kahe_6,multiple,2040,21.05291884456671,203630.66137814018,16685.11846020545,134.4,4377824.813960363,1324959.6426672337,280.5508899555774,0.017881705639614855,0.0,0.0
Kahe_6,multiple,2045,10.876291553517866,105199.02056032006,0.0,134.4,4377824.813960363,1324959.6426672337,534.004025968701,0.009237989537057876,0.0,0.0
Kalaeloa_CC1,multiple,2020,660.0498842812747,491093.58648914355,456612.52892085747,90.0,3530704.5078832787,3816848.027225354,11.875838945314328,0.8372017811786843,0.0,0.0
Kalaeloa_CC1,multiple,2025,752.1481732756224,559617.011958716,511843.8105921792,90.0,3530704.5078832787,3816848.027225354,10.512781693840253,0.9540184846215405,0.0,0.0
Kalaeloa_CC1,multiple,2030,601.3613480055021,447427.85083516175,416618.38667646307,90.0,3530704.5078832787,3816848.027225354,12.96222381401286,0.7627617300932296,0.0,0.0
Kalaeloa_CC1,multiple,2035,620.5652682255848,461716.04674296186,431268.3304237622,90.0,3530704.5078832787,3816848.027225354,12.584121254773171,0.7871198227112948,0.0,0.0
Kalaeloa_CC1,multiple,2040,544.0601857513484,404794.35607736727,374115.51421872224,90.0,3530704.5078832787,3816848.027225354,14.249061214578662,0.6900814126729432,0.0,0.0
Kalaeloa_CC1,multiple,2045,41.20935350756533,30660.78745391481,0.0,90.0,3530704.5078832787,3816848.027225354,179.0422002424288,0.05226960110041265,0.0,0.0
Kalaeloa_CC2,multiple,2020,601.0641258472283,447206.7101317593,417783.94633216807,90.0,3540259.892355063,3816848.027225354,12.984163076962254,0.7623847359807564,0.0,0.0
Kalaeloa_CC2,multiple,2025,683.231353856755,508341.1783833652,467860.3049572429,90.0,3540259.892355063,3816848.027225354,11.512131364528736,0.8666049643033422,0.0,0.0
Kalaeloa_CC2,multiple,2030,490.2949105914719,364791.6495613432,335417.6371976921,90.0,3540259.892355063,3816848.027225354,15.749499744605494,0.6218859850221612,0.0,0.0
Kalaeloa_CC2,multiple,2035,398.2350825309491,296296.8399863897,274024.81450685253,90.0,3540259.892355063,3816848.027225354,19.218308720884774,0.5051180651077487,0.0,0.0
Kalaeloa_CC2,multiple,2040,466.84353507565334,347343.24091158237,324117.2997390126,90.0,3540259.892355063,3816848.027225354,16.50328339503185,0.592140455448571,0.0,0.0
Kalaeloa_CC2,multiple,2045,27.65364511691884,20575.002107232307,0.0,90.0,3540259.892355063,3816848.027225354,266.7888045317357,0.03507565337001375,0.0,0.0
Kalaeloa_CC3,multiple,2020,85.78072385934811,63822.99934435004,58519.54449678883,28.0,1101414.1887326862,1187463.8306923325,27.426919626220645,0.3497257169738589,0.0,0.0
Kalaeloa_CC3,multiple,2025,139.9474903920833,104124.42546163008,95443.93339409899,28.0,1101414.1887326862,1187463.8306923325,17.09928801282755,0.5705621754406527,0.0,0.0
Kalaeloa_CC3,multiple,2030,82.81025299892983,61612.89489142256,56473.023009714045,28.0,1101414.1887326862,1187463.8306923325,28.384056674078963,0.337615186721012,0.0,0.0
Kalaeloa_CC3,multiple,2035,72.17162969071913,53697.49364652243,49216.45621915029,28.0,1101414.1887326862,1187463.8306923325,32.4583984470117,0.29424180402282746,0.0,0.0
Kalaeloa_CC3,multiple,2040,68.7358957118335,51141.22182208175,46874.28543042243,28.0,1101414.1887326862,1187463.8306923325,34.04362767101098,0.2802344084794256,0.0,0.0
Kalaeloa_CC3,multiple,2045,8.603356258596975,6401.111766694494,0.0,28.0,1101414.1887326862,1187463.8306923325,266.7888045317357,0.035075653370013754,0.0,0.0
OffshoreWind,WND,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OffshoreWind,WND,2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OnshoreWind,WND,2020,1418.4356165802396,0.0,0.0,480.00993897453685,97111319.24135531,20204841.852302775,82.70813262324876,0.33733025275426565,0.0,0.0
OnshoreWind,WND,2025,1896.9776779716883,0.0,0.0,668.7919887516855,123696699.19523638,27522187.179865856,79.71569098102964,0.32379269919631115,0.0,0.0
OnshoreWind,WND,2030,1836.8369852424412,0.0,0.0,668.7919887516855,123696699.19523638,27522187.179865856,82.325697702098,0.31352736109746737,0.0,0.0
OnshoreWind,WND,2035,1881.3232678249929,0.0,0.0,668.7919887516855,123696699.19523638,27522187.179865856,80.37900182350221,0.32112066790433286,0.0,0.0
OnshoreWind,WND,2040,1856.9434758047194,0.0,0.0,668.7919887516855,123696699.19523638,27522187.179865856,81.43429692148842,0.3169593123144613,0.0,0.0
OnshoreWind,WND,2045,1703.5349290230988,0.0,0.0,629.0782272900534,93242064.04723623,24679269.02835996,69.22155282323376,0.30913080315744934,0.0,0.0
SlopedDistPV,SUN,2020,510.94702488804734,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,253.34562344732706,0.19230888871125656,0.0,0.0
SlopedDistPV,SUN,2025,507.1399715253813,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,255.24746586128794,0.19087600004417962,0.0,0.0
SlopedDistPV,SUN,2030,463.3575227519279,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,279.3656867811816,0.17439727787033943,0.0,0.0
SlopedDistPV,SUN,2035,433.6601327918404,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,298.49687066104894,0.16321985284843898,0.0,0.0
SlopedDistPV,SUN,2040,460.0681787883059,0.0,0.0,303.30000000000007,128392837.89632866,1053354.6724906347,281.3630642956991,0.17315924329645807,0.0,0.0
SlopedDistPV,SUN,2045,152.66847391695515,0.0,0.0,113.69000000000001,43994875.57648404,1053354.6724906347,295.07225095784287,0.1532932358288994,0.0,0.0
Tesoro_Hawaii,multiple,2020,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Tesoro_Hawaii,multiple,2025,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Tesoro_Hawaii,multiple,2030,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Tesoro_Hawaii,multiple,2035,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Tesoro_Hawaii,multiple,2040,153.47899999999998,8473122.221564023,56136.06283000001,20.0,639774.5951997838,349691.72958984727,61.65396273336192,0.8760216894977167,0.0,0.0
Waiau_10,multiple,2020,8.47118137939976,1575.6925894848987,9069.247842004088,49.9,1602055.313167473,872480.8653266688,292.2982946752908,0.019379355467555565,0.0,0.0
Waiau_10,multiple,2025,1.014007182690691,188.6116625168276,2450.0430764440325,49.9,1602055.313167473,872480.8653266688,2440.539704649745,0.0023197243406692172,0.0,0.0
Waiau_10,multiple,2030,4.242133425034392,789.0632843357334,6528.1554413403055,49.9,1602055.313167473,872480.8653266688,583.509520745074,0.00970464542105762,0.0,0.0
Waiau_10,multiple,2035,1.8707881705639617,347.978271840818,3922.0566959361768,49.9,1602055.313167473,872480.8653266688,1322.9098813576054,0.004279765399666826,0.0,0.0
Waiau_10,multiple,2040,3.561536451169186,662.4680008545953,4918.687675768912,49.9,1602055.313167473,872480.8653266688,694.9805738145499,0.008147657074809862,0.0,0.0
Waiau_10,multiple,2045,0.0,0.0,0.0,49.9,1602055.313167473,872480.8653266688,0.0,0.0,0.0,0.0
Waiau_3,multiple,2020,3.1796671251719393,30754.772031441673,4266.243864030262,46.6,1500413.0854966915,459398.2094367046,626.0297033002153,0.007789178094861395,0.0,0.0
Waiau_4,multiple,2020,4.619785419532305,44684.063399941966,5428.602349252057,46.6,1503683.4141636852,459398.2094367046,434.60150302902866,0.011317012119888259,0.0,0.0
Waiau_5,multiple,2020,42.78167374357871,413798.22834005905,44805.37709589966,54.5,1768659.4682183992,537279.021766103,63.57247111522322,0.08961014147622368,0.0,0.0
Waiau_5,multiple,2025,55.673810322165835,538495.1559944646,57640.08391978514,54.5,1768659.4682183992,537279.021766103,51.091053935758566,0.11661390457493578,0.0,0.0
Waiau_6,multiple,2020,31.966025881923567,309185.7732423995,34310.34814566278,53.5,1740377.6417710278,527420.6910914956,80.61634297687843,0.06820728434669818,0.0,0.0
Waiau_6,multiple,2025,41.13480675049801,397869.1964809256,43828.31132447864,53.5,1740377.6417710278,527420.6910914956,64.80321022320535,0.08777110645350149,0.0,0.0
Waiau_7,multiple,2020,0.0,0.0,0.0,82.9,2693442.824291696,817255.612924953,0.0,0.0,0.0,0.0
Waiau_7,multiple,2025,0.0,0.0,0.0,82.9,2693442.824291696,817255.612924953,0.0,0.0,0.0,0.0
Waiau_7,multiple,2030,0.0,0.0,0.0,82.9,2693442.824291696,817255.612924953,0.0,0.0,0.0,0.0
Waiau_8,multiple,2020,61.50289274065642,594875.932307164,56866.20789335856,86.1,2804544.021443357,848802.2710836965,69.07353517090645,0.0815433004267317,0.0,0.0
Waiau_8,multiple,2025,32.786921701211426,317125.74393426755,33180.32442528509,86.1,2804544.021443357,848802.2710836965,121.0992624633809,0.043470374924044236,0.0,0.0
Waiau_8,multiple,2030,18.539939005025804,179324.3050703206,18189.435343154924,86.1,2804544.021443357,848802.2710836965,206.72509205981822,0.024581084706942927,0.0,0.0
Waiau_9,multiple,2020,0.953819807427785,177.41643520025383,3066.54205562586,52.9,1698371.2638589044,924934.6247651459,2750.5020179169196,0.002058289974682534,0.0,0.0
Waiau_9,multiple,2025,0.8364477441564577,155.5844991306371,1600.3749742536029,52.9,1698371.2638589044,924934.6247651459,3136.4320024186254,0.001805007604933185,0.0,0.0
Waiau_9,multiple,2030,4.5239917469050885,841.49069075821,8203.059209089133,52.9,1698371.2638589044,924934.6247651459,580.0513188623775,0.009762522004352767,0.0,0.0
Waiau_9,multiple,2035,2.547469050894086,473.8451374913614,6407.697704215902,52.9,1698371.2638589044,924934.6247651459,1029.955489681287,0.005497296205673852,0.0,0.0
Waiau_9,multiple,2040,1.599573590096286,297.53066772713385,5222.479805777168,52.9,1698371.2638589044,924934.6247651459,1640.1892576470023,0.0034517906407719526,0.0,0.0
Waiau_9,multiple,2045,0.0,0.0,0.0,52.9,1698371.2638589044,924934.6247651459,0.0,0.0,0.0,0.0
