load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,fuel cells
Oahu,2020,283.84789168888227,8.0,180.0,151.64000000000001,1101.386,73.0,859.6999999999999,483.3153972665767,0,0
Oahu,2025,359.6941301650093,8.0,0.0,151.64000000000001,1054.786,73.0,946.3058370898492,666.006882170401,0,0
Oahu,2030,762.1271895429013,8.0,0.0,151.64000000000001,865.486,73.0,1953.7095723140837,666.006882170401,0,0
Oahu,2035,839.7932767158557,8.0,0.0,151.64000000000001,696.486,73.0,2155.4294510451905,666.006882170401,0,0
Oahu,2040,1034.0209535550857,8.0,0.0,151.64000000000001,659.486,73.0,2567.627117218975,666.006882170401,0,0
Oahu,2045,1481.20606237117,0.0,0.0,48.84,627.2860000000001,73.0,4381.377073138074,631.3484192784931,0,0
