load_zone	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	Battery_4	Battery_6	Battery_Conting	Battery_Reg	CentralTrackingPV	FlatDistPV	H-Power	OffshoreWind	OnshoreWind	SlopedDistPV	curtail_MSW	curtail_SUN	curtail_WND	curtail_Battery	ZoneTotalCentralDispatch	ZoneTotalDistributedDispatch	UnservedLoad	zone_demand_mw	StorageNetCharge	ChargeEVs	ShiftDemand	spinning_reserve_provision	spinning_reserve_requirement	marginal_cost	peak_day
Oahu	2020	2020-01-23-00:00	0.0	125.82880467699998	0.0	0.0	75.0	0.0	42.8	0.0	327.1727815295499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	327.1727815295499	0.0	0.0	0.0	4.106581741325499e-11	317.1710008692	570.8015862065499	0.0	0.0	532.598516655165	32.3646154662	5.83845408484	0.0	418.7068116589	317.0680198643377	0.0	typical
Oahu	2020	2020-01-23-02:00	0.0	67.0	0.0	0.0	75.0	0.0	42.8	0.0	332.64286438389996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	332.64286438389996	0.0	0.0	0.0	12.932748815969632	317.1710008692	517.4428643839	0.0	0.0	482.672997960525	32.3646154662	2.40525095753	0.0	490.4683651511	317.0680198643377	0.0	typical
Oahu	2020	2020-01-23-04:00	0.0	108.588882851	0.0	0.0	75.0	0.0	42.8	0.0	347.86010225424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.8	0.0	347.86010225424	0.0	0.0	0.0	-3.842615114990622e-11	317.1710008692	574.24898510524	0.0	0.0	564.31941113329	8.82671330897	1.10286066272	0.0	412.4088313274	317.0680198643377	0.0	typical
Oahu	2020	2020-01-23-06:00	0.0	180.0	0.0	0.0	160.85566653159998	0.0	42.8	0.0	433.78981510661	32.3646154662	32.3646154662	0.0	0.0	0.0	0.0	0.0	42.8	0.0	433.78981510661	0.0	0.0	0.0	3.6862957131234e-11	284.806385403	849.81009710441	0.0	0.0	845.770985082045	0.0	4.03911202243	0.0	392.5367188714	317.0680198643377	0.0	typical
Oahu	2020	2020-01-23-08:00	0.0	171.315167963	0.0	0.0	159.828572	0.0	42.8	118.66986645170898	441.40649657936	0.0	0.0	0.0	0.0	0.0	5.895595204593	48.248802695159995	42.8	0.0	441.40649657936	64.525468551956	0.0	-6.284395226430206e-11	1.8992807326867478e-11	317.1710008692	934.0201029940689	0.0	0.0	918.921213664957	0.0	15.0988893287	0.0	475.31326090658	402.5563280325706	0.0	typical
Oahu	2020	2020-01-23-10:00	0.0	155.5	0.0	0.0	104.7333144	0.0	42.8	310.79593773378997	374.38050195094	0.0	0.0	0.0	0.0	0.0	33.5166096575	120.60785954919999	42.8	0.0	374.38050195094	156.67146852708998	0.0	-1.3102408047416247e-10	-2.816591404553037e-11	317.1710008692	988.20975408473	0.0	0.0	957.789031729327	19.8246558263	10.5960665289	0.0	469.0023422956	421.7526922479427	0.0	typical
Oahu	2020	2020-01-23-12:00	0.0	128.676443723	0.0	0.0	102.0	0.0	42.8	380.58438023957	339.641104926573	0.0	0.0	0.0	0.0	0.0	28.80663852467	153.8967298841	42.8	0.0	339.641104926573	197.8810118308	0.0	9.535483513900544e-12	-1.4196643860486802e-11	317.1710008692	993.7019288891429	0.0	0.0	968.355032392165	16.9533162944	8.39358020309	0.0	487.54787344010003	421.7526922479427	0.0	typical
Oahu	2020	2020-01-23-14:00	0.0	157.30437484	0.0	0.0	118.3998864	0.0	42.8	319.66201626118	331.996962213155	0.0	0.0	0.0	0.0	0.0	17.96005841018	134.1048420519	42.8	0.0	331.996962213155	167.5971157991	0.0	-1.523758896837535e-11	9.64917035162216e-12	317.1710008692	970.163239714335	0.0	0.0	959.755831599058	0.0	10.4074081149	0.0	474.4067396296	421.7526922479427	0.0	typical
Oahu	2020	2020-01-23-16:00	0.0	180.0	0.0	0.0	216.871253039	0.0	42.8	126.76387294816999	398.86511140429	0.0	0.0	0.0	0.0	0.0	18.39468782591	49.0731999714	42.8	0.0	398.86511140429	59.29598515086	0.0	-5.292832838676986e-11	2.9032776183157694e-11	317.1710008692	965.3002373914596	0.0	0.0	952.048600370719	0.0	13.2516370207	0.0	454.9857478302	409.5284226653764	0.0	typical
Oahu	2020	2020-01-23-18:00	0.0	180.0	30.10639016459567	0.0	369.71708917060437	0.0	42.8	0.0	418.24016626727996	32.3646154662	32.3646154662	0.0	0.0	0.0	0.0	0.0	42.8	0.0	418.24016626727996	0.0	0.0	0.0	3.269207127232221e-11	284.806385403	1073.22826106868	0.0	0.0	1054.70131555882	0.0	18.52694551	0.0	378.50890606775	317.0680198643377	0.0	typical
Oahu	2020	2020-01-23-20:00	0.0	180.0	0.0	0.0	339.458599848	0.0	42.8	0.0	348.27884607744994	32.3646154662	32.3646154662	0.0	0.0	0.0	0.0	0.0	42.8	0.0	348.27884607744994	0.0	0.0	0.0	5.043077067057311e-11	284.806385403	942.90206139165	0.0	0.0	926.331121705041	0.0	16.5709396866	0.0	390.03378555509994	317.0680198643377	0.0	typical
