load_zone,period,Battery,Biodiesel,Biodiesel/Coal/Diesel/LNG/LSFO,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,fuel cells
Oahu,2020,285.56319453714957,8.0,180.0,151.64000000000001,983.7860000000001,73.0,859.6999999999999,480.00993897453685,0,0
Oahu,2025,359.69413016500914,8.0,0.0,151.64000000000001,1054.786,73.0,953.0791533622572,668.7919887516855,0,0
Oahu,2030,731.6587232035604,8.0,0.0,264.64,916.986,73.0,1946.2027699525129,668.7919887516855,0,0
Oahu,2035,834.3252327328561,0.0,0.0,151.64000000000001,830.886,73.0,2187.192480005205,668.7919887516855,0,0
Oahu,2040,993.9734565949552,0.0,0.0,151.64000000000001,659.486,73.0,2565.978549473024,668.7919887516855,0,0
Oahu,2045,1481.9195464598279,0.0,0.0,48.84,627.2860000000001,73.0,4381.701066039,629.0782272900534,0,0
