scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035,cost_per_kwh_2040,cost_per_kwh_2045,renewable_share_all_years,renewable_share_2020,renewable_share_2025,renewable_share_2030,renewable_share_2035,renewable_share_2040,renewable_share_2045,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2025,biofuel_share_2030,biofuel_share_2035,biofuel_share_2040,biofuel_share_2045
battery_bulk_and_reg_long,0.0,17129913349.084145,0.12798544143895568,0.12599828821733133,0.12714718722335638,0.1324200295390919,0.13366247976993775,0.12307973267122638,0.1256022498100792,0.6789187480081288,0.47068574219257453,0.5701991460018524,0.5814227307539256,0.6586017985347189,0.7284855881800919,1.0000000000000009,0.007168919213116266,0.0,0.0,0.0,0.0,0.0,0.0382333718030481
