scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035,cost_per_kwh_2040,cost_per_kwh_2045,renewable_share_all_years,renewable_share_2020,renewable_share_2025,renewable_share_2030,renewable_share_2035,renewable_share_2040,renewable_share_2045,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2025,biofuel_share_2030,biofuel_share_2035,biofuel_share_2040,biofuel_share_2045
battery_bulk_and_reg,0.0,19185011328.68285,0.12730772724150174,0.12802783995064676,0.1340498255421459,0.1286589403695019,0.12755160526457285,0.12648740953956344,0.11471838690003515,0.7071547064507545,0.42670213720877637,0.49264773392051403,0.7082528495820757,0.7410667329771206,0.7785619977170726,0.9999999999999971,0.009379833787135151,0.00015373703384106426,3.485022500261888e-05,0.00011909697152419712,0.0,0.0,0.048823168390776474
