load_zone	period	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	UnservedLoad
Oahu	2020	0.0	1484.8175728732892	16.711559152689613	0.0	2654.676989093126	0.0	375.1848000000005	1006.1744214590733	2036.585723580008	62.26448034742756	0.0
Oahu	2025	0.0	1444.0058980847434	25.5108654351171	0.0	1828.895050309696	0.0	375.1848000000005	1738.3537718742236	2047.061232089776	271.721996205263	0.0
Oahu	2030	0.0	1447.5557287943695	9.547755557404537	0.0	1624.8790769915724	0.0	375.1848000000005	1881.8731845787338	2048.2076611303287	427.74088130825646	0.0
Oahu	2035	0.0	1386.7344166807788	5.8573420038092845	0.0	1212.671865164645	0.0	375.1848000000005	2779.9403833262086	2031.3332034060468	933.5274022113376	0.0
Oahu	2040	0.0	1278.4605749125435	0.0	0.0	926.3058439052895	0.0	375.1848000000005	3788.9354304605595	1957.0845837842153	1572.421496759701	0.0
Oahu	2045	17.327947	0.0	0.0	0.0	0.0	321.39260044814984	375.1848000000005	6220.231325514014	1966.5340062066089	2914.531523038824	0.0
