balancing_area	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	TotalGenSpinningReservesUp	HawaiiVarGenUpSpinningReserveRequirement	MaximumContingencyUpRequirement	marginal_cost_contingency	marginal_cost_regulation	peak_day
system_wide_balancing_area	2020	2020-01-23-00:00	0	54.17119532339999	0	0	15.000000000000002	0	0.0	0.0	0.0	349.5356163355	418.7068116589	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-02:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	12.9327488156	349.5356163355	490.4683651511	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-04:00	0	71.4111171492	0	0	15.000000000000002	0	0.0	0.0	0.0	325.9977141782	412.4088313274	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-06:00	0	0.0	0	0	79.7303334684	0	0.0	0.0	0.0	284.806385403	392.5367188714	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-08:00	0	8.68483203738	0	0	121.45742800000001	0	0.0	0.0	0.0	317.1710008692	475.31326090658	222.55632803257063	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-10:00	0	24.5	0	0	79.5066856	0	0.0	0.0	0.0	336.99565669559996	469.0023422956	241.7526922479427	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-12:00	0	51.3235562765	0	0	74.10000000000001	0	0.0	0.0	0.0	334.1243171636	487.54787344010003	241.7526922479427	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-14:00	0	22.6956251604	0	0	106.5401136	0	0.0	0.0	0.0	317.1710008692	474.4067396296	241.7526922479427	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-16:00	0	0.0	0	0	109.814746961	0	0.0	0.0	0.0	317.1710008692	454.9857478302	229.5284226653764	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-18:00	0	0.0	0.0	0	65.70252066475	0	0.0	0.0	0.0	284.806385403	378.50890606775	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-20:00	0	0.0	0	0	77.2274001521	0	0.0	0.0	0.0	284.806385403	390.03378555509994	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-01-23-22:00	0	0.0	0	0	90.5352323885	0	0.0	0.0	0.0	317.1710008692	407.7062332577	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-00:00	0	0.0	0	0	50.840653532999994	0	0.0	0.0	0.0	349.5356163355	428.3762698685	135.5108458967233	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-02:00	0	2.48542566181	0	0	15.000000000000002	0	0.0	0.0	0.0	349.5356163355	367.02104199731	136.35563510908287	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-04:00	0	0.0	0	0	38.30272213387	0	0.0	0.0	0.0	325.9977141782	364.30043631207	96.93115597430625	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-06:00	0	0.0	0.0	0	11.879920392499999	0	0.0	0.0	0.0	288.69013925895	300.57005965145004	21.081826401331085	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-08:00	0	0.0	0	0	53.58812755292	0	0.0	0.0	0.0	317.1710008692	370.75912842212	120.55460712892817	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-10:00	0	0.0	0	0	67.19017259489999	0	0.0	0.0	0.0	317.1710008692	384.36117346410003	129.54423830460266	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-12:00	0	0.0	0	0	53.1408859485	0	0.0	0.0	0.0	349.5356163355	430.676502284	138.18093408856163	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-14:00	0	0.0	0	0	33.3812712623	0	0.0	0.0	0.0	317.1710008692	350.5522721315	115.15143003069801	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-16:00	0	0.0	0	0	103.06377873950001	0	0.0	0.0	0.0	292.33216811862	395.39594685811994	104.37283193347852	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-18:00	0	0.0	12.4769661438	0	8.0	0	0.0	0.0	0.0	284.80638540300004	305.2833515468	9.401208503000001	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-20:00	0	0.0	0	0	22.933626117699998	0	0.0	0.0	0.0	309.64521815335297	332.578844271053	48.47981248905033	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-02-23-22:00	0	0.0	0	0	6.11801022979	0	0.0	0.0	0.0	317.1710008692	323.28901109899	60.72570493704092	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-00:00	0	111.81213692	0	0	15.000000000000002	0	0.0	0.0	0.0	317.1710008692	443.9831377892	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-02:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	26.4407855463	349.5356163355	503.9764018818	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-04:00	0	66.7309191092	0	0	15.000000000000002	0	0.0	0.0	0.0	317.1710008692	398.9019199784	136.07330876820942	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-06:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	0.0	321.29615261979995	449.29615261979995	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-08:00	0	82.95012311840001	0	0	36.626742400000005	0	0.0	0.0	0.0	317.1710008692	464.7478663876	234.2473065583488	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-10:00	0	94.90798471859999	0	0	15.000000000000002	0	0.0	0.0	0.0	349.5356163355	487.4436010541	241.7526922479427	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-12:00	0	78.5515818661	0	0	42.033428	0	0.0	0.0	0.0	317.1710008692	465.7560107353	241.7526922479427	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-14:00	0	87.9684825131	0	0	25.813371200000002	0	0.0	0.0	0.0	321.8725624277	463.6544161408	241.7526922479427	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-16:00	0	28.6532478719	0	0	94.424	0	0.0	0.0	0.0	317.1710008692	468.2482487411	236.6149034421933	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-18:00	0	0.0	0	0	95.64011359999999	0	0.0	0.0	0.0	285.83137540473	409.47148900472996	146.78783078701875	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-20:00	0	0.0	0	0	84.8267424	0	0.0	0.0	0.0	288.43428150984	401.26102390984	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-22:00	0	0.0	0	0	29.648688820099995	0	0.0	0.0	0.0	312.5181147607	370.1668035808	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-00:00	0	0.0	0	0	79.8033864244	0	0.0	0.0	0.0	317.1710008692	396.9743872936	89.59914749295807	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-02:00	0	0.0	0	0	87.8413960927	0	0.0	0.0	0.0	317.1710008692	405.0123969619	49.942607300235906	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-04:00	0	0.0	0	0	129.39999999999998	0	0.0	0.0	0.0	349.0077720815	478.4077720815	38.99693752719943	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-06:00	0	0.0	0.0	0	92.8566932917	0	0.0	0.0	0.0	317.1710008692	410.0276941609	114.18353335773867	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-08:00	0	0.0	0	0	84.47663759289999	0	0.0	0.0	0.0	317.1710008692	401.64763846209996	130.50536041286722	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-10:00	0	0.0	0	0	121.2369610394	0	0.0	0.0	0.0	317.1710008692	438.4079619086	124.27559900052415	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-12:00	0	0.0	0	0	129.39999999999998	0	0.0	0.0	0.0	345.31573934569997	502.7157393457	129.48755148253704	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-14:00	0	0.0	0	0	119.08689786909	0	0.0	0.0	0.0	317.1710008692	436.25789873829	121.06151661461945	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-16:00	0	0.0	0.10217643523920653	0	48.89782356476079	0	0.0	0.0	0.0	313.1452606758	362.1452606758	106.13970491166543	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-18:00	0	0.0	0	0	33.5721002982	0	0.0	0.0	0.0	284.806385403	318.37848570119996	21.756130283742884	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-20:00	0	0.0	0	0	62.16972872549999	0	0.0	0.0	0.0	300.7776280028	362.9473567283	0.0694361125	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-22:00	0	0.0	0	0	60.097758931099996	0	0.0	0.0	0.0	317.1710008692	377.26875980029996	3.752468113775042	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-00:00	0	0.0	0	0	155.9286816907	0	0.0	0.0	0.0	349.5356163355	505.46429802619997	35.574150798708786	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-02:00	0	0.0	0	0	187.25891741477997	0	0.0	0.0	0.0	349.5356163355	536.7945337502799	10.149410319714221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-04:00	0	0.0	0	0	127.28593905029999	0	0.0	0.0	0.0	325.9977141782	453.2836532285	4.832822271834831	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-06:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	284.806385403	284.806385403	51.37481640585159	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-08:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	302.1587177396	302.1587177396	102.11241858736285	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-10:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	327.8726011511	327.87260115109996	106.22541445874927	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-12:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	310.60178327209996	310.60178327209996	112.29656296022995	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-14:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	326.5004637659	326.5004637659	123.93966363935309	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-16:00	0	0.0	0	0	39.2194240271	0	0.0	0.0	0.0	317.1710008692	356.3904248963	125.52643540662726	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-18:00	0	0.0	0	0	8.0	0	0.0	0.0	0.0	304.2620466915	312.2620466915	73.9299036520214	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-20:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.6695047105	301.6695047105	98.98145129456546	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-05-23-22:00	0	0.0	0	0	102.4287220259	0	0.0	0.0	0.0	317.1710008692	419.59972289509994	108.18090754829863	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-00:00	0	0.0	0	0	22.2266735978	0	0.0	0.0	0.0	349.5356163355	399.7622899333	124.07086489767424	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-02:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	303.19327361	331.19327361	133.07674411968688	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-04:00	0	1.48137668119	0	0	15.000000000000002	0	0.0	0.0	0.0	349.5356163355	394.01699301669	137.0680198643377	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-06:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	320.10002797699997	427.700027977	161.04192575471595	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-08:00	0	0.0	0	0	112.04011359999998	0	0.0	0.0	0.0	290.23054013856	430.27065373856	235.75976776880123	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-10:00	0	0.0	0	0	94.32412315709999	0	0.0	0.0	0.0	306.31742949569997	428.6415526528	230.2225172342994	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-06-23-12:00	0	0.0	0	0	111.0751931934	0	0.0	0.0	0.0	349.5356163355	488.61080952889995	241.37739014769986	180.0	0.0	0.0	typical
