load_zone,period,AES,Airport_DSG,Battery_Bulk,Battery_Conting,Battery_Reg,CC_152,CIP_CT,CentralTrackingPV,DistBattery,FlatDistPV,H-Power,Hawaii_Cogen,IC_Barge,IC_MCBH,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OffshoreWind,OnshoreWind,SlopedDistPV,Tesoro_Hawaii,Waiau_10,Waiau_3,Waiau_4,Waiau_5,Waiau_6,Waiau_7,Waiau_8,Waiau_9,hydro,fuel cells
Oahu,2020,180.0,8.0,245.7508916888823,0.0,0.0,150.586,0.0,185.7,38.097,370.70000000000005,73.0,12.2,0.0,0.0,48.84,82.1,82.1,86.1,85.3,134.3,0.0,90.0,90.0,28.0,0.0,483.3153972665767,303.3,20.0,49.9,0.0,46.6,54.5,53.5,0.0,86.1,52.9,0,0
Oahu,2025,0.0,8.0,260.8835001405592,0.0,0.0,150.586,0.0,272.3058370898492,98.81063002445012,370.70000000000005,73.0,12.2,0.0,0.0,48.84,82.1,82.1,86.1,85.3,134.3,0.0,90.0,90.0,28.0,0.0,666.006882170401,303.3,20.0,49.9,0.0,0.0,54.5,53.5,0.0,86.1,52.9,0,0
Oahu,2030,0.0,8.0,663.3165595184512,0.0,0.0,150.586,0.0,1279.709572314083,98.81063002445012,370.70000000000005,73.0,12.2,0.0,0.0,48.84,0.0,0.0,86.1,85.3,134.3,0.0,90.0,90.0,28.0,0.0,666.006882170401,303.3,20.0,49.9,0.0,0.0,0.0,0.0,82.9,86.1,52.9,0,0
Oahu,2035,0.0,8.0,558.0934655248739,0.0,0.0,150.586,0.0,1481.4294510451894,281.6998111909818,370.70000000000005,73.0,12.2,0.0,0.0,48.84,0.0,0.0,86.1,85.3,134.3,0.0,90.0,90.0,28.0,0.0,666.006882170401,303.3,20.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0,0
Oahu,2040,0.0,8.0,762.3144094762422,0.0,0.0,150.586,0.0,1893.6271172189747,271.70654407884354,370.70000000000005,73.0,12.2,0.0,0.0,48.84,0.0,0.0,0.0,0.0,134.3,134.4,90.0,90.0,28.0,0.0,666.006882170401,303.3,20.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0,0
Oahu,2045,0.0,0.0,363.41247011276175,0.0,0.0,150.586,0.0,3008.8368538051654,1117.7935922584081,1258.8502193329098,73.0,0.0,0.0,0.0,48.84,0.0,0.0,0.0,0.0,134.3,134.4,90.0,90.0,28.0,0.0,631.3484192784931,113.69000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
