BuildLocalTD_index_1,BuildLocalTD_index_2,BuildLocalTD
Central,2020,0.723864836325238
Central,2030,0.633579725448785
North,2020,0.835797254487857
North,2030,0.0
South,2020,1.0596620908131
South,2030,0.527983104540654
