LOAD_ZONE,PERIOD,ev_share,ice_miles_per_gallon,ev_miles_per_kwh,ev_extra_cost_per_vehicle_year,n_all_vehicles,vmt_per_vehicle
Oahu,2020,0.01449248327760497,21.0,3.2258064516129035,1000.0,643299.0,9011.0
Oahu,2025,0.0374880110182046,21.0,3.2258064516129035,866.6666666666666,643299.0,9011.0
Oahu,2030,0.08531180679590672,21.0,3.2258064516129035,733.3333333333333,643299.0,9011.0
Oahu,2035,0.16932561685934536,21.0,3.2258064516129035,600.0,643299.0,9011.0
Oahu,2040,0.30781487302172084,21.0,3.2258064516129035,466.66666666666663,643299.0,9011.0
Oahu,2045,0.5444482270297327,21.0,3.2258064516129035,333.33333333333326,643299.0,9011.0
