GENERATION_PROJECT,build_year,gen_overnight_cost,gen_storage_energy_overnight_cost,gen_fixed_om
Oahu_OnshoreWind_OnWind_405,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_405,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_405,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_405,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_405,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_406,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_406,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_406,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_406,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_406,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_406,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_407,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_407,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_407,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_407,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_407,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_407,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_408,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_408,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_408,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_408,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_408,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_408,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_409,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_409,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_409,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_409,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_409,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_409,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_410,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_410,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_410,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_410,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_410,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_410,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_501,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_501,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_501,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_501,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_501,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_501,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_502,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_502,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_502,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_502,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_502,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_502,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_503,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_503,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_503,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_503,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_503,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_503,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_504,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_504,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_504,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_504,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_504,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_504,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_505,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_505,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_505,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_505,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_505,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_505,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_506,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_506,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_506,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_506,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_506,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_506,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_507,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_507,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_507,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_507,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_507,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_507,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_508,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_508,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_508,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_508,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_508,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_508,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_509,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_509,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_509,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_509,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_509,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_509,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_Kahuku,2011,2190181.64362,.,0.0
Oahu_OnshoreWind_OnWind_Kahuku,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_Kahuku,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_Kahuku,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_Kahuku,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_Kahuku,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_Kahuku,2045,1986498.14189,.,27400.0
Oahu_OnshoreWind_OnWind_Kawailoa,2012,2190181.64362,.,0.0
Oahu_OnshoreWind_OnWind_Kawailoa,2020,2309475.44115,.,27400.0
Oahu_OnshoreWind_OnWind_Kawailoa,2025,2317920.03779,.,27400.0
Oahu_OnshoreWind_OnWind_Kawailoa,2030,2233664.86748,.,27400.0
Oahu_OnshoreWind_OnWind_Kawailoa,2035,2144407.82662,.,27400.0
Oahu_OnshoreWind_OnWind_Kawailoa,2040,2066733.99942,.,27400.0
Oahu_OnshoreWind_OnWind_Kawailoa,2045,1986498.14189,.,27400.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2016,3945000.0,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2016,3945000.0,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2016,3945000.0,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2016,3945000.0,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2016,3945000.0,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2016,3945000.0,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2016,3945000.0,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2045,1680387.77698,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2020,3128586.4886,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2025,2612915.42852,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2030,2284773.5948,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2035,2062009.89386,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2040,1861279.23001,.,0.0
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2045,1680387.77698,.,0.0
Oahu_Waiau_10,1973,530587.244468,.,0.0
Oahu_Waiau_6,1961,530587.244468,.,0.0
Oahu_Waiau_7,1966,530587.244468,.,0.0
Oahu_Waiau_8,1968,530587.244468,.,0.0
Oahu_Waiau_9,1973,530587.244468,.,0.0
