GENERATION_PROJECT,gen_load_zone,gen_tech,gen_connect_cost_per_mw,gen_capacity_limit_mw,gen_unit_size,gen_min_build_capacity,gen_max_age,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_is_variable,gen_is_baseload,gen_is_cogen,gen_variable_om,gen_energy_source,gen_full_load_heat_rate,gen_min_uptime,gen_min_downtime,gen_startup_fuel,gen_storage_efficiency,gen_storage_energy_to_power_ratio,gen_storage_max_cycles_per_year,gen_land_class,gen_land_area,gen_slope_class
Oahu_CentralTrackingPV_PV_15_X_17_20,Oahu,CentralTrackingPV,13487.190847934422,25.963085224488832,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,other,788017.2830368116,17_to_20
Oahu_CentralTrackingPV_PV_16_B_00_15,Oahu,CentralTrackingPV,18977.42712056906,80.43391811433582,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,B,2441286.043951358,00_to_15
Oahu_CentralTrackingPV_PV_16_B_15_17,Oahu,CentralTrackingPV,18865.681750502685,0.8866566401743511,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,B,26911.314681419808,15_to_17
Oahu_CentralTrackingPV_PV_16_B_17_20,Oahu,CentralTrackingPV,19038.321997564624,0.5000681997867048,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,B,15177.794962416181,17_to_20
Oahu_CentralTrackingPV_PV_16_C_00_15,Oahu,CentralTrackingPV,17726.201333595807,41.402244668250724,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,C,1256618.1589361785,00_to_15
Oahu_CentralTrackingPV_PV_16_C_15_17,Oahu,CentralTrackingPV,17478.715660140108,3.690790056195035,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,C,112020.8298511008,15_to_17
Oahu_CentralTrackingPV_PV_16_C_17_20,Oahu,CentralTrackingPV,16792.733163659934,3.218615435706515,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,C,97689.64546607451,17_to_20
Oahu_CentralTrackingPV_PV_16_X_00_15,Oahu,CentralTrackingPV,17880.21172705107,108.31668033857723,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,other,3287568.30746231,00_to_15
Oahu_CentralTrackingPV_PV_16_X_15_17,Oahu,CentralTrackingPV,17147.9387025448,20.052427677484896,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,other,608620.256031799,15_to_17
Oahu_CentralTrackingPV_PV_16_X_17_20,Oahu,CentralTrackingPV,16948.877349067072,18.99392238015637,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,other,576493.085425197,17_to_20
Oahu_CentralTrackingPV_PV_17_X_00_15,Oahu,CentralTrackingPV,22698.157949357006,7.2340026084218705,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,other,219562.468469386,00_to_15
Oahu_CentralTrackingPV_PV_17_X_15_17,Oahu,CentralTrackingPV,23561.986567338918,0.6685529552870818,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,other,20291.5515947481,15_to_17
Oahu_CentralTrackingPV_PV_17_X_17_20,Oahu,CentralTrackingPV,23604.309806825073,1.1131731245799459,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,other,33786.418432032,17_to_20
Oahu_CentralTrackingPV_PV_18_B_15_17,Oahu,CentralTrackingPV,14231.283615578246,0.3973876901606678,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,B,12061.292608527,15_to_17
Oahu_CentralTrackingPV_PV_18_B_17_20,Oahu,CentralTrackingPV,14218.01833021543,0.23317790083807857,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,B,7077.2873983919,17_to_20
Oahu_CentralTrackingPV_PV_18_X_15_17,Oahu,CentralTrackingPV,14088.908758058165,0.2011547624473358,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,other,6105.33871468219,15_to_17
Oahu_CentralTrackingPV_PV_18_X_17_20,Oahu,CentralTrackingPV,14086.380644645276,0.6164420139515147,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,other,18709.9089643487,17_to_20
Oahu_CIP_CT,Oahu,CIP_CT,0.0,113.0,113.0,.,61,0.0,0,0,0,0,4.085132921882496,multiple,.,1.0,1.0,1.1150442477876106,.,.,.,.,.,.
Oahu_FlatDistPV_Oahu_FlatDistPV_0,Oahu,FlatDistPV,0.0,1222.7494322171303,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,Oahu,FlatDistPV,0.0,79.46663624576775,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,Oahu,FlatDistPV,0.0,348.570195723825,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,Oahu,FlatDistPV,0.0,103.53722343515699,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_Hawaii_Cogen,Oahu,Hawaii_Cogen,0.0,12.2,12.2,.,63,0.13218616662923877,0,0,1,1,54.75601711314258,multiple,.,0.0,0.0,0.0,.,.,.,.,.,.
Oahu_H-Power,Oahu,H-Power,0.0,73.0,73.0,.,66,0.4136986301369864,0,0,1,1,144.8330705043208,MSW,.,0.0,0.0,.,.,.,.,.,.,.
Oahu_IC_Barge,Oahu,IC_Barge,160844.56981583653,1007.1835199999999,16.786392,.,30,0.02,0,0,0,0,20.960000000000004,multiple,.,.,.,.,.,.,.,.,.,.
Oahu_IC_MCBH,Oahu,IC_MCBH,498334.3991142014,274.91580000000005,9.163860000000001,.,30,0.02,0,0,0,0,20.960000000000004,multiple,.,.,.,.,.,.,.,.,.,.
Oahu_IC_Schofield,Oahu,IC_Schofield,309172.8091728091,48.84,8.14,.,30,0.02,0,0,0,0,20.960000000000004,multiple,.,.,.,.,.,.,.,.,.,.
Oahu_Kahe_1,Oahu,Kahe_1,0.0,82.1,82.1,.,66,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,6.0,11.364190012180268,.,.,.,.,.,.
Oahu_Kahe_2,Oahu,Kahe_2,0.0,82.1,82.1,.,65,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,6.0,11.364190012180268,.,.,.,.,.,.
Oahu_Kahe_3,Oahu,Kahe_3,0.0,86.1,86.1,.,67,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,6.0,10.83623693379791,.,.,.,.,.,.
Oahu_Kahe_4,Oahu,Kahe_4,0.0,85.3,85.3,.,65,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,6.0,10.93786635404455,.,.,.,.,.,.
Oahu_Kahe_5,Oahu,Kahe_5,0.0,134.3,134.3,.,72,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,6.0,10.067014147431124,.,.,.,.,.,.
Oahu_Kahe_6,Oahu,Kahe_6,0.0,134.4,134.4,.,65,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,6.0,20.111607142857142,.,.,.,.,.,.
Oahu_Kalaeloa_CC1,Oahu,Kalaeloa_CC1,0.0,90.0,90.0,.,66,0.0,0,0,0,0,0.744024956574143,multiple,.,3.0,5.0,8.88888888888889,.,.,.,.,.,.
Oahu_Kalaeloa_CC2,Oahu,Kalaeloa_CC2,0.0,90.0,90.0,.,64,0.0,0,0,0,0,0.744024956574143,multiple,.,3.0,5.0,8.88888888888889,.,.,.,.,.,.
Oahu_Kalaeloa_CC3,Oahu,Kalaeloa_CC3,0.0,28.0,28.0,.,64,0.0,0,0,0,0,0.744024956574143,multiple,.,1.0,3.0,0.0,.,.,.,.,.,.
Oahu_OffshoreWind_OffWind,Oahu,OffshoreWind,0.0,2400.0,.,200.0,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_101,Oahu,OnshoreWind,33578.12518262939,20.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_102,Oahu,OnshoreWind,14551.71307555027,305.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_103,Oahu,OnshoreWind,26543.181411064845,100.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_104,Oahu,OnshoreWind,14832.25522903034,27.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_105,Oahu,OnshoreWind,21657.720214158242,17.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_106,Oahu,OnshoreWind,13537.626812611541,60.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_107,Oahu,OnshoreWind,10687.867393218323,20.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_201,Oahu,OnshoreWind,17074.616775728733,37.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_202,Oahu,OnshoreWind,25483.128804283162,220.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_203,Oahu,OnshoreWind,13370.313156454491,50.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_204,Oahu,OnshoreWind,22744.25917906008,15.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_205,Oahu,OnshoreWind,24839.237101725164,20.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_206,Oahu,OnshoreWind,32097.705679952407,10.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_207,Oahu,OnshoreWind,13804.187212373588,120.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_208,Oahu,OnshoreWind,10400.866379535992,82.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_209,Oahu,OnshoreWind,10315.020906603213,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_301,Oahu,OnshoreWind,12534.289618084473,120.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_302,Oahu,OnshoreWind,24387.22596549673,52.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_303,Oahu,OnshoreWind,30628.18221534801,15.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_304,Oahu,OnshoreWind,31140.753665675198,57.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_305,Oahu,OnshoreWind,25226.652183224272,170.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_306,Oahu,OnshoreWind,22077.400328375967,27.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_307,Oahu,OnshoreWind,10546.760375966685,75.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_308,Oahu,OnshoreWind,16238.876897085069,32.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_309,Oahu,OnshoreWind,22590.82465199286,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_401,Oahu,OnshoreWind,25123.79225698989,212.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_402,Oahu,OnshoreWind,28652.713689470555,52.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_403,Oahu,OnshoreWind,33716.42975371803,47.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_404,Oahu,OnshoreWind,16750.946370017846,50.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_405,Oahu,OnshoreWind,9331.911161451517,45.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_406,Oahu,OnshoreWind,19212.62537061273,42.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_407,Oahu,OnshoreWind,23084.44249851279,12.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_408,Oahu,OnshoreWind,30602.397582391437,15.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_409,Oahu,OnshoreWind,26449.576157049378,50.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_410,Oahu,OnshoreWind,22583.256128494944,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_501,Oahu,OnshoreWind,32835.11355621654,242.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_502,Oahu,OnshoreWind,25573.355240928024,42.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_503,Oahu,OnshoreWind,19237.346503271863,117.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_504,Oahu,OnshoreWind,8548.29011969066,20.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_505,Oahu,OnshoreWind,27163.491778703155,42.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_506,Oahu,OnshoreWind,34665.882327186206,7.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_507,Oahu,OnshoreWind,20985.02474241523,10.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_508,Oahu,OnshoreWind,22529.91296609161,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_509,Oahu,OnshoreWind,20074.85768947055,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_Kahuku,Oahu,OnshoreWind,33330.04280300663,30.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_Kawailoa,Oahu,OnshoreWind,29348.477116648304,69.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,Oahu,SlopedDistPV,0.0,284.05345876211936,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,Oahu,SlopedDistPV,0.0,107.8226765022769,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,Oahu,SlopedDistPV,0.0,121.05398149918544,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,Oahu,SlopedDistPV,0.0,179.97102088730333,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,Oahu,SlopedDistPV,0.0,188.60111798880683,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,Oahu,SlopedDistPV,0.0,179.43152839535907,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,Oahu,SlopedDistPV,0.0,102.51703169744442,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,Oahu,SlopedDistPV,0.0,186.00113522054653,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,Oahu,SlopedDistPV,0.0,83.74953819252701,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,Oahu,SlopedDistPV,0.0,103.85248821333303,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,Oahu,SlopedDistPV,0.0,62.23344166298619,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,Oahu,SlopedDistPV,0.0,161.18030342963561,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,Oahu,SlopedDistPV,0.0,110.90586133721484,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,Oahu,SlopedDistPV,0.0,173.22679223864677,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,Oahu,SlopedDistPV,0.0,193.15539132590618,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,Oahu,SlopedDistPV,0.0,69.79014828617701,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.,.,.,.
Oahu_Tesoro_Hawaii,Oahu,Tesoro_Hawaii,0.0,20.0,20.0,.,55,0.12397831050228314,0,0,1,1,55.207046055577784,multiple,.,0.0,0.0,0.0,.,.,.,.,.,.
Oahu_Waiau_10,Oahu,Waiau_10,0.0,49.9,49.9,.,82,0.0,0,0,0,0,0.18600623914353576,multiple,.,1.0,1.0,0.6613226452905812,.,.,.,.,.,.
Oahu_Waiau_3,Oahu,Waiau_3,0.0,46.6,46.6,.,77,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,5.0,7.23175965665236,.,.,.,.,.,.
Oahu_Waiau_4,Oahu,Waiau_4,0.0,46.6,46.6,.,74,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,5.0,7.23175965665236,.,.,.,.,.,.
Oahu_Waiau_5,Oahu,Waiau_5,0.0,54.5,54.5,.,68,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,5.0,5.08256880733945,.,.,.,.,.,.
Oahu_Waiau_6,Oahu,Waiau_6,0.0,53.5,53.5,.,66,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,5.0,5.177570093457944,.,.,.,.,.,.
Oahu_Waiau_7,Oahu,Waiau_7,0.0,82.9,82.9,.,67,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,6.0,11.254523522316042,.,.,.,.,.,.
Oahu_Waiau_8,Oahu,Waiau_8,0.0,86.1,86.1,.,65,0.0,0,0,0,0,9.67232443546386,multiple,.,3.0,6.0,10.83623693379791,.,.,.,.,.,.
Oahu_Waiau_9,Oahu,Waiau_9,0.0,52.9,52.9,.,82,0.0,0,0,0,0,0.18600623914353576,multiple,.,1.0,1.0,0.6805293005671078,.,.,.,.,.,.
