generation_project,timestamp,DispatchEmissions_tCO2_per_typical_yr,DispatchGen_MW,Energy_GWh_typical_yr,VariableCost_per_yr,gen_dbid,gen_energy_source,gen_load_zone,gen_tech,period,tp_weight_in_year_hrs
S-Biomass_IGCC,2025011512,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,1095.7440000000001
S-Biomass_IGCC,2025011600,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,1095.7440000000001
S-Biomass_IGCC,2025011612,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,1095.7440000000001
S-Biomass_IGCC,2025061500,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,2191.5
S-Biomass_IGCC,2025061512,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2020,2191.5
S-Biomass_IGCC,2035011512,0.0,0.0,0.0,0.0,S-Biomass_IGCC,BioSolid,South,Biomass_IGCC,2030,8766.0
S-Biomass_IGCC_CCS,2035011512,-0.0,0.0,0.0,0.0,S-Biomass_IGCC_CCS,BioSolid,South,Biomass_IGCC_CCS,2030,8766.0
S-Residential_PV,2025011500,0.0,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,1095.7440000000001
S-Residential_PV,2025011512,0.0,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,1095.7440000000001
S-Residential_PV,2025011600,0.0,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,1095.7440000000001
S-Residential_PV,2025011612,0.0,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,1095.7440000000001
S-Residential_PV,2025061500,0.0,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,2191.5
S-Residential_PV,2025061512,0.0,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2020,2191.5
S-Residential_PV,2035011512,0.0,0.0,0.0,0.0,S-Residential_PV,Solar,South,Residential_PV,2030,8766.0
S-Commercial_PV,2025011500,0.0,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,1095.7440000000001
S-Commercial_PV,2025011512,0.0,7.25538959389231e-16,7.950049615169935e-16,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,1095.7440000000001
S-Commercial_PV,2025011600,0.0,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,1095.7440000000001
S-Commercial_PV,2025011612,0.0,9.50013626134942e-16,1.040971730755606e-15,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,1095.7440000000001
S-Commercial_PV,2025061500,0.0,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,2191.5
S-Commercial_PV,2025061512,0.0,0.0,0.0,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2020,2191.5
S-Commercial_PV,2035011512,0.0,8.30053325651395e-16,7.27624745266013e-15,0.0,S-Commercial_PV,Solar,South,Commercial_PV,2030,8766.0
S-Central_PV-1,2025011500,0.0,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-1,2025011512,0.0,-5.55111512312578e-17,-6.082601089474335e-17,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-1,2025011600,0.0,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-1,2025011612,0.0,-7.73063530401737e-16,-8.47079725056521e-16,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-1,2025061500,0.0,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,2191.5
S-Central_PV-1,2025061512,0.0,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2020,2191.5
S-Central_PV-1,2035011512,0.0,0.0,0.0,0.0,S-Central_PV-1,Solar,South,Central_PV,2030,8766.0
S-Central_PV-2,2025011500,0.0,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-2,2025011512,0.0,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-2,2025011600,0.0,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-2,2025011612,0.0,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,1095.7440000000001
S-Central_PV-2,2025061500,0.0,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,2191.5
S-Central_PV-2,2025061512,0.0,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2020,2191.5
S-Central_PV-2,2035011512,0.0,0.0,0.0,0.0,S-Central_PV-2,Solar,South,Central_PV,2030,8766.0
