ShiftDemand_index_1	ShiftDemand_index_2	ShiftDemand
Oahu	2045032304	-65.1630987074
Oahu	2045032306	-70.86320906
Oahu	2045032308	-82.3500220197
Oahu	2045032310	687.443671955
Oahu	2045032312	-86.4387292753
Oahu	2045032314	-86.1867038355
Oahu	2045032316	-87.1603070479
Oahu	2045032318	-58.9688807876
Oahu	2045032320	-87.8107823234
Oahu	2045032322	-77.1335444257
Oahu	2045042300	-66.7963249604
Oahu	2045042302	-63.707272068
Oahu	2045042304	-67.8860863135
Oahu	2045042306	-83.8818795202
Oahu	2045042308	-92.5872734707
Oahu	2045042310	502.292494417
Oahu	2045042312	-2.03811364253
Oahu	2045042314	242.312234319
Oahu	2045042316	-97.6573266689
Oahu	2045042318	-97.7425138886
Oahu	2045042320	-93.7840366059
Oahu	2045042322	-78.5239015974
Oahu	2045052300	-71.2384307049
Oahu	2045052302	-67.9557794792
Oahu	2045052304	-72.8498380987
Oahu	2045052306	-88.6323281104
Oahu	2045052308	-97.5123116047
Oahu	2045052310	80.7518974273
Oahu	2045052312	786.791348501
Oahu	2045052314	-100.987852201
Oahu	2045052316	-97.8361399108
Oahu	2045052318	-96.0797088592
Oahu	2045052320	-92.9195577663
Oahu	2045052322	-81.5312991926
Oahu	2045062300	-70.0015402901
Oahu	2045062302	-66.6914328789
Oahu	2045062304	-71.0399083045
Oahu	2045062306	-85.4799111542
Oahu	2045062308	-95.1377941238
Oahu	2045062310	55.2462011773
Oahu	2045062312	811.828184193
Oahu	2045062314	-101.603128561
Oahu	2045062316	-99.9100572763
Oahu	2045062318	-97.9156898041
Oahu	2045062320	-96.8034006293
Oahu	2045062322	-82.4915223485
