scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035,cost_per_kwh_2040,cost_per_kwh_2045,renewable_share_all_years,renewable_share_2020,renewable_share_2025,renewable_share_2030,renewable_share_2035,renewable_share_2040,renewable_share_2045,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2025,biofuel_share_2030,biofuel_share_2035,biofuel_share_2040,biofuel_share_2045
dr_bulk_and_reserves,0.1,18480092052.792213,0.12263003019119102,0.12459281838944763,0.12964749932363112,0.124277353478338,0.12299633610871365,0.12101213045184521,0.10786687102668943,0.710571443974611,0.4271050279344118,0.5309225277352386,0.7084628834950042,0.731920880809209,0.7759357257355228,0.9999999999999973,0.009732294153883367,0.00038964482419926035,0.00022206569264749833,7.524372265288191e-05,8.789846919505544e-05,0.0,0.050469489181721804
