BALANCING_AREA_TIMEPOINTS_1,BALANCING_AREA_TIMEPOINTS_2,MaximumContingencyUp
system_wide_balancing_area,2040102320,180.0
system_wide_balancing_area,2040102322,180.0
system_wide_balancing_area,2040112300,180.0
system_wide_balancing_area,2040112302,180.0
system_wide_balancing_area,2040112304,180.0
system_wide_balancing_area,2040112306,180.0
system_wide_balancing_area,2040112308,180.0
system_wide_balancing_area,2040112310,180.0
system_wide_balancing_area,2040112312,180.0
system_wide_balancing_area,2040112314,180.0
system_wide_balancing_area,2040112316,180.0
system_wide_balancing_area,2040112318,180.0
system_wide_balancing_area,2040112320,180.0
system_wide_balancing_area,2040112322,180.0
system_wide_balancing_area,2040122300,180.0
system_wide_balancing_area,2040122302,180.0
system_wide_balancing_area,2040122304,180.0
system_wide_balancing_area,2040122306,180.0
system_wide_balancing_area,2040122308,180.0
system_wide_balancing_area,2040122310,180.0
system_wide_balancing_area,2040122312,180.0
system_wide_balancing_area,2040122314,180.0
system_wide_balancing_area,2040122316,180.0
system_wide_balancing_area,2040122318,180.0
system_wide_balancing_area,2040122320,180.0
system_wide_balancing_area,2040122322,180.0
system_wide_balancing_area,2045012300,73.0
system_wide_balancing_area,2045012302,73.0
system_wide_balancing_area,2045012304,73.0
system_wide_balancing_area,2045012306,73.0
system_wide_balancing_area,2045012308,73.0
system_wide_balancing_area,2045012310,73.0
system_wide_balancing_area,2045012312,73.0
system_wide_balancing_area,2045012314,73.0
system_wide_balancing_area,2045012316,73.0
system_wide_balancing_area,2045012318,73.0
system_wide_balancing_area,2045012320,73.0
system_wide_balancing_area,2045012322,73.0
system_wide_balancing_area,2045022300,180.0
system_wide_balancing_area,2045022302,180.0
system_wide_balancing_area,2045022304,180.0
system_wide_balancing_area,2045022306,180.0
system_wide_balancing_area,2045022308,180.0
system_wide_balancing_area,2045022310,180.0
system_wide_balancing_area,2045022312,180.0
system_wide_balancing_area,2045022314,180.0
system_wide_balancing_area,2045022316,180.0
system_wide_balancing_area,2045022318,180.0
system_wide_balancing_area,2045022320,180.0
system_wide_balancing_area,2045022322,180.0
system_wide_balancing_area,2045032300,73.0
system_wide_balancing_area,2045032302,73.0
system_wide_balancing_area,2045032304,73.0
system_wide_balancing_area,2045032306,73.0
system_wide_balancing_area,2045032308,73.0
system_wide_balancing_area,2045032310,73.0
system_wide_balancing_area,2045032312,73.0
system_wide_balancing_area,2045032314,73.0
system_wide_balancing_area,2045032316,73.0
system_wide_balancing_area,2045032318,73.0
system_wide_balancing_area,2045032320,73.0
system_wide_balancing_area,2045032322,73.0
system_wide_balancing_area,2045042300,180.0
system_wide_balancing_area,2045042302,180.0
system_wide_balancing_area,2045042304,180.0
system_wide_balancing_area,2045042306,180.0
system_wide_balancing_area,2045042308,180.0
system_wide_balancing_area,2045042310,180.0
system_wide_balancing_area,2045042312,180.0
system_wide_balancing_area,2045042314,180.0
system_wide_balancing_area,2045042316,180.0
system_wide_balancing_area,2045042318,180.0
system_wide_balancing_area,2045042320,180.0
system_wide_balancing_area,2045042322,180.0
system_wide_balancing_area,2045052300,180.0
system_wide_balancing_area,2045052302,180.0
system_wide_balancing_area,2045052304,180.0
system_wide_balancing_area,2045052306,180.0
system_wide_balancing_area,2045052308,180.0
system_wide_balancing_area,2045052310,180.0
system_wide_balancing_area,2045052312,180.0
system_wide_balancing_area,2045052314,180.0
system_wide_balancing_area,2045052316,180.0
system_wide_balancing_area,2045052318,180.0
system_wide_balancing_area,2045052320,180.0
system_wide_balancing_area,2045052322,180.0
system_wide_balancing_area,2045062300,73.0
system_wide_balancing_area,2045062302,73.0
system_wide_balancing_area,2045062304,73.0
system_wide_balancing_area,2045062306,73.0
system_wide_balancing_area,2045062308,73.0
system_wide_balancing_area,2045062310,73.0
system_wide_balancing_area,2045062312,73.0
system_wide_balancing_area,2045062314,73.0
system_wide_balancing_area,2045062316,73.0
system_wide_balancing_area,2045062318,73.0
system_wide_balancing_area,2045062320,73.0
system_wide_balancing_area,2045062322,73.0
system_wide_balancing_area,2045072300,73.0
system_wide_balancing_area,2045072302,73.0
system_wide_balancing_area,2045072304,73.0
system_wide_balancing_area,2045072306,73.0
system_wide_balancing_area,2045072308,73.0
system_wide_balancing_area,2045072310,73.0
system_wide_balancing_area,2045072312,73.0
system_wide_balancing_area,2045072314,73.0
system_wide_balancing_area,2045072316,73.0
system_wide_balancing_area,2045072318,73.0
system_wide_balancing_area,2045072320,73.0
system_wide_balancing_area,2045072322,73.0
system_wide_balancing_area,2045082300,73.0
system_wide_balancing_area,2045082302,73.0
system_wide_balancing_area,2045082304,73.0
system_wide_balancing_area,2045082306,73.0
system_wide_balancing_area,2045082308,73.0
system_wide_balancing_area,2045082310,73.0
system_wide_balancing_area,2045082312,73.0
system_wide_balancing_area,2045082314,73.0
system_wide_balancing_area,2045082316,73.0
system_wide_balancing_area,2045082318,73.0
system_wide_balancing_area,2045082320,73.0
system_wide_balancing_area,2045082322,73.0
system_wide_balancing_area,2045092300,73.0
system_wide_balancing_area,2045092302,73.0
system_wide_balancing_area,2045092304,73.0
system_wide_balancing_area,2045092306,73.0
system_wide_balancing_area,2045092308,73.0
system_wide_balancing_area,2045092310,73.0
system_wide_balancing_area,2045092312,73.0
system_wide_balancing_area,2045092314,73.0
system_wide_balancing_area,2045092316,73.0
system_wide_balancing_area,2045092318,73.0
system_wide_balancing_area,2045092320,73.0
system_wide_balancing_area,2045092322,73.0
system_wide_balancing_area,2045102300,73.0
system_wide_balancing_area,2045102302,73.0
system_wide_balancing_area,2045102304,73.0
system_wide_balancing_area,2045102306,73.0
system_wide_balancing_area,2045102308,73.0
system_wide_balancing_area,2045102310,73.0
system_wide_balancing_area,2045102312,73.0
system_wide_balancing_area,2045102314,73.0
system_wide_balancing_area,2045102316,73.0
system_wide_balancing_area,2045102318,73.0
system_wide_balancing_area,2045102320,73.0
system_wide_balancing_area,2045102322,73.0
system_wide_balancing_area,2045112300,73.0
system_wide_balancing_area,2045112302,150.586
system_wide_balancing_area,2045112304,73.0
system_wide_balancing_area,2045112306,73.0
system_wide_balancing_area,2045112308,73.0
system_wide_balancing_area,2045112310,73.0
system_wide_balancing_area,2045112312,73.0
system_wide_balancing_area,2045112314,73.0
system_wide_balancing_area,2045112316,73.0
system_wide_balancing_area,2045112318,73.0
system_wide_balancing_area,2045112320,73.0
system_wide_balancing_area,2045112322,73.0
system_wide_balancing_area,2045122300,180.0
system_wide_balancing_area,2045122302,180.0
system_wide_balancing_area,2045122304,180.0
system_wide_balancing_area,2045122306,180.0
system_wide_balancing_area,2045122308,180.0
system_wide_balancing_area,2045122310,180.0
system_wide_balancing_area,2045122312,180.0
system_wide_balancing_area,2045122314,180.0
system_wide_balancing_area,2045122316,180.0
system_wide_balancing_area,2045122318,180.0
system_wide_balancing_area,2045122320,180.0
system_wide_balancing_area,2045122322,180.0
