balancing_area	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	EVSpinningReserveUp	DemandResponseSpinningReserveUp	TotalGenSpinningReservesUp	HawaiiVarGenUpSpinningReserveRequirement	MaximumContingencyUpRequirement	marginal_cost_regulation	marginal_cost_contingency	peak_day
system_wide_balancing_area	2020	2020-12-23-02:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	261.0342657658	0.0	251.97914176799998	294.6352657658	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-04:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	261.0342657658	0.0	52.9704039712	261.0342657658	124.05993028235419	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-06:00	0	0.0	0	0	21.8143148668	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	310.84858063257	124.49923558235419	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-08:00	0	0.0	0	0	91.53748140441999	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	380.57174717022	194.73369582851504	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-10:00	0	0.0	0	0	83.5672908949	0	0.0	0.0	0.0	261.0342657658	0.0	96.0685889971	344.6015566607	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-12:00	0	0.0	0	0	86.41399999999999	0	0.0	0.0	0.0	261.0342657658	118.101845403	68.0184349654	347.4482657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-14:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	261.0342657658	0.0	179.484809319	310.8342657658	259.19766417624606	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-16:00	0	0.0	0	0	83.401	0	0.0	0.0	0.0	261.0342657658	0.0	75.7586644074	344.4352657658	235.61398967756955	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-18:00	0	0.0	0	0	49.347147230610005	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	310.38141299641	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-20:00	0	0.0	0	0	54.6488923614	0	0.0	0.0	0.0	261.0342657658	0.0	0.0	315.6831581272	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-12-23-22:00	0	0.0	0	0	36.614	0	0.0	0.0	0.0	261.0342657658	0.0	61.4410083374	297.64826576580003	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-00:00	0	54.00000000000001	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	0.0	74.2416158958	370.70664924929997	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-02:00	0	54.00000000000001	0	0	15.000000000000002	0	0.0	0.0	0.0	337.9708463014	0.0	91.4701410261	406.9708463014	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-04:00	0	75.04843309830001	0	0	15.000000000000002	0	0.0	0.0	0.0	303.3350535196	0.0	36.0636617908	393.38348661789996	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-06:00	0	0.0	0	0	15.000000000000002	0	0.0	0.0	0.0	268.36116008549	0.0	0.0	311.36116008549	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-08:00	0	54.00000000000001	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	0.0	129.944035913	370.70664924929997	294.4611048295491	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-10:00	0	83.5	0	0	15.000000000000002	0	0.0	0.0	0.0	337.9708463014	0.0	285.01787387449997	436.4708463014	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-12:00	0	83.5	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	284.2683953298	5.75287483269	400.20664924929997	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-14:00	0	54.00000000000001	0	0	15.000000000000002	0	0.0	0.0	0.0	311.5968848089	0.0	244.998336069	380.5968848089	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-16:00	0	54.00000000000001	0	0	15.000000000000002	0	0.0	0.0	0.0	337.9708463014	0.0	86.5554846797	406.9708463014	301.4331994623607	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-18:00	0	0.0	0	0	18.3193952137	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	311.7618474108	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-20:00	0	0.0	0	0	27.522853904000005	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	320.9653061011	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-01-23-22:00	0	0.495440605945	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	317.202089855245	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-00:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	337.9708463014	0.0	95.6024461998	337.9708463014	126.8112096123542	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-02:00	0	0.0	0	0	22.5148538861	0	0.0	0.0	0.0	306.6517670291	0.0	203.315186026	329.16662091520004	127.51559403735419	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-04:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	301.70664924929997	30.4921762378	22.6159212039	335.30764924929997	91.29317882251489	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-06:00	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	265.44245219699997	0.0	0.0	265.44245219699997	20.55184867813692	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-08:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	301.70664924929997	0.0	152.782810076	335.30764924929997	201.32047752612453	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-10:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	337.9708463014	0.0	98.8159924521	337.9708463014	208.359097290093	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-12:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.70664924929997	0.0	239.2790029992	301.70664924929997	213.59276678545336	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-14:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	337.9708463014	253.7762190921	0.0	371.5718463014	193.60997955353702	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-16:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	311.5968848089	0.0	114.8179194237	345.19788480889997	185.12530143766224	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-18:00	0.003412355978105468	0.0	0.7546531369918945	0	0.0	0	0.0	0.0	0.0	266.46223593697	0.0	0.0	267.22030142994004	9.401208503000001	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-20:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	270.95303913701	0.0	0.0	270.95303913701	48.19258515	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-02-23-22:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	295.1762785694	0.0	0.0	295.1762785694	60.65769420000001	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-00:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	0.0	37.3181690571	429.70664924929997	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-02:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	0.0	328.7873752534	0.0	50.987651538	456.7873752534	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-04:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	0.0	277.87561036569997	0.0	0.0	405.87561036569997	127.2334872573542	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-06:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	13.4483	331.5008166453	0.0	0.0	472.9491166453	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-08:00	0	113.0	0	0	15.000000000000002	0	0.0	260.54193297654	20.730306240639997	301.70664924929997	0.0	105.797854677	710.9788884664799	306.15208335533305	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-10:00	0	113.0	0	0	15.000000000000002	0	0.0	65.7810330078	2.95359047981	301.70664924929997	0.0	428.674108364	498.44127273691004	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-12:00	0	113.0	0	0	15.000000000000002	0	0.0	123.48218118350002	86.75673571384999	301.70664924929997	0.0	228.294400879	639.94556614665	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-14:00	0	113.0	0	0	15.000000000000002	0	0.0	159.21277617749996	130.5348067095	337.9708463014	108.280446599	0.0	755.7184291884	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-16:00	0	113.0	0	0	15.000000000000002	0	0.0	77.68023550168	3.84764785608	318.066914465	175.9879487315	23.8258996978	527.59479782276	308.5196802391776	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-18:00	0	0.0	0	0	53.0101087231	0	0.0	0.0	0.0	284.6549639098	0.0	0.0	337.6650726329	145.70074670579658	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-20:00	0	0.0	0	0	51.614	0	0.0	0.0	0.0	282.4941375366	0.0	0.0	334.1081375366	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-03-23-22:00	0	0.0	0	0	14.724402890299999	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	308.1668550874	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-00:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	312.6801255306	0.0	50.1113593747	312.6801255306	85.65094596070652	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-02:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	337.9708463014	20.1349595085	0.0	337.9708463014	46.95013065763172	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-04:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	296.40169376785	0.0	0.0	296.40169376785	38.93247784966514	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-06:00	1.1974017043204586e-15	0.0	66.57919576340001	0	0.0	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	332.0216479605	134.56572966569072	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-08:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.70664924929997	0.0	183.4356540468	301.70664924929997	211.24843973271587	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-10:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.70664924929997	0.0	303.204871635	301.70664924929997	204.9904523113939	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-12:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	337.9708463014	264.1334358216	61.6439436645	337.9708463014	209.92511851702676	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-14:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	337.9708463014	0.0	258.23419187139996	337.9708463014	201.76180108487742	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-16:00	0	0.0	0	0	97.4433528635	0	0.0	0.0	0.0	311.5968848089	0.0	138.410598386	409.0402376724	186.79023363112654	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-18:00	0	0.0	2.70976517587	0	0.0	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	268.15221737297	45.91534509808103	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-20:00	0	0.0	8.03337441218	0	0.0	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	273.47582660928003	0.0694361125	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-04-23-22:00	0	0.0	0	0	73.9482827936	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	375.65493204290004	3.727397775	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-00:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	311.7781142607	0.0	82.0253540103	391.37811426070004	35.2998129939908	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-02:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	301.70664924929997	0.0	109.279354599	381.3066492493	10.048940542194426	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-04:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	301.70664924929997	40.7994519679	0.0	381.3066492493	4.83241011875	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-06:00	0	0.0	0	0	41.85736198640001	0	0.0	0.0	0.0	301.5471673317	0.0	0.0	343.4045293181	102.14423846419822	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-08:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	301.70664924929997	0.0	275.728024708	381.3066492493	182.9092871686566	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-10:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	337.9708463014	224.5261507717	0.0	417.5708463014	186.90324844706134	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-12:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	301.70664924929997	0.0	308.1884884607	381.3066492493	193.06142808195864	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-14:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	337.9708463014	18.94279259	132.89635426	417.5708463014	204.63064681481984	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-16:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	301.70664924929997	0.0	93.7980830725	381.3066492493	185.4097755657411	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-18:00	0	0.0	0	0	22.213382118	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	287.6558343151	101.96460292911715	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-20:00	0	0.0	0	0	53.90657883779999	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	319.3490310349	98.35993425800415	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-05-23-22:00	0	0.0	0	0	79.6	0	0.0	0.0	0.0	301.70664924929997	0.0	42.7656069667	381.3066492493	104.26683367956625	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-00:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	280.2286146173	0.0	0.0	308.22861461729997	116.65216246964542	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-02:00	0	16.5105327784	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	333.2171820277	127.31351468476822	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-04:00	0	0.0	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	2.08648848429	78.4762837434	316.70664924929997	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-06:00	0	20.7616990636	0	0	94.424	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	416.8923483129	213.21488140300664	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-08:00	0	24.5	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	0.0	214.259740187	341.20664924929997	309.51076363234415	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-10:00	0	4.7490414794	0	0	15.000000000000002	0	0.0	0.0	0.0	311.5968848089	282.181906845	0.0	331.3459262883	307.1550581656275	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-12:00	0	0.0	0	0	15.000000000000002	0	0.0	0.0	0.0	337.9708463014	0.0	324.35036566	352.9708463014	313.60598523994486	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-14:00	0	0.0	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	0.0	311.584773894	316.70664924929997	312.4387234029391	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-16:00	0	24.5	0	0	15.000000000000002	0	0.0	0.0	0.0	337.9708463014	0.0	113.431750623	405.4708463014	312.7721746742433	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-18:00	0	0.0	0	0	94.85210782361	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	424.55875707291	242.88228091194705	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-20:00	0	0.0	0	0	4.31673669918	0	0.0	0.0	0.0	283.63552786179997	0.0	0.0	315.95226456098	126.26510592154986	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-06-23-22:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	268.72741116433	0.0	0.0	296.72741116432996	110.38517259125418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-00:00	0	0.0	0	0	5.7	0	0.0	0.0	0.0	337.9708463014	0.0	98.5837571929	343.6708463014	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-02:00	0	0.0	0	0	5.7	0	0.0	0.0	0.0	310.1351192109	0.0	131.18691123	315.83511921089996	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-04:00	0	0.0	0	0	10.8133712	0	0.0	0.0	0.0	271.05043937886	0.0	0.0	309.86381057886	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-06:00	0	0.0	0	0	42.314	0	0.0	0.0	0.0	301.70664924929997	0.0	94.9681356059	372.0206492493	184.72065198712394	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-08:00	0	0.0	0	0	32.733428	0	0.0	0.0	0.0	337.9708463014	0.0	83.4786747961	398.7042743014	294.7299367388993	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-10:00	0	0.0	0	0	5.7	0	0.0	0.0	0.0	337.9708463014	0.0	257.012842297	343.6708463014	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-12:00	0	0.0	0	0	5.7	0	0.0	0.0	0.0	301.70664924929997	83.8097682113	211.352022028	307.4066492493	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-14:00	0	0.0	0	0	8.94897811521	0	0.0	0.0	0.0	301.70664924929997	0.0	198.572876577	310.65562736451	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-16:00	0	0.0	0	0	42.314	0	0.0	0.0	0.0	301.70664924929997	200.458627118	0.0	344.0206492493	312.4263477823367	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-18:00	0	0.0	0	0	56.67526009802	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	386.38190934732	205.37420799780122	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-20:00	0	0.0	0	0	16.0589394371	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	309.5013916342	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-07-23-22:00	0	0.0	0	0	21.6267424	0	0.0	0.0	0.0	265.4725223878706	0.0	0.0	315.0992647878706	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-00:00	0	0.0	0	0	4.4991318836	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	306.20578113290003	108.08519219603465	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-02:00	0	0.0	0	0	33.601	0	0.0	0.0	0.0	301.70664924929997	5.45838557579	0.0	335.30764924929997	93.17374539156063	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-04:00	0	0.0	0	0	22.965957005500005	0	0.0	0.0	0.0	301.70664924929997	19.5585024664	0.0	324.67260625480003	107.0649878672652	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-06:00	0	0.0	0	0	25.66795789	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	355.37460713934	153.95112088812317	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-08:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	316.0647385496	0.0	252.8804951164	316.0647385496	307.22500939907394	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-10:00	0	0.0	0	0	7.59075341204	0	0.0	0.0	0.0	301.70664924929997	0.0	270.336259252	309.29740266134	313.2333637781308	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-12:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.70664924929997	0.0	329.541264114	301.70664924929997	310.7743588116813	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-14:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.7066492492	259.251507288	0.0	301.7066492492	310.3893248258208	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-16:00	0	0.0	0	0	21.6267424	0	0.0	0.0	0.0	301.70664924929997	0.0	137.361530947	351.3333916493	308.25935875336864	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-18:00	0	0.0	0.0	0	37.458924402700006	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	367.16557365200003	180.51890555396065	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-20:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	289.071530665	0.0	0.0	317.071530665	128.1246699123542	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-08-23-22:00	0	0.0	0	0	8.09640138205	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	309.80305063135	113.2706765573542	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-00:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	282.2775999552	0.0	0.0	310.2775999552	120.11404718235421	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-02:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.70664924929997	0.0	47.882132719	301.70664924929997	128.0938345623542	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-04:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	312.6614303651	52.1181825794	0.0	312.6614303651	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-06:00	0	0.0	0	0	6.20926584215	0	0.0	0.0	0.0	283.9347014018	0.0	0.0	318.14396724395	132.5673379388759	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-08:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.70664924929997	0.0	242.421138111	301.70664924929997	307.7947083583424	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-10:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.70664924929997	0.0	230.319496685	301.70664924929997	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-12:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	337.9708463014	0.0	304.208406362	337.9708463014	313.646831369927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-14:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	301.70664924929997	232.15021275049997	35.2881840538	301.70664924929997	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-16:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	337.9708463014	0.0	196.4819029288	337.9708463014	300.41781705888775	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-18:00	0	0.0	23.554601404722455	0	67.82810858557754	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	356.8251621874	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-20:00	0	0.0	0	0	99.2218961634	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	400.92854541270003	127.6133395623542	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-09-23-22:00	0	0.0	0	0	25.0933415735	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	326.7999908228	126.2204840873542	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-00:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	300.1506700483	0.0	0.0	328.15067004829996	127.27128370029936	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-02:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	310.4787657415	0.0	0.0	338.4787657415	128.01946742731684	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-04:00	0	0.0	0	0	14.141626058	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	307.5840782551	125.32507084200678	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-06:00	0	0.0	0	0	6.94166811743	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	308.64831736673	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-08:00	0	0.0	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	0.0	284.341068271	316.70664924929997	307.9362945457026	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-10:00	0	0.0	0	0	15.000000000000002	0	0.0	0.0	0.0	311.5968848089	0.0	356.983356067	326.5968848089	313.30099427892213	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-12:00	0	3.71044809933	0	0	15.000000000000002	0	0.0	0.0	0.0	301.70664924929997	0.0	356.1777053	320.41709734863	313.6530079581427	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-14:00	0	0.0	0	0	15.000000000000002	0	0.0	0.0	0.0	337.9708463014	237.721984007	27.2915308564	352.9708463014	313.657469044927	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-16:00	0	0.0	0	0	94.424	0	0.0	0.0	0.0	337.9708463014	46.5464113231	0.0	432.3948463014	297.11315018179374	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-18:00	0	0.0	47.0	0	3.8616908205600002	0	0.0	0.0	0.0	265.4424521971	0.0	0.0	316.30414301766	127.95155999227065	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-20:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	283.897745943	0.0	0.0	311.897745943	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-10-23-22:00	0	0.0	0	0	9.75075143897	0	0.0	0.0	0.0	314.9400810608	0.0	0.0	352.69083249976995	128.16685508735418	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-11-23-00:00	0	0.0	0	0	47.4427502859	0	0.0	0.0	0.0	274.14585948962	0.0	0.0	321.58860977552	55.714598506250006	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-11-23-02:00	0	7.300170873700001	0	0	15.000000000000002	0	0.0	0.0	0.0	337.9708463014	0.0	0.0	360.2710171751	127.02323271235421	180.0	0.0	0.0	typical
system_wide_balancing_area	2025	2025-11-23-04:00	0	0.0	0	0	12.3896110133	0	0.0	0.0	0.0	301.70664924929997	0.0	0.0	314.0962602626	124.05496578235419	180.0	0.0	0.0	typical
