load_zone	period	Battery	Biodiesel/Coal/Diesel/LNG/LSFO/Pellet-Biomass	Biodiesel/Diesel/LNG	Biodiesel/Diesel/LNG/LSFO	MSW	SUN	WND	hydro	batteries	fuel cells
Oahu	2020	261.0342657658	180.0	8.0	872.026	73.0	615.4884029271001	592.69535154122	0	0.0	0
Oahu	2025	301.70664924926996	180.0	223.8	676.126	73.0	871.30135680733	592.69535154122	0	0.0	0
Oahu	2030	349.24269695493	180.0	170.9	541.726	73.0	918.4349503275299	592.69535154122	0	0.0	0
Oahu	2035	386.01569488713	180.0	57.9	407.42600000000004	73.0	1194.97509461153	592.69535154122	0	0.0	0
Oahu	2040	541.30430879866	180.0	49.9	407.42600000000004	73.0	1370.51661001633	636.5	0	0.0	0
Oahu	2045	1148.090227999	180.0	0.0	150.586	73.0	2721.64092209843	681.5	0	0.0	0
