balancing_area	period	timepoint_label	Biodiesel	Coal	Diesel	LNG	LSFO	Pellet-Biomass	MSW	SUN	WND	Battery	TotalGenSpinningReservesUp	HawaiiVarGenUpSpinningReserveRequirement	MaximumContingencyUpRequirement	marginal_cost_regulation	marginal_cost_contingency	peak_day
system_wide_balancing_area	2020	2020-03-23-08:00	0	103.072787356	0	0	15.000000000000002	0	0.0	0.0	0.0	364.6741064341	482.7468937901	248.27889270442822	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-10:00	0	113.0	0	0	15.000000000000002	0	0.0	0.0	7.26970358375	405.7934221107	541.06312569445	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-12:00	0	108.980521949	0	0	15.000000000000002	0	0.0	0.0	0.0	355.6509444061	479.63146635510003	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-14:00	0	112.9999999999	0	0	15.000000000000002	0	0.0	0.0	0.0	378.010979947	506.01097994689997	255.7842783940221	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-16:00	0	67.5168188418	0	0	94.424	0	0.0	0.0	0.0	366.117344021	528.0581628628	250.64648958827271	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-18:00	0	0.0	0	0	21.375534874900005	0	0.0	0.0	0.0	326.441265931	375.8168008059	158.36121780589605	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-20:00	0	0.0	0	0	13.7279208082	0	0.0	0.0	0.0	326.44126593149997	368.16918673969997	148.3772678088864	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-03-23-22:00	0	0.0	0	0	27.099125059	0	0.0	0.0	0.0	366.117344021	393.21646908	146.48991430888637	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-00:00	0	0.0	0	0	49.8	0	0.0	0.0	0.0	381.654903689	431.454903689	91.43332073658993	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-02:00	0	0.0	0	0	38.274945833400004	0	0.0	0.0	0.0	401.0766110122	439.3515568456	51.63542403263555	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-04:00	0	0.0	0	0	78.2124014408	0	0.0	0.0	0.0	405.7934221107	512.0058235515	39.948645845383865	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-06:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	359.3685064776	359.3685064776	116.31800252265504	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-08:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	327.56882159565	327.56882159565	133.16362085281187	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-10:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	365.316263619	365.316263619	127.07878767737964	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-12:00	0	0.0	0	0	24.9	0	0.0	0.0	0.0	404.6310395537	429.5310395537	132.66934478746816	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-14:00	0	0.0	0	0	0.0	0	0.0	0.0	0.0	362.7589135022	362.7589135022	124.27331741044512	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-16:00	0	0.0	5.16512533034593	0	102.66935675095407	0	0.0	0.0	0.0	348.0728820526	455.9073641339	109.87758025625348	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-18:00	-6.987298377326818e-16	0.0	68.0	0	16.0	0	0.0	0.0	0.0	343.9389732721	427.9389732721	22.77027470280718	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-20:00	0	0.0	0	0	16.0	0	0.0	0.0	0.0	342.5528393806	358.5528393806	0.1285756125	180.0	0.0	0.0	typical
system_wide_balancing_area	2020	2020-04-23-22:00	0	0.0	0	0	60.5400365923	0	0.0	0.0	0.0	366.117344021	426.6573806133	4.1947457749999995	180.0	0.0	0.0	typical
