scenario,max_demand_response_share,total_cost,cost_per_kwh,cost_per_kwh_2020,cost_per_kwh_2025,cost_per_kwh_2030,cost_per_kwh_2035,cost_per_kwh_2040,cost_per_kwh_2045,renewable_share_all_years,renewable_share_2020,renewable_share_2025,renewable_share_2030,renewable_share_2035,renewable_share_2040,renewable_share_2045,biofuel_share_all_years,biofuel_share_2020,biofuel_share_2025,biofuel_share_2030,biofuel_share_2035,biofuel_share_2040,biofuel_share_2045
battery_bulk_and_conting_long,0.0,17311289305.132557,0.12934058441768592,0.12682210275678696,0.12783436494256017,0.13306701060256895,0.1348326235592234,0.12526885912971897,0.12925296644314005,0.6733554083783716,0.45894363962663,0.5573465562756782,0.6043100810778107,0.6395172779573379,0.717208456769677,1.000000000000001,0.007248675675068813,0.0,0.0,0.0,0.0,0.0,0.03869215965570407
