load_zone,period,Battery,Biodiesel/Coal/Diesel/LNG/LSFO/Pellet-Biomass,Biodiesel/Diesel/LNG,Biodiesel/Diesel/LNG/LSFO,MSW,SUN,WND,hydro,batteries,fuel cells
Oahu,2020,356.3713638731,180.0,52.9,874.426,73.0,497.0114988161,651.4837500413,0,0.0,0
Oahu,2025,426.5451208336,180.0,215.8,676.126,73.0,756.3556057477,651.4837500413,0,0.0,0
Oahu,2030,553.4803981176,180.0,102.8,541.726,73.0,875.3755792666999,651.4837500413,0,0.0,0
Oahu,2035,620.6539906365,180.0,102.8,407.42600000000004,73.0,1031.3830546773,685.619391030296,0,0.0,0
Oahu,2040,1013.7926935539999,180.0,0.0,358.586,73.0,1268.0415920765,721.939111760596,0,0.0,0
Oahu,2045,2193.145492077,180.0,0.0,178.586,73.0,2788.7455953668,721.939111760596,0,0.0,0
