STORAGE_GEN_TPS_1,STORAGE_GEN_TPS_2,StateOfCharge
Oahu_Battery_4,2020012300,93.800228909
Oahu_Battery_4,2020012302,214.170291547
Oahu_Battery_4,2020012304,273.568324177
Oahu_Battery_4,2020012306,186.062977543
Oahu_Battery_4,2020012308,186.062977543
Oahu_Battery_4,2020012310,223.419901632
Oahu_Battery_4,2020012312,251.167761906
Oahu_Battery_4,2020012314,273.568324177
Oahu_Battery_4,2020012316,273.568324177
Oahu_Battery_4,2020012318,140.313200988
Oahu_Battery_4,2020012320,115.673935987
Oahu_Battery_4,2020012322,0.0
Oahu_Battery_4,2020022300,0.0
Oahu_Battery_4,2020022302,85.8126416081
Oahu_Battery_4,2020022304,168.349096664
Oahu_Battery_4,2020022306,105.613356547
Oahu_Battery_4,2020022308,47.9207652109
Oahu_Battery_4,2020022310,21.2830607224
Oahu_Battery_4,2020022312,26.8273122414
Oahu_Battery_4,2020022314,35.9360867273
Oahu_Battery_4,2020022316,152.153923059
Oahu_Battery_4,2020022318,123.170135236
Oahu_Battery_4,2020022320,125.54947272
Oahu_Battery_4,2020022322,136.784162089
Oahu_Battery_4,2020032300,7.34995811768
Oahu_Battery_4,2020032302,127.720020756
Oahu_Battery_4,2020032304,127.720020756
Oahu_Battery_4,2020032306,166.327542273
Oahu_Battery_4,2020032308,166.327542273
Oahu_Battery_4,2020032310,242.873590343
Oahu_Battery_4,2020032312,242.873590343
Oahu_Battery_4,2020032314,273.568324177
Oahu_Battery_4,2020032316,273.568324177
Oahu_Battery_4,2020032318,140.04200725
Oahu_Battery_4,2020032320,99.8823137237
Oahu_Battery_4,2020032322,0.0
Oahu_Battery_4,2020042300,68.340560076
Oahu_Battery_4,2020042302,153.198261539
Oahu_Battery_4,2020042304,273.568324177
Oahu_Battery_4,2020042306,256.803358676
Oahu_Battery_4,2020042308,216.083860263
Oahu_Battery_4,2020042310,216.083860263
Oahu_Battery_4,2020042312,273.568324177
Oahu_Battery_4,2020042314,273.568324177
Oahu_Battery_4,2020042316,245.348086815
Oahu_Battery_4,2020042318,108.563924727
Oahu_Battery_4,2020042320,0.0
Oahu_Battery_4,2020042322,0.0
Oahu_Battery_4,2020052300,104.511208453
Oahu_Battery_4,2020052302,224.881271091
Oahu_Battery_4,2020052304,271.718813853
Oahu_Battery_4,2020052306,241.057502547
Oahu_Battery_4,2020052308,187.840755853
Oahu_Battery_4,2020052310,187.840755853
Oahu_Battery_4,2020052312,187.840755853
Oahu_Battery_4,2020052314,182.30167635
Oahu_Battery_4,2020052316,143.601708841
Oahu_Battery_4,2020052318,26.1683570256
Oahu_Battery_4,2020052320,0.0
Oahu_Battery_4,2020052322,0.0
Oahu_Battery_4,2020062300,104.215519358
Oahu_Battery_4,2020062302,84.855545025
Oahu_Battery_4,2020062304,184.531771182
Oahu_Battery_4,2020062306,112.444651061
Oahu_Battery_4,2020062308,112.444651061
Oahu_Battery_4,2020062310,112.444651061
Oahu_Battery_4,2020062312,232.814713699
Oahu_Battery_4,2020062314,233.323160187
Oahu_Battery_4,2020062316,242.936213352
Oahu_Battery_4,2020062318,188.888118409
Oahu_Battery_4,2020062320,52.1039563199
Oahu_Battery_4,2020062322,0.0
Oahu_Battery_4,2020072300,120.370062638
Oahu_Battery_4,2020072302,240.740125276
Oahu_Battery_4,2020072304,240.740125276
Oahu_Battery_4,2020072306,203.069649919
Oahu_Battery_4,2020072308,203.069649919
Oahu_Battery_4,2020072310,203.069649919
Oahu_Battery_4,2020072312,273.568324177
Oahu_Battery_4,2020072314,273.568324177
Oahu_Battery_4,2020072316,172.292972325
Oahu_Battery_4,2020072318,113.245042631
Oahu_Battery_4,2020072320,0.0
Oahu_Battery_4,2020072322,0.0
Oahu_Battery_4,2020082300,0.0
Oahu_Battery_4,2020082302,38.4498493046
Oahu_Battery_4,2020082304,81.8002882645
Oahu_Battery_4,2020082306,80.0919516712
Oahu_Battery_4,2020082308,80.0919516712
Oahu_Battery_4,2020082310,80.0919516712
Oahu_Battery_4,2020082312,110.758498801
Oahu_Battery_4,2020082314,110.758498801
Oahu_Battery_4,2020082316,110.758498801
Oahu_Battery_4,2020082318,76.7368124074
Oahu_Battery_4,2020082320,44.5695575549
Oahu_Battery_4,2020082322,10.5372715641
Oahu_Battery_4,2020092300,0.0
Oahu_Battery_4,2020092302,92.6234214644
Oahu_Battery_4,2020092304,188.795787404
Oahu_Battery_4,2020092306,188.795787404
Oahu_Battery_4,2020092308,188.795787404
Oahu_Battery_4,2020092310,219.268028652
Oahu_Battery_4,2020092312,273.568324177
Oahu_Battery_4,2020092314,273.568324177
Oahu_Battery_4,2020092316,273.568324177
Oahu_Battery_4,2020092318,136.784162089
Oahu_Battery_4,2020092320,0.0
Oahu_Battery_4,2020092322,0.0
Oahu_Battery_4,2020102300,21.6708200479
Oahu_Battery_4,2020102302,86.6890102945
Oahu_Battery_4,2020102304,63.9021065013
Oahu_Battery_4,2020102306,0.0
Oahu_Battery_4,2020102308,0.0
Oahu_Battery_4,2020102310,82.528172218
Oahu_Battery_4,2020102312,165.921277914
Oahu_Battery_4,2020102314,273.568324177
Oahu_Battery_4,2020102316,273.568324177
Oahu_Battery_4,2020102318,136.784162089
Oahu_Battery_4,2020102320,0.0
Oahu_Battery_4,2020102322,0.0
Oahu_Battery_4,2020112300,0.0
Oahu_Battery_4,2020112302,27.4688973383
Oahu_Battery_4,2020112304,0.0
Oahu_Battery_4,2020112306,0.0
Oahu_Battery_4,2020112308,0.0
Oahu_Battery_4,2020112310,42.2976968895
Oahu_Battery_4,2020112312,162.667759528
Oahu_Battery_4,2020112314,273.568324177
Oahu_Battery_4,2020112316,243.037082313
Oahu_Battery_4,2020112318,106.252920224
Oahu_Battery_4,2020112320,45.1854170893
Oahu_Battery_4,2020112322,47.3727462929
Oahu_Battery_4,2020122300,141.759791688
Oahu_Battery_4,2020122302,262.129854326
Oahu_Battery_4,2020122304,273.568324177
Oahu_Battery_4,2020122306,173.89713065
Oahu_Battery_4,2020122308,37.1129685616
Oahu_Battery_4,2020122310,25.7129451204
Oahu_Battery_4,2020122312,146.083007758
Oahu_Battery_4,2020122314,184.832834358
Oahu_Battery_4,2020122316,169.005467276
Oahu_Battery_4,2020122318,47.1507874069
Oahu_Battery_4,2020122320,0.0
Oahu_Battery_4,2020122322,40.2359520104
Oahu_Battery_4,2025012300,50.0414987508
Oahu_Battery_4,2025012302,136.784162089
Oahu_Battery_4,2025012304,136.784162089
Oahu_Battery_4,2025012306,0.0
Oahu_Battery_4,2025012308,0.0
Oahu_Battery_4,2025012310,120.370062638
Oahu_Battery_4,2025012312,240.740125276
Oahu_Battery_4,2025012314,273.568324177
Oahu_Battery_4,2025012316,273.568324177
Oahu_Battery_4,2025012318,152.764011956
Oahu_Battery_4,2025012320,29.637165067
Oahu_Battery_4,2025012322,0.0
Oahu_Battery_4,2025022300,93.4099213927
Oahu_Battery_4,2025022302,93.4099213927
