load_zone,period,AES,Airport_DSG,Battery_4,Battery_6,Battery_Conting,Battery_Reg,CC_152,CIP_CT,CentralTrackingPV,FlatDistPV,H-Power,Honolulu_8,Honolulu_9,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OnshoreWind,SlopedDistPV,Waiau_10,Waiau_6,Waiau_7,Waiau_8,Waiau_9,UnservedLoad
Oahu,2020,1505.357036469547,0.0,111.95140623898212,0.0,0.0,0.0,865.1977967615318,0.0,148.75943918599722,367.8497901641662,375.1848000000005,33.15191640282667,22.428018695358222,74.05202058813572,0.0,0.0,138.03093510070062,10.683593509986762,265.3314285848622,0.0,608.5578252910002,520.3146307581559,53.14284101512585,2082.6119469478494,504.8120490802649,0.0,5.101325,0.0,0.0,0.3591625,0.0
Oahu,2025,1434.7871472316015,0.0,127.97742830973316,112.46396878627866,2.8454158803313376,13.787326698401749,674.8809721230982,4.051800475317412,866.7557469333873,356.80553779032135,375.1848000000005,0,0,52.679698520512396,0,0,0,0,109.07699319674093,48.44207295044384,521.8559998932884,412.6160495644069,26.513488372625904,2070.737719113743,486.65737105215516,11.734739341226375,0,0,0,4.234046253963125,0.0
Oahu,2030,1379.6684715990302,0.0,106.7858419675813,376.02685857212066,2.8454158803313376,5.989435287088974,571.8708482116435,0.0,1158.0800174149597,363.60726641560797,375.1848000000005,0,0,33.309150493805376,0,0,0,0,20.178294986369938,0.0,235.2051397216065,661.9097405162236,24.007094063685344,2080.958370259458,491.6243968333976,0.3591625,0,0,0,0.0,0.0
Oahu,2035,1369.255228556575,0.0,0.0,704.0501952394939,0.0,0.0,526.8941437870126,0.0,1588.2727430047362,359.7042476386509,375.1848000000005,0,0,38.47753008865261,0,0,0,0,0.0,0.0,470.53482407283775,376.2318554568653,10.38025734458957,2152.21141086704,487.55565310317957,4.649482756509499,0,0,0,1.0774875,0.0
Oahu,2040,1302.4734260398438,0.0,0.0,1276.7203459197108,0.0,173.82355785783162,235.22724715442737,0.0,3362.3853289291187,0.0,375.1848000000005,0,0,0.0,0,0,0,0,0.0,0.0,407.64161389716406,404.472064169374,0.0,2221.9670811011356,0.0,0.0,0,0,0,0.0,0.0
Oahu,2045,325.60276256429177,0.0,0.0,2735.5627172146387,0.0,0.0,17.839132541335765,0.0,3239.288278523161,2273.126585893867,375.1848000000005,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2143.0525160363372,502.1717664537448,0.0,0,0,0,0.0,0.0
