load_zone,period,AES,Airport_DSG,Battery_Bulk,Battery_Bulk_MWh,Battery_Conting,Battery_Conting_MWh,Battery_Reg,Battery_Reg_MWh,CC_152,CIP_CT,CentralTrackingPV,FlatDistPV,H-Power,Hawaii_Cogen,IC_Barge,IC_MCBH,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OffshoreWind,OnshoreWind,SlopedDistPV,Tesoro_Hawaii,Waiau_10,Waiau_3,Waiau_4,Waiau_5,Waiau_6,Waiau_7,Waiau_8,Waiau_9,hydro,fuel cells
Oahu,2020,180.0,8.0,185.05334331570887,20.043101071609694,0.0,0.0,34.476281932155,0.0,301.172,113.0,185.7,370.70000000000005,73.0,12.2,0.0,0.0,48.84,82.1,82.1,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,376.8723547123199,303.3,20.0,49.9,46.6,46.6,54.5,53.5,82.9,86.1,52.9,0.0,0.0
Oahu,2025,0.0,8.0,185.05334331570887,165.56523431217045,0.0,0.0,132.97639519014496,0.0,301.172,113.0,203.9930072945839,370.70000000000005,73.0,12.2,0.0,0.0,48.84,82.1,82.1,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,612.8726451630104,303.3,20.0,49.9,0.0,0.0,54.5,53.5,82.9,86.1,52.9,0.0,0.0
Oahu,2030,0.0,8.0,349.47723364667826,1713.2382844962326,0.0,0.0,334.6165864934743,0.0,301.172,113.0,916.1928083744841,370.70000000000005,73.0,12.2,0.0,0.0,48.84,0.0,0.0,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,762.2612199585969,303.3,20.0,49.9,0.0,0.0,0.0,0.0,82.9,86.1,52.9,0.0,0.0
Oahu,2035,0.0,8.0,427.66019684578293,2290.744867062615,0.0,0.0,388.30812658916545,0.0,301.172,113.0,1119.4799895249412,370.70000000000005,73.0,12.2,0.0,0.0,48.84,0.0,0.0,86.1,85.3,134.3,134.4,90.0,90.0,28.0,0.0,891.6423843726363,303.3,20.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0.0,0.0
Oahu,2040,0.0,8.0,624.9520689796801,3514.041808670414,0.0,0.0,477.6251606944851,0.0,301.172,113.0,1461.2054548354295,370.70000000000005,73.0,12.2,0.0,0.0,48.84,0.0,0.0,0.0,0.0,134.3,134.4,90.0,90.0,28.0,0.0,891.6423843726363,303.3,20.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0.0,0.0
Oahu,2045,0.0,8.0,1391.7916173137967,9638.070722216464,0.0,0.0,869.2099849882383,0.0,301.172,113.0,3522.6632137481865,309.105695508395,73.0,0.0,0.0,0.0,48.84,0.0,0.0,0.0,0.0,134.3,134.4,90.0,90.0,28.0,0.0,797.5,113.69000000000001,0.0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,52.9,0.0,0.0
