load_zone,period,timepoint_label,Biodiesel,Coal,Diesel,LNG,LSFO,Pellet-Biomass,MSW,SUN,WND,Battery,Battery_4,Battery_6,Battery_Conting,Battery_Reg,CentralTrackingPV,FlatDistPV,H-Power,OffshoreWind,OnshoreWind,SlopedDistPV,curtail_MSW,curtail_SUN,curtail_WND,curtail_Battery,ZoneTotalCentralDispatch,ZoneTotalDistributedDispatch,UnservedLoad,zone_demand_mw,StorageNetCharge,ChargeEVs,ShiftDemand,spinning_reserve_provision,spinning_reserve_requirement,marginal_cost,peak_day
Oahu,2020,2020-01-23-00:00,0.0,135.766612882,0.0,0.0,75.0,0.0,42.8,0.0,338.1659424649399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,338.1659424649399,0.0,0.0,0.0,3.68878261269856e-11,356.3713638731,591.7325553469401,0.0,0.0,532.598516655,53.2955846074,5.83845408484,0.0,468.9003355986,320.8794976477934,0.0,typical
Oahu,2020,2020-01-23-02:00,0.0,85.6979119719,0.0,0.0,75.0,0.0,42.8,0.0,349.972417991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,349.972417991,0.0,0.0,0.0,-8.503775461576879e-11,356.3713638731,553.4703299628999,0.0,0.0,482.672997961,68.3920810443,2.40525095753,0.0,534.0655329456,320.8794976477934,0.0,typical
Oahu,2020,2020-01-23-04:00,0.0,126.00000000000001,0.0,0.0,75.0,0.0,42.8,0.0,355.371153972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,355.371153972,0.0,0.0,0.0,3.029754225281067e-11,356.3713638731,599.171153972,0.0,0.0,564.319411133,33.7488821763,1.10286066272,0.0,459.12024604960004,320.8794976477934,0.0,typical
Oahu,2020,2020-01-23-06:00,0.0,180.0,0.0,0.0,146.162,0.0,42.8,0.0,437.0954237873,43.7526733171,43.7526733171,0.0,0.0,0.0,0.0,0.0,42.8,0.0,437.0954237873,0.0,0.0,0.0,4.4366288420860656e-11,312.618690556,849.8100971044,0.0,0.0,845.770985082,0.0,4.03911202243,0.0,435.0426905562,320.8794976477934,0.0,typical
Oahu,2020,2020-01-23-08:00,0.0,178.009839133,0.0,0.0,146.162,0.0,42.8,125.06031981996597,441.9879440405999,0.0,0.0,0.0,0.0,0.0,12.286048572849,48.24880269517,42.8,0.0,441.9879440405999,64.525468551947,0.0,9.832135106080386e-12,-1.4317436125566019e-11,356.3713638731,934.0201029935661,0.0,0.0,918.921213665,0.0,15.0988893287,0.0,480.78552473953,409.7224495202578,0.0,typical
Oahu,2020,2020-01-23-10:00,0.0,155.5,0.0,0.0,91.3998864,0.0,42.8,315.81618329469995,384.0945536137,0.0,0.0,0.0,0.0,0.0,38.5368552185,120.6078595491,42.8,0.0,384.0945536137,156.6714685271,0.0,7.647571464985958e-11,3.8824055081931874e-11,356.3713638731,989.6106233084,0.0,0.0,957.789031729,21.2255250506,10.5960665289,0.0,477.5370025237,426.687858141094,0.0,typical
Oahu,2020,2020-01-23-12:00,0.0,140.627098174,0.0,0.0,75.0,0.0,42.8,383.718118754,350.3692253685,0.0,0.0,0.0,0.0,0.0,31.9403770392,153.896729884,42.8,0.0,350.3692253685,197.8810118308,0.0,1.2930456705362303e-10,-6.323830348264892e-12,356.3713638731,992.5144422964997,0.0,0.0,968.355032392,15.7658297011,8.39358020309,0.0,454.5100954008,426.687858141094,0.0,typical
Oahu,2020,2020-01-23-14:00,0.0,126.00000000000001,0.0,0.0,146.162,0.0,42.8,324.94997841828996,342.97885349500007,0.0,0.0,0.0,0.0,0.0,23.24802056739,134.1048420518,42.8,0.0,342.97885349500007,167.5971157991,0.0,1.4280843174674374e-10,5.205436082178494e-11,356.3713638731,982.8908319132901,0.0,0.0,959.755831599,12.7275921995,10.4074081149,0.0,545.5229560727,426.687858141094,0.0,typical
Oahu,2020,2020-01-23-16:00,0.0,180.0,0.0,0.0,198.886860964,0.0,42.8,132.49250772528,411.12086870219997,0.0,0.0,0.0,0.0,0.0,24.12332260302,49.0731999714,42.8,0.0,411.12086870219997,59.29598515086,0.0,3.520028712955536e-11,1.8616219676914625e-12,356.3713638731,965.3002373914798,0.0,0.0,952.048600371,0.0,13.2516370207,0.0,458.6305029088,414.4635885585277,0.0,typical
Oahu,2020,2020-01-23-18:00,0.0,180.0,30.10639016459567,0.0,328.26093226740437,0.0,42.8,0.0,425.43337704349995,66.6275615948,66.6275615948,0.0,0.0,0.0,0.0,0.0,42.8,0.0,425.43337704349995,0.0,0.0,0.0,3.360867140145274e-12,289.7438022783,1073.2282610703,0.0,0.0,1054.70131556,0.0,18.52694551,0.0,392.20247984634,320.8794976477934,0.0,typical
