scenario	max_demand_response_share	total_cost	cost_per_kwh	cost_per_kwh_2020	cost_per_kwh_2025	cost_per_kwh_2030	cost_per_kwh_2035	cost_per_kwh_2040	cost_per_kwh_2045	renewable_share_all_years	renewable_share_2020	renewable_share_2025	renewable_share_2030	renewable_share_2035	renewable_share_2040	renewable_share_2045	biofuel_share_all_years	biofuel_share_2020	biofuel_share_2025	biofuel_share_2030	biofuel_share_2035	biofuel_share_2040	biofuel_share_2045
battery_bulk_and_conting_long	0.0	17265979903.58167	0.12900205709180826	0.12647080407789837	0.12759266158722157	0.13268512650059178	0.13450256785824943	0.12456499270012344	0.12923757038354924	0.6753785406308982	0.4728598845604149	0.559039153000701	0.5890159904047745	0.6425233730062351	0.7244384414134613	1.0000000000000004	0.007185007823525467	0.0	0.0	0.0	0.0	0.0	0.03831060935466261
