GENERATION_PROJECT,build_year,gen_overnight_cost,gen_storage_energy_overnight_cost,gen_fixed_om
Oahu_CentralTrackingPV_PV_01_C_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_01_C_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_01_C_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_01_X_00_15,2017,4094392.904886268,.,22460.0
Oahu_CentralTrackingPV_PV_01_X_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_01_X_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_01_X_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_01_X_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_01_X_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_01_X_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_01_X_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_01_X_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_01_X_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_01_X_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_01_X_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_01_X_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_01_X_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_01_X_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_01_X_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_01_X_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_01_X_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_01_X_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_02_B_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_02_B_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_02_B_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_02_B_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_02_B_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_02_B_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_02_B_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_02_B_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_02_B_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_02_B_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_02_B_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_02_B_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_02_B_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_02_B_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_02_B_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_02_B_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_02_B_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_02_B_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_02_X_00_15,2017,4094392.904886267,.,22460.0
Oahu_CentralTrackingPV_PV_02_X_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_02_X_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_02_X_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_02_X_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_02_X_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_02_X_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_02_X_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_02_X_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_02_X_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_02_X_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_02_X_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_02_X_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_02_X_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_02_X_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_02_X_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_02_X_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_02_X_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_02_X_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_03_X_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_03_X_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_03_X_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_03_X_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_03_X_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_03_X_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_03_X_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_03_X_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_03_X_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_03_X_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_03_X_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_03_X_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_03_X_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_03_X_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_03_X_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_03_X_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_03_X_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_03_X_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_04_B_00_15,2014,4475818.220217495,.,22460.0
Oahu_CentralTrackingPV_PV_04_B_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_04_B_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_04_B_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_04_B_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_04_B_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_04_B_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_04_B_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_04_B_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_04_B_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_04_B_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_04_B_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_04_B_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_04_B_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_04_B_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_04_B_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_04_B_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_04_B_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_04_B_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_04_C_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_04_C_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_04_C_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_04_C_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_04_C_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_04_C_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_04_C_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_04_C_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_04_C_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_04_C_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_04_C_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_04_C_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_04_X_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_04_X_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_04_X_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_04_X_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_04_X_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_04_X_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_04_X_15_17,2012,5686715.519143552,.,22460.0
Oahu_CentralTrackingPV_PV_04_X_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_04_X_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_04_X_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_04_X_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_04_X_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_04_X_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_04_X_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_04_X_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_04_X_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_04_X_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_04_X_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_04_X_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_05_C_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_05_C_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_05_C_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_05_C_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_05_C_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_05_C_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_05_X_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_05_X_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_05_X_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_05_X_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_05_X_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_05_X_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_06_C_00_15,2012,5640115.915965257,.,22460.0
Oahu_CentralTrackingPV_PV_06_C_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_06_C_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_06_C_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_06_C_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_06_C_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_06_C_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_06_X_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_06_X_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_06_X_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_06_X_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_06_X_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_06_X_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_06_X_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_06_X_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_06_X_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_06_X_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_06_X_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_06_X_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_06_X_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_06_X_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_06_X_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_06_X_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_06_X_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_06_X_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_07_B_00_15,2016,4094392.9048862676,.,22460.0
Oahu_CentralTrackingPV_PV_07_B_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_07_B_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_07_B_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_07_B_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_07_B_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_07_B_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_07_B_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_07_B_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_07_B_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_07_B_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_07_B_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_07_B_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_07_B_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_07_B_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_07_B_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_07_B_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_07_B_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_07_B_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_07_C_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_07_C_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_07_C_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_07_C_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_07_C_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_07_C_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_07_C_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_07_C_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_07_C_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_07_C_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_07_C_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_07_C_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_07_C_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_07_C_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_07_C_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_07_C_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_07_C_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_07_C_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_07_X_00_15,2020,2112847.3863528315,.,15088.016108053884
Oahu_CentralTrackingPV_PV_07_X_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_07_X_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_07_X_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_07_X_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_07_X_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_07_X_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_07_X_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_07_X_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_07_X_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_07_X_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_07_X_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_07_X_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_07_X_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_07_X_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_07_X_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_07_X_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_07_X_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_08_B_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_08_B_00_15,2025,1709211.4227093305,.,12205.61865683258
Oahu_CentralTrackingPV_PV_08_B_00_15,2030,1305575.4590658296,.,9323.221205611277
Oahu_CentralTrackingPV_PV_08_B_00_15,2035,1247587.9508492437,.,8909.127663555679
Oahu_CentralTrackingPV_PV_08_B_00_15,2040,1189600.4426326577,.,8495.034121500079
Oahu_CentralTrackingPV_PV_08_B_00_15,2045,1131612.9344160713,.,8080.940579444481
Oahu_CentralTrackingPV_PV_08_B_15_17,2020,2167738.643342032,.,15088.016108053882
Oahu_CentralTrackingPV_PV_08_B_15_17,2025,1764102.6796985313,.,12205.61865683258
Oahu_CentralTrackingPV_PV_08_B_15_17,2030,1360466.7160550305,.,9323.221205611277
Oahu_CentralTrackingPV_PV_08_B_15_17,2035,1302479.2078384445,.,8909.127663555679
Oahu_CentralTrackingPV_PV_08_B_15_17,2040,1244491.6996218583,.,8495.034121500079
Oahu_CentralTrackingPV_PV_08_B_15_17,2045,1186504.191405272,.,8080.940579444481
Oahu_CentralTrackingPV_PV_08_B_17_20,2020,2176887.1861735657,.,15088.016108053882
Oahu_CentralTrackingPV_PV_08_B_17_20,2025,1773251.2225300649,.,12205.61865683258
Oahu_CentralTrackingPV_PV_08_B_17_20,2030,1369615.2588865638,.,9323.221205611277
Oahu_CentralTrackingPV_PV_08_B_17_20,2035,1311627.750669978,.,8909.127663555679
Oahu_CentralTrackingPV_PV_08_B_17_20,2040,1253640.242453392,.,8495.034121500079
Oahu_CentralTrackingPV_PV_08_B_17_20,2045,1195652.7342368057,.,8080.940579444481
Oahu_CentralTrackingPV_PV_08_C_00_15,2020,2112847.3863528315,.,15088.016108053882
Oahu_CentralTrackingPV_PV_08_C_00_15,2025,1709211.4227093305,.,12205.61865683258
