load_zone,regional_fuel_market
Oahu,Hawaii_Biodiesel
Oahu,Hawaii_Coal
Oahu,Hawaii_Diesel
Oahu,Hawaii_LNG
Oahu,Hawaii_LSFO
Oahu,Hawaii_Motor_Diesel
Oahu,Hawaii_Motor_Gasoline
Oahu,Hawaii_Pellet-Biomass
