GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Oahu_CentralTrackingPV_PV_02,2025102308,0.839282
Oahu_CentralTrackingPV_PV_02,2025102310,0.918007
Oahu_CentralTrackingPV_PV_02,2025102312,0.910492
Oahu_CentralTrackingPV_PV_02,2025102314,0.920513
Oahu_CentralTrackingPV_PV_02,2025102316,0.646277
Oahu_CentralTrackingPV_PV_02,2025102318,0.0
Oahu_CentralTrackingPV_PV_02,2025102320,0.0
Oahu_CentralTrackingPV_PV_02,2025102322,0.0
Oahu_CentralTrackingPV_PV_02,2025112300,0.0
Oahu_CentralTrackingPV_PV_02,2025112302,0.0
Oahu_CentralTrackingPV_PV_02,2025112304,0.0
Oahu_CentralTrackingPV_PV_02,2025112306,0.0
Oahu_CentralTrackingPV_PV_02,2025112308,0.221899
Oahu_CentralTrackingPV_PV_02,2025112310,0.274562
Oahu_CentralTrackingPV_PV_02,2025112312,0.477771
Oahu_CentralTrackingPV_PV_02,2025112314,0.332163
Oahu_CentralTrackingPV_PV_02,2025112316,0.157628
Oahu_CentralTrackingPV_PV_02,2025112318,0.0
Oahu_CentralTrackingPV_PV_02,2025112320,0.0
Oahu_CentralTrackingPV_PV_02,2025112322,0.0
Oahu_CentralTrackingPV_PV_02,2025122300,0.0
Oahu_CentralTrackingPV_PV_02,2025122302,0.0
Oahu_CentralTrackingPV_PV_02,2025122304,0.0
Oahu_CentralTrackingPV_PV_02,2025122306,0.0
Oahu_CentralTrackingPV_PV_02,2025122308,0.16614
Oahu_CentralTrackingPV_PV_02,2025122310,0.605389
Oahu_CentralTrackingPV_PV_02,2025122312,0.668961
Oahu_CentralTrackingPV_PV_02,2025122314,0.810468
Oahu_CentralTrackingPV_PV_02,2025122316,0.549521
Oahu_CentralTrackingPV_PV_02,2025122318,0.0
Oahu_CentralTrackingPV_PV_02,2025122320,0.0
Oahu_CentralTrackingPV_PV_02,2025122322,0.0
Oahu_CentralTrackingPV_PV_02,2030012300,0.0
Oahu_CentralTrackingPV_PV_02,2030012302,0.0
Oahu_CentralTrackingPV_PV_02,2030012304,0.0
Oahu_CentralTrackingPV_PV_02,2030012306,0.0
Oahu_CentralTrackingPV_PV_02,2030012308,0.0746965
Oahu_CentralTrackingPV_PV_02,2030012310,0.185144
Oahu_CentralTrackingPV_PV_02,2030012312,0.594511
Oahu_CentralTrackingPV_PV_02,2030012314,0.625768
Oahu_CentralTrackingPV_PV_02,2030012316,0.494144
Oahu_CentralTrackingPV_PV_02,2030012318,0.0
Oahu_CentralTrackingPV_PV_02,2030012320,0.0
Oahu_CentralTrackingPV_PV_02,2030012322,0.0
Oahu_CentralTrackingPV_PV_02,2030022300,0.0
Oahu_CentralTrackingPV_PV_02,2030022302,0.0
Oahu_CentralTrackingPV_PV_02,2030022304,0.0
Oahu_CentralTrackingPV_PV_02,2030022306,0.0
Oahu_CentralTrackingPV_PV_02,2030022308,0.67782
Oahu_CentralTrackingPV_PV_02,2030022310,0.429632
Oahu_CentralTrackingPV_PV_02,2030022312,0.921172
Oahu_CentralTrackingPV_PV_02,2030022314,0.889104
Oahu_CentralTrackingPV_PV_02,2030022316,0.863636
Oahu_CentralTrackingPV_PV_02,2030022318,0.0
Oahu_CentralTrackingPV_PV_02,2030022320,0.0
Oahu_CentralTrackingPV_PV_02,2030022322,0.0
Oahu_CentralTrackingPV_PV_02,2030032300,0.0
Oahu_CentralTrackingPV_PV_02,2030032302,0.0
Oahu_CentralTrackingPV_PV_02,2030032304,0.0
Oahu_CentralTrackingPV_PV_02,2030032306,0.0
Oahu_CentralTrackingPV_PV_02,2030032308,0.878122
Oahu_CentralTrackingPV_PV_02,2030032310,0.986572
Oahu_CentralTrackingPV_PV_02,2030032312,1.0
Oahu_CentralTrackingPV_PV_02,2030032314,0.878375
Oahu_CentralTrackingPV_PV_02,2030032316,0.729695
Oahu_CentralTrackingPV_PV_02,2030032318,0.0225661
Oahu_CentralTrackingPV_PV_02,2030032320,0.0
Oahu_CentralTrackingPV_PV_02,2030032322,0.0
Oahu_CentralTrackingPV_PV_02,2030042300,0.0
Oahu_CentralTrackingPV_PV_02,2030042302,0.0
Oahu_CentralTrackingPV_PV_02,2030042304,0.0
Oahu_CentralTrackingPV_PV_02,2030042306,0.0539414
Oahu_CentralTrackingPV_PV_02,2030042308,0.884513
Oahu_CentralTrackingPV_PV_02,2030042310,0.954131
Oahu_CentralTrackingPV_PV_02,2030042312,0.965917
Oahu_CentralTrackingPV_PV_02,2030042314,0.971153
Oahu_CentralTrackingPV_PV_02,2030042316,0.879607
Oahu_CentralTrackingPV_PV_02,2030042318,0.0655816
Oahu_CentralTrackingPV_PV_02,2030042320,0.0
Oahu_CentralTrackingPV_PV_02,2030042322,0.0
Oahu_CentralTrackingPV_PV_02,2030052300,0.0
Oahu_CentralTrackingPV_PV_02,2030052302,0.0
Oahu_CentralTrackingPV_PV_02,2030052304,0.0
Oahu_CentralTrackingPV_PV_02,2030052306,0.130947
Oahu_CentralTrackingPV_PV_02,2030052308,0.879049
Oahu_CentralTrackingPV_PV_02,2030052310,0.93689
Oahu_CentralTrackingPV_PV_02,2030052312,0.672387
Oahu_CentralTrackingPV_PV_02,2030052314,0.210163
Oahu_CentralTrackingPV_PV_02,2030052316,0.158655
Oahu_CentralTrackingPV_PV_02,2030052318,0.0158526
Oahu_CentralTrackingPV_PV_02,2030052320,0.0
Oahu_CentralTrackingPV_PV_02,2030052322,0.0
Oahu_CentralTrackingPV_PV_02,2030062300,0.0
Oahu_CentralTrackingPV_PV_02,2030062302,0.0
Oahu_CentralTrackingPV_PV_02,2030062304,0.0
Oahu_CentralTrackingPV_PV_02,2030062306,0.136521
Oahu_CentralTrackingPV_PV_02,2030062308,0.378718
Oahu_CentralTrackingPV_PV_02,2030062310,0.958975
Oahu_CentralTrackingPV_PV_02,2030062312,1.0
Oahu_CentralTrackingPV_PV_02,2030062314,1.0
Oahu_CentralTrackingPV_PV_02,2030062316,0.843934
Oahu_CentralTrackingPV_PV_02,2030062318,0.209998
Oahu_CentralTrackingPV_PV_02,2030062320,0.0
Oahu_CentralTrackingPV_PV_02,2030062322,0.0
Oahu_CentralTrackingPV_PV_02,2030072300,0.0
Oahu_CentralTrackingPV_PV_02,2030072302,0.0
Oahu_CentralTrackingPV_PV_02,2030072304,0.0
Oahu_CentralTrackingPV_PV_02,2030072306,0.0738914
Oahu_CentralTrackingPV_PV_02,2030072308,0.525971
Oahu_CentralTrackingPV_PV_02,2030072310,0.713161
Oahu_CentralTrackingPV_PV_02,2030072312,0.882919
Oahu_CentralTrackingPV_PV_02,2030072314,0.824326
Oahu_CentralTrackingPV_PV_02,2030072316,0.82971
Oahu_CentralTrackingPV_PV_02,2030072318,0.201114
Oahu_CentralTrackingPV_PV_02,2030072320,0.0
Oahu_CentralTrackingPV_PV_02,2030072322,0.0
Oahu_CentralTrackingPV_PV_02,2030082300,0.0
Oahu_CentralTrackingPV_PV_02,2030082302,0.0
Oahu_CentralTrackingPV_PV_02,2030082304,0.0
Oahu_CentralTrackingPV_PV_02,2030082306,0.0258799
Oahu_CentralTrackingPV_PV_02,2030082308,0.665251
Oahu_CentralTrackingPV_PV_02,2030082310,0.596787
Oahu_CentralTrackingPV_PV_02,2030082312,0.882756
Oahu_CentralTrackingPV_PV_02,2030082314,0.83286
Oahu_CentralTrackingPV_PV_02,2030082316,0.241355
Oahu_CentralTrackingPV_PV_02,2030082318,0.0766278
Oahu_CentralTrackingPV_PV_02,2030082320,0.0
Oahu_CentralTrackingPV_PV_02,2030082322,0.0
Oahu_CentralTrackingPV_PV_02,2030092300,0.0
Oahu_CentralTrackingPV_PV_02,2030092302,0.0
Oahu_CentralTrackingPV_PV_02,2030092304,0.0
Oahu_CentralTrackingPV_PV_02,2030092306,0.00644196
Oahu_CentralTrackingPV_PV_02,2030092308,0.900805
Oahu_CentralTrackingPV_PV_02,2030092310,0.660154
Oahu_CentralTrackingPV_PV_02,2030092312,0.638318
Oahu_CentralTrackingPV_PV_02,2030092314,0.826987
Oahu_CentralTrackingPV_PV_02,2030092316,0.436167
Oahu_CentralTrackingPV_PV_02,2030092318,0.0
Oahu_CentralTrackingPV_PV_02,2030092320,0.0
Oahu_CentralTrackingPV_PV_02,2030092322,0.0
Oahu_CentralTrackingPV_PV_02,2030102300,0.0
Oahu_CentralTrackingPV_PV_02,2030102302,0.0
Oahu_CentralTrackingPV_PV_02,2030102304,0.0
Oahu_CentralTrackingPV_PV_02,2030102306,0.0
Oahu_CentralTrackingPV_PV_02,2030102308,0.839282
Oahu_CentralTrackingPV_PV_02,2030102310,0.918007
Oahu_CentralTrackingPV_PV_02,2030102312,0.910492
Oahu_CentralTrackingPV_PV_02,2030102314,0.920513
Oahu_CentralTrackingPV_PV_02,2030102316,0.646277
Oahu_CentralTrackingPV_PV_02,2030102318,0.0
Oahu_CentralTrackingPV_PV_02,2030102320,0.0
Oahu_CentralTrackingPV_PV_02,2030102322,0.0
Oahu_CentralTrackingPV_PV_02,2030112300,0.0
Oahu_CentralTrackingPV_PV_02,2030112302,0.0
Oahu_CentralTrackingPV_PV_02,2030112304,0.0
Oahu_CentralTrackingPV_PV_02,2030112306,0.0
Oahu_CentralTrackingPV_PV_02,2030112308,0.221899
Oahu_CentralTrackingPV_PV_02,2030112310,0.274562
Oahu_CentralTrackingPV_PV_02,2030112312,0.477771
Oahu_CentralTrackingPV_PV_02,2030112314,0.332163
Oahu_CentralTrackingPV_PV_02,2030112316,0.157628
Oahu_CentralTrackingPV_PV_02,2030112318,0.0
Oahu_CentralTrackingPV_PV_02,2030112320,0.0
Oahu_CentralTrackingPV_PV_02,2030112322,0.0
Oahu_CentralTrackingPV_PV_02,2030122300,0.0
Oahu_CentralTrackingPV_PV_02,2030122302,0.0
Oahu_CentralTrackingPV_PV_02,2030122304,0.0
Oahu_CentralTrackingPV_PV_02,2030122306,0.0
Oahu_CentralTrackingPV_PV_02,2030122308,0.16614
Oahu_CentralTrackingPV_PV_02,2030122310,0.605389
Oahu_CentralTrackingPV_PV_02,2030122312,0.668961
Oahu_CentralTrackingPV_PV_02,2030122314,0.810468
Oahu_CentralTrackingPV_PV_02,2030122316,0.549521
Oahu_CentralTrackingPV_PV_02,2030122318,0.0
Oahu_CentralTrackingPV_PV_02,2030122320,0.0
Oahu_CentralTrackingPV_PV_02,2030122322,0.0
Oahu_CentralTrackingPV_PV_02,2035012300,0.0
Oahu_CentralTrackingPV_PV_02,2035012302,0.0
Oahu_CentralTrackingPV_PV_02,2035012304,0.0
Oahu_CentralTrackingPV_PV_02,2035012306,0.0
Oahu_CentralTrackingPV_PV_02,2035012308,0.0746965
Oahu_CentralTrackingPV_PV_02,2035012310,0.185144
Oahu_CentralTrackingPV_PV_02,2035012312,0.594511
Oahu_CentralTrackingPV_PV_02,2035012314,0.625768
Oahu_CentralTrackingPV_PV_02,2035012316,0.494144
Oahu_CentralTrackingPV_PV_02,2035012318,0.0
Oahu_CentralTrackingPV_PV_02,2035012320,0.0
Oahu_CentralTrackingPV_PV_02,2035012322,0.0
Oahu_CentralTrackingPV_PV_02,2035022300,0.0
Oahu_CentralTrackingPV_PV_02,2035022302,0.0
Oahu_CentralTrackingPV_PV_02,2035022304,0.0
Oahu_CentralTrackingPV_PV_02,2035022306,0.0
Oahu_CentralTrackingPV_PV_02,2035022308,0.67782
Oahu_CentralTrackingPV_PV_02,2035022310,0.429632
Oahu_CentralTrackingPV_PV_02,2035022312,0.921172
Oahu_CentralTrackingPV_PV_02,2035022314,0.889104
Oahu_CentralTrackingPV_PV_02,2035022316,0.863636
Oahu_CentralTrackingPV_PV_02,2035022318,0.0
Oahu_CentralTrackingPV_PV_02,2035022320,0.0
Oahu_CentralTrackingPV_PV_02,2035022322,0.0
Oahu_CentralTrackingPV_PV_02,2035032300,0.0
Oahu_CentralTrackingPV_PV_02,2035032302,0.0
Oahu_CentralTrackingPV_PV_02,2035032304,0.0
Oahu_CentralTrackingPV_PV_02,2035032306,0.0
Oahu_CentralTrackingPV_PV_02,2035032308,0.878122
Oahu_CentralTrackingPV_PV_02,2035032310,0.986572
Oahu_CentralTrackingPV_PV_02,2035032312,1.0
Oahu_CentralTrackingPV_PV_02,2035032314,0.878375
Oahu_CentralTrackingPV_PV_02,2035032316,0.729695
Oahu_CentralTrackingPV_PV_02,2035032318,0.0225661
Oahu_CentralTrackingPV_PV_02,2035032320,0.0
Oahu_CentralTrackingPV_PV_02,2035032322,0.0
Oahu_CentralTrackingPV_PV_02,2035042300,0.0
Oahu_CentralTrackingPV_PV_02,2035042302,0.0
Oahu_CentralTrackingPV_PV_02,2035042304,0.0
Oahu_CentralTrackingPV_PV_02,2035042306,0.0539414
Oahu_CentralTrackingPV_PV_02,2035042308,0.884513
Oahu_CentralTrackingPV_PV_02,2035042310,0.954131
Oahu_CentralTrackingPV_PV_02,2035042312,0.965917
Oahu_CentralTrackingPV_PV_02,2035042314,0.971153
Oahu_CentralTrackingPV_PV_02,2035042316,0.879607
Oahu_CentralTrackingPV_PV_02,2035042318,0.0655816
Oahu_CentralTrackingPV_PV_02,2035042320,0.0
Oahu_CentralTrackingPV_PV_02,2035042322,0.0
Oahu_CentralTrackingPV_PV_02,2035052300,0.0
Oahu_CentralTrackingPV_PV_02,2035052302,0.0
Oahu_CentralTrackingPV_PV_02,2035052304,0.0
Oahu_CentralTrackingPV_PV_02,2035052306,0.130947
Oahu_CentralTrackingPV_PV_02,2035052308,0.879049
Oahu_CentralTrackingPV_PV_02,2035052310,0.93689
Oahu_CentralTrackingPV_PV_02,2035052312,0.672387
Oahu_CentralTrackingPV_PV_02,2035052314,0.210163
Oahu_CentralTrackingPV_PV_02,2035052316,0.158655
Oahu_CentralTrackingPV_PV_02,2035052318,0.0158526
Oahu_CentralTrackingPV_PV_02,2035052320,0.0
Oahu_CentralTrackingPV_PV_02,2035052322,0.0
Oahu_CentralTrackingPV_PV_02,2035062300,0.0
Oahu_CentralTrackingPV_PV_02,2035062302,0.0
Oahu_CentralTrackingPV_PV_02,2035062304,0.0
Oahu_CentralTrackingPV_PV_02,2035062306,0.136521
Oahu_CentralTrackingPV_PV_02,2035062308,0.378718
Oahu_CentralTrackingPV_PV_02,2035062310,0.958975
Oahu_CentralTrackingPV_PV_02,2035062312,1.0
Oahu_CentralTrackingPV_PV_02,2035062314,1.0
Oahu_CentralTrackingPV_PV_02,2035062316,0.843934
Oahu_CentralTrackingPV_PV_02,2035062318,0.209998
Oahu_CentralTrackingPV_PV_02,2035062320,0.0
Oahu_CentralTrackingPV_PV_02,2035062322,0.0
Oahu_CentralTrackingPV_PV_02,2035072300,0.0
Oahu_CentralTrackingPV_PV_02,2035072302,0.0
Oahu_CentralTrackingPV_PV_02,2035072304,0.0
Oahu_CentralTrackingPV_PV_02,2035072306,0.0738914
Oahu_CentralTrackingPV_PV_02,2035072308,0.525971
Oahu_CentralTrackingPV_PV_02,2035072310,0.713161
Oahu_CentralTrackingPV_PV_02,2035072312,0.882919
Oahu_CentralTrackingPV_PV_02,2035072314,0.824326
Oahu_CentralTrackingPV_PV_02,2035072316,0.82971
Oahu_CentralTrackingPV_PV_02,2035072318,0.201114
Oahu_CentralTrackingPV_PV_02,2035072320,0.0
Oahu_CentralTrackingPV_PV_02,2035072322,0.0
Oahu_CentralTrackingPV_PV_02,2035082300,0.0
Oahu_CentralTrackingPV_PV_02,2035082302,0.0
Oahu_CentralTrackingPV_PV_02,2035082304,0.0
Oahu_CentralTrackingPV_PV_02,2035082306,0.0258799
Oahu_CentralTrackingPV_PV_02,2035082308,0.665251
Oahu_CentralTrackingPV_PV_02,2035082310,0.596787
Oahu_CentralTrackingPV_PV_02,2035082312,0.882756
Oahu_CentralTrackingPV_PV_02,2035082314,0.83286
Oahu_CentralTrackingPV_PV_02,2035082316,0.241355
Oahu_CentralTrackingPV_PV_02,2035082318,0.0766278
Oahu_CentralTrackingPV_PV_02,2035082320,0.0
Oahu_CentralTrackingPV_PV_02,2035082322,0.0
Oahu_CentralTrackingPV_PV_02,2035092300,0.0
Oahu_CentralTrackingPV_PV_02,2035092302,0.0
Oahu_CentralTrackingPV_PV_02,2035092304,0.0
Oahu_CentralTrackingPV_PV_02,2035092306,0.00644196
Oahu_CentralTrackingPV_PV_02,2035092308,0.900805
Oahu_CentralTrackingPV_PV_02,2035092310,0.660154
Oahu_CentralTrackingPV_PV_02,2035092312,0.638318
Oahu_CentralTrackingPV_PV_02,2035092314,0.826987
Oahu_CentralTrackingPV_PV_02,2035092316,0.436167
Oahu_CentralTrackingPV_PV_02,2035092318,0.0
Oahu_CentralTrackingPV_PV_02,2035092320,0.0
Oahu_CentralTrackingPV_PV_02,2035092322,0.0
Oahu_CentralTrackingPV_PV_02,2035102300,0.0
Oahu_CentralTrackingPV_PV_02,2035102302,0.0
Oahu_CentralTrackingPV_PV_02,2035102304,0.0
Oahu_CentralTrackingPV_PV_02,2035102306,0.0
Oahu_CentralTrackingPV_PV_02,2035102308,0.839282
Oahu_CentralTrackingPV_PV_02,2035102310,0.918007
Oahu_CentralTrackingPV_PV_02,2035102312,0.910492
Oahu_CentralTrackingPV_PV_02,2035102314,0.920513
Oahu_CentralTrackingPV_PV_02,2035102316,0.646277
Oahu_CentralTrackingPV_PV_02,2035102318,0.0
Oahu_CentralTrackingPV_PV_02,2035102320,0.0
Oahu_CentralTrackingPV_PV_02,2035102322,0.0
Oahu_CentralTrackingPV_PV_02,2035112300,0.0
Oahu_CentralTrackingPV_PV_02,2035112302,0.0
Oahu_CentralTrackingPV_PV_02,2035112304,0.0
Oahu_CentralTrackingPV_PV_02,2035112306,0.0
Oahu_CentralTrackingPV_PV_02,2035112308,0.221899
Oahu_CentralTrackingPV_PV_02,2035112310,0.274562
Oahu_CentralTrackingPV_PV_02,2035112312,0.477771
Oahu_CentralTrackingPV_PV_02,2035112314,0.332163
Oahu_CentralTrackingPV_PV_02,2035112316,0.157628
Oahu_CentralTrackingPV_PV_02,2035112318,0.0
Oahu_CentralTrackingPV_PV_02,2035112320,0.0
Oahu_CentralTrackingPV_PV_02,2035112322,0.0
Oahu_CentralTrackingPV_PV_02,2035122300,0.0
Oahu_CentralTrackingPV_PV_02,2035122302,0.0
Oahu_CentralTrackingPV_PV_02,2035122304,0.0
Oahu_CentralTrackingPV_PV_02,2035122306,0.0
Oahu_CentralTrackingPV_PV_02,2035122308,0.16614
Oahu_CentralTrackingPV_PV_02,2035122310,0.605389
Oahu_CentralTrackingPV_PV_02,2035122312,0.668961
Oahu_CentralTrackingPV_PV_02,2035122314,0.810468
Oahu_CentralTrackingPV_PV_02,2035122316,0.549521
Oahu_CentralTrackingPV_PV_02,2035122318,0.0
Oahu_CentralTrackingPV_PV_02,2035122320,0.0
Oahu_CentralTrackingPV_PV_02,2035122322,0.0
Oahu_CentralTrackingPV_PV_02,2040012300,0.0
Oahu_CentralTrackingPV_PV_02,2040012302,0.0
Oahu_CentralTrackingPV_PV_02,2040012304,0.0
Oahu_CentralTrackingPV_PV_02,2040012306,0.0
Oahu_CentralTrackingPV_PV_02,2040012308,0.0746965
Oahu_CentralTrackingPV_PV_02,2040012310,0.185144
Oahu_CentralTrackingPV_PV_02,2040012312,0.594511
Oahu_CentralTrackingPV_PV_02,2040012314,0.625768
Oahu_CentralTrackingPV_PV_02,2040012316,0.494144
Oahu_CentralTrackingPV_PV_02,2040012318,0.0
Oahu_CentralTrackingPV_PV_02,2040012320,0.0
Oahu_CentralTrackingPV_PV_02,2040012322,0.0
Oahu_CentralTrackingPV_PV_02,2040022300,0.0
Oahu_CentralTrackingPV_PV_02,2040022302,0.0
Oahu_CentralTrackingPV_PV_02,2040022304,0.0
Oahu_CentralTrackingPV_PV_02,2040022306,0.0
Oahu_CentralTrackingPV_PV_02,2040022308,0.67782
Oahu_CentralTrackingPV_PV_02,2040022310,0.429632
Oahu_CentralTrackingPV_PV_02,2040022312,0.921172
Oahu_CentralTrackingPV_PV_02,2040022314,0.889104
Oahu_CentralTrackingPV_PV_02,2040022316,0.863636
Oahu_CentralTrackingPV_PV_02,2040022318,0.0
Oahu_CentralTrackingPV_PV_02,2040022320,0.0
Oahu_CentralTrackingPV_PV_02,2040022322,0.0
Oahu_CentralTrackingPV_PV_02,2040032300,0.0
Oahu_CentralTrackingPV_PV_02,2040032302,0.0
Oahu_CentralTrackingPV_PV_02,2040032304,0.0
Oahu_CentralTrackingPV_PV_02,2040032306,0.0
Oahu_CentralTrackingPV_PV_02,2040032308,0.878122
Oahu_CentralTrackingPV_PV_02,2040032310,0.986572
Oahu_CentralTrackingPV_PV_02,2040032312,1.0
Oahu_CentralTrackingPV_PV_02,2040032314,0.878375
Oahu_CentralTrackingPV_PV_02,2040032316,0.729695
Oahu_CentralTrackingPV_PV_02,2040032318,0.0225661
Oahu_CentralTrackingPV_PV_02,2040032320,0.0
Oahu_CentralTrackingPV_PV_02,2040032322,0.0
Oahu_CentralTrackingPV_PV_02,2040042300,0.0
Oahu_CentralTrackingPV_PV_02,2040042302,0.0
Oahu_CentralTrackingPV_PV_02,2040042304,0.0
Oahu_CentralTrackingPV_PV_02,2040042306,0.0539414
Oahu_CentralTrackingPV_PV_02,2040042308,0.884513
Oahu_CentralTrackingPV_PV_02,2040042310,0.954131
Oahu_CentralTrackingPV_PV_02,2040042312,0.965917
Oahu_CentralTrackingPV_PV_02,2040042314,0.971153
Oahu_CentralTrackingPV_PV_02,2040042316,0.879607
Oahu_CentralTrackingPV_PV_02,2040042318,0.0655816
Oahu_CentralTrackingPV_PV_02,2040042320,0.0
Oahu_CentralTrackingPV_PV_02,2040042322,0.0
Oahu_CentralTrackingPV_PV_02,2040052300,0.0
Oahu_CentralTrackingPV_PV_02,2040052302,0.0
Oahu_CentralTrackingPV_PV_02,2040052304,0.0
Oahu_CentralTrackingPV_PV_02,2040052306,0.130947
Oahu_CentralTrackingPV_PV_02,2040052308,0.879049
Oahu_CentralTrackingPV_PV_02,2040052310,0.93689
Oahu_CentralTrackingPV_PV_02,2040052312,0.672387
Oahu_CentralTrackingPV_PV_02,2040052314,0.210163
Oahu_CentralTrackingPV_PV_02,2040052316,0.158655
Oahu_CentralTrackingPV_PV_02,2040052318,0.0158526
Oahu_CentralTrackingPV_PV_02,2040052320,0.0
Oahu_CentralTrackingPV_PV_02,2040052322,0.0
Oahu_CentralTrackingPV_PV_02,2040062300,0.0
Oahu_CentralTrackingPV_PV_02,2040062302,0.0
Oahu_CentralTrackingPV_PV_02,2040062304,0.0
Oahu_CentralTrackingPV_PV_02,2040062306,0.136521
Oahu_CentralTrackingPV_PV_02,2040062308,0.378718
Oahu_CentralTrackingPV_PV_02,2040062310,0.958975
Oahu_CentralTrackingPV_PV_02,2040062312,1.0
Oahu_CentralTrackingPV_PV_02,2040062314,1.0
Oahu_CentralTrackingPV_PV_02,2040062316,0.843934
Oahu_CentralTrackingPV_PV_02,2040062318,0.209998
Oahu_CentralTrackingPV_PV_02,2040062320,0.0
Oahu_CentralTrackingPV_PV_02,2040062322,0.0
Oahu_CentralTrackingPV_PV_02,2040072300,0.0
Oahu_CentralTrackingPV_PV_02,2040072302,0.0
Oahu_CentralTrackingPV_PV_02,2040072304,0.0
Oahu_CentralTrackingPV_PV_02,2040072306,0.0738914
Oahu_CentralTrackingPV_PV_02,2040072308,0.525971
Oahu_CentralTrackingPV_PV_02,2040072310,0.713161
Oahu_CentralTrackingPV_PV_02,2040072312,0.882919
Oahu_CentralTrackingPV_PV_02,2040072314,0.824326
Oahu_CentralTrackingPV_PV_02,2040072316,0.82971
Oahu_CentralTrackingPV_PV_02,2040072318,0.201114
Oahu_CentralTrackingPV_PV_02,2040072320,0.0
Oahu_CentralTrackingPV_PV_02,2040072322,0.0
Oahu_CentralTrackingPV_PV_02,2040082300,0.0
Oahu_CentralTrackingPV_PV_02,2040082302,0.0
Oahu_CentralTrackingPV_PV_02,2040082304,0.0
Oahu_CentralTrackingPV_PV_02,2040082306,0.0258799
Oahu_CentralTrackingPV_PV_02,2040082308,0.665251
Oahu_CentralTrackingPV_PV_02,2040082310,0.596787
Oahu_CentralTrackingPV_PV_02,2040082312,0.882756
Oahu_CentralTrackingPV_PV_02,2040082314,0.83286
Oahu_CentralTrackingPV_PV_02,2040082316,0.241355
Oahu_CentralTrackingPV_PV_02,2040082318,0.0766278
Oahu_CentralTrackingPV_PV_02,2040082320,0.0
Oahu_CentralTrackingPV_PV_02,2040082322,0.0
Oahu_CentralTrackingPV_PV_02,2040092300,0.0
Oahu_CentralTrackingPV_PV_02,2040092302,0.0
Oahu_CentralTrackingPV_PV_02,2040092304,0.0
Oahu_CentralTrackingPV_PV_02,2040092306,0.00644196
Oahu_CentralTrackingPV_PV_02,2040092308,0.900805
Oahu_CentralTrackingPV_PV_02,2040092310,0.660154
Oahu_CentralTrackingPV_PV_02,2040092312,0.638318
Oahu_CentralTrackingPV_PV_02,2040092314,0.826987
Oahu_CentralTrackingPV_PV_02,2040092316,0.436167
Oahu_CentralTrackingPV_PV_02,2040092318,0.0
Oahu_CentralTrackingPV_PV_02,2040092320,0.0
Oahu_CentralTrackingPV_PV_02,2040092322,0.0
Oahu_CentralTrackingPV_PV_02,2040102300,0.0
Oahu_CentralTrackingPV_PV_02,2040102302,0.0
Oahu_CentralTrackingPV_PV_02,2040102304,0.0
Oahu_CentralTrackingPV_PV_02,2040102306,0.0
Oahu_CentralTrackingPV_PV_02,2040102308,0.839282
Oahu_CentralTrackingPV_PV_02,2040102310,0.918007
Oahu_CentralTrackingPV_PV_02,2040102312,0.910492
Oahu_CentralTrackingPV_PV_02,2040102314,0.920513
Oahu_CentralTrackingPV_PV_02,2040102316,0.646277
Oahu_CentralTrackingPV_PV_02,2040102318,0.0
Oahu_CentralTrackingPV_PV_02,2040102320,0.0
Oahu_CentralTrackingPV_PV_02,2040102322,0.0
Oahu_CentralTrackingPV_PV_02,2040112300,0.0
Oahu_CentralTrackingPV_PV_02,2040112302,0.0
Oahu_CentralTrackingPV_PV_02,2040112304,0.0
Oahu_CentralTrackingPV_PV_02,2040112306,0.0
Oahu_CentralTrackingPV_PV_02,2040112308,0.221899
Oahu_CentralTrackingPV_PV_02,2040112310,0.274562
Oahu_CentralTrackingPV_PV_02,2040112312,0.477771
Oahu_CentralTrackingPV_PV_02,2040112314,0.332163
Oahu_CentralTrackingPV_PV_02,2040112316,0.157628
Oahu_CentralTrackingPV_PV_02,2040112318,0.0
Oahu_CentralTrackingPV_PV_02,2040112320,0.0
Oahu_CentralTrackingPV_PV_02,2040112322,0.0
Oahu_CentralTrackingPV_PV_02,2040122300,0.0
Oahu_CentralTrackingPV_PV_02,2040122302,0.0
Oahu_CentralTrackingPV_PV_02,2040122304,0.0
Oahu_CentralTrackingPV_PV_02,2040122306,0.0
Oahu_CentralTrackingPV_PV_02,2040122308,0.16614
Oahu_CentralTrackingPV_PV_02,2040122310,0.605389
Oahu_CentralTrackingPV_PV_02,2040122312,0.668961
Oahu_CentralTrackingPV_PV_02,2040122314,0.810468
Oahu_CentralTrackingPV_PV_02,2040122316,0.549521
Oahu_CentralTrackingPV_PV_02,2040122318,0.0
Oahu_CentralTrackingPV_PV_02,2040122320,0.0
Oahu_CentralTrackingPV_PV_02,2040122322,0.0
Oahu_CentralTrackingPV_PV_02,2045012300,0.0
Oahu_CentralTrackingPV_PV_02,2045012302,0.0
Oahu_CentralTrackingPV_PV_02,2045012304,0.0
Oahu_CentralTrackingPV_PV_02,2045012306,0.0
Oahu_CentralTrackingPV_PV_02,2045012308,0.0746965
Oahu_CentralTrackingPV_PV_02,2045012310,0.185144
Oahu_CentralTrackingPV_PV_02,2045012312,0.594511
Oahu_CentralTrackingPV_PV_02,2045012314,0.625768
